cz,czname,pop2000,fips,statename,stateabbrv,cur_smoke_q1,bmi_obese_q1,exercise_any_q1,puninsured2010,reimb_penroll_adj10,mort_30day_hosp_z,adjmortmeas_amiall30day,adjmortmeas_chfall30day,adjmortmeas_pnall30day,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,cs_race_theil_2000,gini99,poor_share,inc_share_1perc,frac_middleclass,scap_ski90pcm,rel_tot,cs_frac_black,cs_frac_hisp,unemp_rate
100,Johnson City,576081.0,47,Tennessee,TN,0.35120840000000003,0.2924748,0.54650271,15.99971,10121.918,1.020608,0.1652021,0.1136509,0.1322168,0.0348657,0.030153199999999998,0.038239499999999996,0.0903837,0.33345,0.14045,0.13459000000000002,0.54796,-0.2978583,51.440329999999996,2.084082,0.9285153,0.0520797
200,Morristown,227816.0,47,Tennessee,TN,0.4197531,0.3026316,0.50617284,19.50662,10228.286,0.8969633,0.1622799,0.110258,0.1336717,0.026280900000000003,0.0278582,0.025334799999999998,0.093153,0.32828,0.14619720000000003,0.10630999999999999,0.5375,-0.76735477,54.389509999999994,1.977912,2.348825,0.059792399999999996
301,Middlesborough,66708.0,47,Tennessee,TN,0.3641026,0.32085559999999996,0.47530866,17.74554,12756.419,0.7123566,0.18530320000000003,0.10093289999999999,0.11936660000000002,0.024081099999999998,0.014683100000000001,0.0258143,0.0642501,0.33404,0.27066100000000004,0.10690999999999999,0.46685,-1.2702513,66.78059,1.4645920000000001,0.616118,0.06808310000000001
302,Knoxville,727600.0,47,Tennessee,TN,0.3241252,0.259366,0.58113205,14.88756,9913.4986,0.283885,0.1509697,0.10898050000000001,0.12432370000000001,0.09210360000000001,0.08426739999999999,0.1019656,0.20999429999999997,0.35752,0.1300672,0.1508,0.5041,-0.22188462,60.1953,5.636476,1.167125,0.0398584
401,Winston-Salem,493180.0,37,North Carolina,NC,0.3234228,0.28560490000000005,0.6066066,19.02583,9635.7908,0.5061439999999999,0.16706310000000002,0.1022146,0.12539560000000002,0.07186669999999999,0.061080600000000006,0.0806255,0.262388,0.34636,0.1080807,0.11917,0.49991,-0.01779596,48.79375,17.3531,5.798897,0.0507583
402,Martinsville,92753.0,51,Virginia,VA,0.31736529999999996,0.27044029999999997,0.58083832,20.516920000000002,8085.0651,1.6600409999999999,0.1675077,0.1167683,0.1473949,0.023731099999999998,0.0153754,0.0282695,0.1365256,0.33768000000000004,0.132409,0.1068,0.5383899999999999,-0.90281513,45.44327,22.38095,2.935754,0.0605013
500,Greensboro,1055133.0,37,North Carolina,NC,0.2941333,0.29236809999999996,0.58686614,19.7013,8412.7218,0.7173082,0.1629981,0.1054583,0.13197509999999998,0.0676532,0.0575889,0.076798,0.220065,0.3413,0.11175460000000001,0.18228,0.5100899999999999,-0.51318038,43.3969,21.75593,4.060341,0.05678480000000001
601,North Wilkesboro,90016.0,37,North Carolina,NC,0.26705650000000003,0.3002028,0.58171207,22.05963,9252.8978,0.0195327,0.1485884,0.0998839,0.12624200000000002,0.0118961,0.008602,0.0124235,0.1140964,0.31958000000000003,0.12287239999999999,0.12645,0.56018,-0.19309309,56.138909999999996,3.1927659999999998,3.168325,0.06636239999999999
602,Galax,64676.0,51,Virginia,VA,0.3333333,0.3666667,0.5,21.84721,9194.9876,1.508458,0.1759501,0.11833239999999999,0.13500810000000002,0.0054097,0.0041657,0.0056613,0.1311975,0.26915,0.1420254,0.08706,0.60842,-0.80119036,43.0175,2.8959740000000003,3.1588220000000002,0.0727314
700,Spartanburg,354533.0,45,South Carolina,SC,0.316156,0.3071377,0.56412101,21.73069,9127.5718,0.688978,0.1631822,0.111126,0.1257871,0.0451206,0.0441604,0.0451741,0.1394965,0.34069,0.1257592,0.13061,0.5285,-1.0008878,59.60855,20.74983,2.516832,0.05848480000000001
800,Gastonia,413331.0,37,North Carolina,NC,0.2908054,0.29332329999999995,0.58088237,19.45946,9649.2219,0.1897971,0.1611909,0.1011863,0.12093599999999999,0.0380789,0.0344144,0.041466199999999995,0.1336746,0.31426,0.1161881,0.1008,0.54393,-0.65939772,60.12372,13.777820000000002,2.889694,0.0788723
900,Charlotte,1423942.0,37,North Carolina,NC,0.26454079999999996,0.2999733,0.61026871,18.69895,8973.7286,0.19784520000000003,0.1532993,0.1059961,0.1226606,0.0983462,0.0784217,0.1196608,0.22331929999999997,0.36011,0.0964086,0.15613,0.47738,-0.48383137,49.59942,22.73302,4.943881,0.0494205
1001,Boone,77361.0,37,North Carolina,NC,0.3,0.248227,0.7525773,20.4398,9237.569,-0.1908319,0.1346123,0.10375799999999999,0.1266037,0.030702499999999997,0.027606400000000003,0.03075,0.0764024,0.34435,0.1839939,0.14276,0.5301600000000001,0.01234278,48.84502,2.1858560000000002,1.53178,0.0482022
1002,Morganton,164760.0,37,North Carolina,NC,0.28853759999999995,0.2809917,0.62252963,20.22225,8456.8706,1.154742,0.17691479999999998,0.12070719999999999,0.121202,0.0123042,0.010698200000000001,0.0106045,0.1165366,0.27304,0.1178257,0.07776,0.60328,-0.23112977,56.877269999999996,4.7359800000000005,3.145788,0.0737259
1100,Hickory,375363.0,37,North Carolina,NC,0.2717105,0.28925619999999996,0.60828876,19.31991,9096.3413,0.5073479999999999,0.16203389999999998,0.0965466,0.13434970000000002,0.0375131,0.028770900000000002,0.041844099999999995,0.1340848,0.31654,0.0905953,0.11834000000000001,0.56804,-0.23540835,57.75316,9.086671,3.9524410000000003,0.0622465
1201,Franklin,44861.0,37,North Carolina,NC,0.2876712,0.3142857,0.56164384,25.71206,8046.6251,1.518975,0.1587519,0.12362999999999999,0.1432849,0.0106465,0.009373000000000001,0.011197,0.044338,0.3105,0.12115129999999999,0.20551999999999998,0.56475,-0.23370455,61.331669999999995,1.0499100000000001,2.534496,0.0438462
1202,Sylva,54082.0,37,North Carolina,NC,0.3100437,0.28285079999999996,0.63377196,25.34676,8158.446,-0.28072329999999995,0.1582537,0.0942593,0.11492139999999999,0.016146999999999998,0.0196048,0.0142585,0.3260307,0.31979,0.16598510000000002,0.08421000000000001,0.52059,-1.0006839,40.91195,1.434858,1.531008,0.058164
1203,Asheville,398505.0,37,North Carolina,NC,0.3249551,0.25840599999999997,0.64526182,20.74022,8113.1971,-0.2608798,0.1464218,0.1090154,0.1108566,0.0357234,0.034007300000000004,0.0366499,0.1681984,0.33097,0.1110536,0.13046,0.54513,0.05522191,57.71921999999999,5.0333120000000005,2.995445,0.0463361
1204,Andrews,59681.0,37,North Carolina,NC,0.3333333,0.2428571,0.6111111,23.40525,8262.5763,1.42366,0.1642313,0.12471379999999999,0.1352774,0.0077435,0.0074221999999999995,0.007273699999999999,0.050597,0.28912,0.1340711,0.55821,0.51937,-0.99930048,54.91027,0.9349709,0.9986427,0.0579221
1301,Bennettsville,71586.0,45,South Carolina,SC,0.3087248,0.32653059999999995,0.52466369,22.069010000000002,9495.0193,-0.4708924,0.15147339999999998,0.08799850000000001,0.1198114,0.009886,0.0083398,0.0072418000000000005,0.0765086,0.32734,0.20866260000000003,0.12783,0.43946999999999997,-2.4401389,48.98584,39.956140000000005,1.642779,0.08286260000000001
1302,Florence,548986.0,45,South Carolina,SC,0.28361479999999994,0.3232258,0.60627627,22.766189999999998,9636.5557,0.23098760000000002,0.1573766,0.09784839999999999,0.12809289999999998,0.046740199999999996,0.0536623,0.042653500000000004,0.20132879999999997,0.41498999999999997,0.1704115,0.13675,0.42168999999999995,-1.9584137,43.571059999999996,34.077009999999994,1.723723,0.0638828
1400,Fayetteville,644101.0,37,North Carolina,NC,0.3044903,0.3633889,0.57923311,20.12574,9395.6465,-0.4753866,0.14496989999999998,0.0864868,0.1258902,0.0519758,0.0525659,0.0477869,0.1732933,0.3479,0.1586815,0.1149,0.49408,-2.2102322,37.74454,29.85355,5.720842,0.0714458
1500,Wilmington,361559.0,37,North Carolina,NC,0.30816170000000004,0.3023622,0.63473523,19.84394,9325.1102,0.4875348,0.15262320000000001,0.1087433,0.1295974,0.0638425,0.059699199999999994,0.069344,0.1547628,0.39726999999999996,0.1518868,0.12594,0.46308999999999995,-1.2280171,43.39928,21.038610000000002,2.54426,0.059588
1600,Rocky Mount,216840.0,37,North Carolina,NC,0.2457627,0.38987340000000004,0.58980584,19.53864,9004.9749,1.245019,0.16680920000000002,0.1003189,0.15012579999999998,0.053191300000000004,0.0495037,0.05564109999999999,0.1694319,0.40147,0.1673181,0.11255,0.44348000000000004,-1.395195,39.8123,41.58873,4.127468,0.07241239999999999
1701,Raleigh,1412127.0,37,North Carolina,NC,0.2619358,0.3048916,0.63582093,17.38208,8857.6729,-0.3964815,0.14853929999999999,0.0907769,0.12175319999999999,0.09878719999999999,0.0872595,0.11377539999999998,0.15935,0.33098,0.1073191,0.17762,0.44848000000000005,-0.40136127,39.94598,23.01592,6.113331,0.0442383
1702,Henderson,62926.0,37,North Carolina,NC,0.24776120000000001,0.4233129,0.5281899,20.25818,7706.0323,2.694887,0.1696844,0.12043419999999999,0.1743749,0.033511599999999996,0.032143599999999994,0.0337902,0.0949566,0.3695,0.2017338,0.1268,0.40035,-1.6357095,43.716429999999995,49.931670000000004,3.6137690000000005,0.0906319
1800,Goldsboro,222553.0,37,North Carolina,NC,0.23019429999999996,0.4096,0.59226191,23.2112,9661.8439,0.9927632,0.1787345,0.09969839999999999,0.134036,0.025556,0.0289702,0.0211582,0.11320619999999999,0.34623000000000004,0.1610819,0.1111,0.50059,-1.6120602,39.4661,31.10135,8.765103,0.0598298
1900,Jacksonville,536909.0,37,North Carolina,NC,0.2828332,0.3501027,0.62636817,17.91516,9045.5576,0.7550503000000001,0.15374200000000002,0.10598969999999999,0.1395389,0.049144,0.0481593,0.04838030000000001,0.13557320000000003,0.34851,0.15397239999999998,0.11594000000000002,0.51684,-1.9257765,34.18605,25.61123,4.4102440000000005,0.06017669999999999
2000,Virginia Beach,1119468.0,51,Virginia,VA,0.2460589,0.316312,0.59958935,14.46446,8985.0598,0.18583070000000002,0.1534263,0.0963553,0.1310004,0.11084949999999999,0.1111491,0.10874980000000001,0.1892905,0.34326999999999996,0.1125722,0.10785,0.52275,-0.9496713999999999,34.573209999999996,30.820090000000004,3.0751209999999998,0.034375199999999995
2100,Washington,124216.0,37,North Carolina,NC,0.2700297,0.42546590000000006,0.61834317,20.09669,8275.3544,1.7390700000000001,0.1776569,0.1084067,0.14992329999999998,0.037142900000000006,0.042147500000000004,0.029061299999999998,0.1584182,0.36473,0.1704282,0.11065,0.46068000000000003,-1.0656222,46.622009999999996,28.7636,2.609165,0.07223500000000001
2200,South Boston,158234.0,51,Virginia,VA,0.2348993,0.4068966,0.58862877,18.75507,8439.4399,0.4157252,0.1547301,0.1004434,0.13339410000000002,0.0079589,0.0072086,0.006660899999999999,0.0266242,0.32794,0.1702943,0.08048,0.5072399999999999,-0.65022305,40.65055,39.82646,1.331572,0.053487
2300,Lynchburg,228616.0,51,Virginia,VA,0.297619,0.4578313,0.55952382,16.5252,8281.4879,-0.8573350000000001,0.1412656,0.0995458,0.1049269,0.0497411,0.0476344,0.055896,0.1321962,0.32082,0.11371889999999998,0.09827000000000001,0.5440699999999999,-0.18454126,57.450919999999996,18.07004,0.9522518,0.0384911
2400,Richmond,1040192.0,51,Virginia,VA,0.26963909999999996,0.292172,0.64126986,15.009979999999999,8714.4971,-0.32753190000000004,0.1455361,0.0993727,0.1182646,0.119407,0.1136519,0.1245624,0.25673270000000004,0.34524,0.09292189999999999,0.11542999999999999,0.46305,0.24893187,43.28288,30.25393,2.274003,0.031423
2500,Newport News,570854.0,51,Virginia,VA,0.3013699,0.33667329999999995,0.59727627,14.362589999999999,8022.8226,0.2892608,0.14692639999999998,0.1062299,0.13000889999999998,0.0867617,0.0816164,0.0949445,0.18060589999999999,0.32982,0.105895,0.09192,0.52066,-0.63033196,36.67751,31.5797,2.741682,0.0318776
2600,Roanoke Rapids,139055.0,37,North Carolina,NC,0.2310757,0.4198895,0.60264903,18.106279999999998,8838.5902,1.182648,0.1649338,0.0890075,0.1599261,0.011118799999999998,0.01054,0.0107992,0.10437429999999999,0.35324,0.21564560000000002,0.08827,0.40915999999999997,-0.59563105,36.384170000000005,56.683330000000005,1.065046,0.0830565
2700,Gulfport,458674.0,28,Mississippi,MS,0.31753309999999996,0.3155108,0.5956403,22.318189999999998,11015.117,1.371723,0.176966,0.1128278,0.13505889999999998,0.035585900000000004,0.0369716,0.034055,0.1811449,0.34415999999999997,0.147525,0.12053,0.51798,-1.6300002,53.54173,18.21642,2.128091,0.0497011
2800,Laurel,120505.0,28,Mississippi,MS,0.20289849999999998,0.3700935,0.522686,22.56044,10054.665,2.5469,0.2032197,0.1117933,0.15275750000000002,0.0154957,0.0158184,0.0134349,0.1379339,0.37587,0.2083771,0.13527,0.45074,-0.56001584,62.00573000000001,31.81445,1.342683,0.0517057
2900,Hattiesburg,157181.0,28,Mississippi,MS,0.2463127,0.3242009,0.59264708,20.702920000000002,11397.916000000001,2.186648,0.18006989999999998,0.1325112,0.1399309,0.0618231,0.0490796,0.0724237,0.2198237,0.39587,0.20718160000000002,0.11349000000000001,0.44136000000000003,-0.70687008,61.002919999999996,29.76568,1.095552,0.045743599999999995
3001,Kosciusko,41270.0,28,Mississippi,MS,0.1973684,0.4840183,0.53947371,21.80686,10330.926,1.857303,0.1980951,0.1071049,0.139562,0.027333499999999997,0.034413599999999996,0.0212865,0.135331,0.35544000000000003,0.3185766,0.18373,0.32544,-0.8561523999999999,42.343109999999996,59.791619999999995,1.148534,0.09727039999999999
3002,Yazoo City,39355.0,28,Mississippi,MS,0.2150538,0.3777778,0.54838711,20.48193,11858.535,1.7562740000000001,0.17307979999999998,0.1121066,0.15047929999999998,0.0253652,0.0210178,0.037838,0.1382499,0.43003,0.33769340000000003,0.1747,0.29639,-0.35076334,44.64744,58.51608,3.559903,0.0794697
3003,Jackson,546560.0,28,Mississippi,MS,0.2652563,0.3329114,0.55687833,19.25083,10628.479,1.066185,0.1739092,0.1113509,0.1292488,0.10011210000000001,0.0920457,0.11048310000000001,0.2884704,0.42513999999999996,0.1746699,0.17981,0.42467,-0.53825894,53.056569999999994,44.453309999999995,1.278908,0.0445125
3101,McComb,103602.0,28,Mississippi,MS,0.2902622,0.3909627,0.55909944,21.85166,10734.823999999999,2.056052,0.1775608,0.11891789999999998,0.1501803,0.012882,0.009570700000000001,0.012046,0.08301789999999999,0.38591,0.263202,0.11865999999999999,0.38559,-0.6237429,60.12818000000001,44.30706,0.7731511,0.061191999999999996
3102,Brookhaven,46424.0,28,Mississippi,MS,0.2285714,0.3897059,0.55871886,19.92561,10905.551000000001,1.346069,0.17607779999999998,0.1185792,0.1296745,0.0144857,0.0175644,0.0084016,0.0979419,0.35601,0.1929487,0.21251,0.46301000000000003,-0.01731992,71.88308,30.24298,0.6849905,0.0600548
3201,Jena,25202.0,22,Louisiana,LA,0.1875,0.3333333,0.375,22.74766,13634.871000000001,-0.3455026,0.1934539,0.07365,0.1055656,0.007219800000000001,0.0064699,0.0079935,0.1446667,0.33045,0.22871279999999997,0.05902999999999999,0.5029399999999999,0.24426404,69.8397,18.54615,0.8650107,0.0716278
3202,Natchez,69653.0,28,Mississippi,MS,0.2834395,0.3934426,0.54603177,22.79599,11671.851999999999,1.9715340000000001,0.18697729999999999,0.1105113,0.14824579999999998,0.03951930000000001,0.0441472,0.0300728,0.1936227,0.42849,0.275439,0.12508,0.3954,-0.37255382,52.98695,46.35694,1.006418,0.0751855
3203,Vicksburg,84943.0,28,Mississippi,MS,0.2927631,0.3864407,0.48026314,20.386589999999998,13013.198,2.413641,0.1895613,0.109722,0.1606933,0.06548240000000001,0.0653502,0.0715034,0.23862260000000002,0.41434,0.2510775,0.13243,0.39128,-0.66236659,45.96376,56.34955,1.1301700000000001,0.0630418
3300,New Orleans,1381652.0,22,Louisiana,LA,0.2704617,0.31768559999999996,0.56680733,21.29242,11663.386999999999,0.2704847,0.1644756,0.1000365,0.12203419999999998,0.10438139999999999,0.0971067,0.10681869999999999,0.3544913,0.44709,0.1857542,0.13588,0.42313,-0.9883344000000001,52.91673,37.08242,4.261493,0.0502239
3400,Houma,271365.0,22,Louisiana,LA,0.2907801,0.3664922,0.5156407999999999,21.88115,10396.068000000001,1.778623,0.1611331,0.11354739999999999,0.15873829999999997,0.039888599999999996,0.0336039,0.0428579,0.1769474,0.34876999999999997,0.1937811,0.13738,0.5260699999999999,-1.2465638,73.6543,19.91856,1.603376,0.0483667
3500,Baton Rouge,806561.0,22,Louisiana,LA,0.27422859999999993,0.2978241,0.59244078,18.587329999999998,11543.23,0.9441765999999999,0.1682598,0.10941079999999999,0.1314557,0.0836604,0.0844526,0.08057769999999999,0.2916667,0.40043,0.1783402,0.11425,0.44281000000000004,-1.1676879999999998,51.2549,33.265679999999996,1.626411,0.0533087
3600,Alexandria,186516.0,22,Louisiana,LA,0.2988095,0.3283208,0.54441625,19.9773,11850.014,0.8531888000000001,0.1711676,0.10806900000000001,0.1277097,0.0566732,0.057653499999999996,0.052659500000000005,0.2631163,0.40815,0.21798130000000002,0.1378,0.44906,-0.96950269,61.07894,28.245829999999998,1.2631620000000001,0.059090300000000005
3700,Lake Charles,335960.0,22,Louisiana,LA,0.3032787,0.33669509999999997,0.54601699,19.13237,11470.972,-0.21554520000000002,0.1504906,0.10421430000000001,0.11361500000000001,0.046819400000000004,0.043718400000000004,0.05130319999999999,0.23854570000000003,0.33998,0.1614602,0.10245,0.51652,-1.3119923,59.9753,20.51256,2.296404,0.05582669999999999
3800,Lafayette,548154.0,22,Louisiana,LA,0.28875059999999997,0.3184748,0.5559662,20.31502,11390.25,1.228947,0.1834219,0.1125549,0.1260989,0.05916659999999999,0.0579558,0.058364599999999996,0.19361420000000001,0.40313000000000004,0.22089339999999996,0.14406,0.47039,-0.99702945,80.04648,27.017770000000002,1.325905,0.050301099999999994
3901,Monroe,253878.0,22,Louisiana,LA,0.2802875,0.33764829999999996,0.52546048,23.01166,12854.441,1.070786,0.1695047,0.1051769,0.1383054,0.07016610000000001,0.06566,0.0745963,0.3196903,0.41438,0.2249891,0.15644,0.41372,-0.45927952,58.30163,33.67011,1.17458,0.0587872
3902,Lake Providence,21735.0,22,Louisiana,LA,0.2716131272727273,0.3389521636363636,0.5441470909090909,23.50842,13306.812,0.4238659000000001,0.1576475,0.1042664,0.12798410000000002,0.0242997,0.023407900000000002,0.025411000000000003,0.26623800000000003,0.3714,0.3057989,0.08917,0.34833000000000003,-0.42575514,60.77755,39.62273,1.279043,0.10661810000000001
4001,Magnolia,34162.0,5,Arkansas,AR,0.25,0.3953488,0.60000002,19.91915,10017.268,2.3991759999999998,0.2243114,0.1209378,0.12415889999999999,0.0223452,0.0180394,0.027191200000000002,0.07128519999999999,0.37093000000000004,0.21660120000000002,0.0752,0.46933,-0.50375299,61.785019999999996,36.03712,1.045021,0.0495536
4002,Shreveport,499101.0,22,Louisiana,LA,0.283323,0.30634720000000004,0.56894332,20.73965,11819.731000000002,-0.8140969,0.164437,0.0832948,0.103871,0.0832982,0.07477589999999999,0.0887965,0.23698699999999998,0.40826,0.206827,0.12700999999999998,0.44558000000000003,-0.75341219,54.579130000000006,38.12555,1.7084720000000002,0.0575581
4003,Ruston,74800.0,22,Louisiana,LA,0.26442309999999997,0.3718593,0.6047619000000001,21.681720000000002,12545.567,0.6350604999999999,0.1791174,0.08766410000000001,0.1336997,0.0400257,0.0399596,0.0381592,0.2065351,0.39607,0.2386843,0.11456,0.4662,-0.93554928,56.75401,35.45989,0.9799466,0.061076
4004,Many,23459.0,22,Louisiana,LA,0.2459016,0.41379309999999997,0.59016395,23.35233,12540.75,0.6890413000000001,0.19526949999999998,0.09286330000000001,0.118605,0.0179364,0.021671700000000002,0.0085714,0.16005179999999997,0.34114,0.2150397,0.0971,0.5091600000000001,-1.5564642,70.88964,16.769679999999997,2.7366900000000003,0.05924730000000001
4101,Crossett,24209.0,5,Arkansas,AR,0.3255814,0.41860459999999994,0.51162791,19.87474,10278.82,3.414701,0.2345109,0.1275685,0.1418679,0.011253399999999998,0.0087818,0.0149072,0.0538631,0.36567,0.1748547,0.0741,0.49638999999999994,-0.18329435,79.90004,26.8743,3.205419,0.07153999999999999
4102,Pine Bluff,168122.0,5,Arkansas,AR,0.2659341,0.3736018,0.58215964,19.592129999999997,9446.6998,2.216879,0.2000691,0.12183510000000002,0.135741,0.0459956,0.0420323,0.047679400000000004,0.23754229999999998,0.37095,0.21840610000000002,0.08256000000000001,0.4442,-0.92264574,52.452980000000004,42.089079999999996,2.065762,0.07038489999999999
4103,El Dorado,89373.0,5,Arkansas,AR,0.27937340000000005,0.3540541,0.56703913,18.818920000000002,8978.5243,2.090419,0.20809899999999998,0.1114122,0.1353846,0.0221457,0.023424,0.0229192,0.0933336,0.35495,0.18874739999999998,0.09389,0.49518,-0.21225491,67.22053000000001,34.36385,1.111074,0.057769299999999996
4200,Little Rock,630854.0,5,Arkansas,AR,0.29724079999999997,0.29145079999999995,0.58534324,17.94136,9339.4419,1.0290700000000002,0.1637313,0.1187299,0.12893310000000002,0.07264730000000001,0.0648321,0.0766673,0.27811379999999997,0.36688000000000004,0.12185660000000001,0.11732000000000001,0.5049,-0.04735735,57.683069999999994,20.67546,2.061491,0.040612699999999995
4301,Stuttgart,40542.0,5,Arkansas,AR,0.1894737,0.402439,0.48421052,20.20456,9709.324,1.7970009999999998,0.20326,0.1166805,0.1251136,0.0180924,0.0228579,0.015463,0.1133922,0.34854,0.1970336,0.09648999999999999,0.47431,-0.36749741,65.76637,24.89024,0.9027675,0.04768819999999999
4302,Searcy,94324.0,5,Arkansas,AR,0.2857143,0.2751843,0.53944021,20.51108,10421.24,1.026294,0.18633470000000002,0.11425039999999999,0.116128,0.026989299999999997,0.025367400000000002,0.0290038,0.1350294,0.34588,0.1587654,0.08856,0.51408,-0.74224194,61.04809,8.767652,1.661295,0.055820400000000006
4401,Corbin,144931.0,21,Kentucky,KY,0.3777533,0.341573,0.47401774,19.02409,11609.249,-0.6142463,0.1554672,0.0798383,0.11986849999999999,0.0283786,0.025524099999999997,0.0248995,0.1053509,0.37666,0.28474720000000003,0.13430999999999998,0.47547,-1.4618113000000001,50.68757,1.2826790000000001,0.7265526,0.0586188
4402,Richmond,116256.0,21,Kentucky,KY,0.4059406,0.29797979999999996,0.51955307,19.40465,10207.625,1.5678219999999998,0.1880759,0.1141538,0.1316389,0.0506054,0.0470205,0.057582100000000004,0.1052819,0.34484000000000004,0.2064958,0.0778,0.50869,-1.3284847,41.27615,2.7396439999999997,0.8085604000000001,0.05435449999999999
4501,West Liberty,49887.0,21,Kentucky,KY,0.3605072,0.3314815,0.53027141,18.42541,11199.492,0.9943837,0.18397360000000001,0.0999977,0.1299162,0.011130899999999999,0.0094812,0.0097048,0.15745510000000001,0.34402,0.32874240000000005,0.16385999999999998,0.45629,-1.2892046999999998,21.39435,1.9784709999999999,0.5833183000000001,0.0788186
4502,Hazard,117919.0,21,Kentucky,KY,0.4122191,0.3381818,0.45537189,18.441129999999998,13094.39,0.9119443000000002,0.19071129999999997,0.10082039999999999,0.12160889999999999,0.013938399999999998,0.0110074,0.011205,0.09572939999999999,0.35045,0.3029364,0.09422,0.50149,-1.3478979,35.144459999999995,1.3653440000000001,0.5673385999999999,0.06849780000000001
4601,Campbellsville,83451.0,21,Kentucky,KY,0.3743842,0.30612249999999996,0.50785339,21.8333,11973.976,0.24676109999999998,0.159383,0.10372,0.121725,0.010329399999999999,0.0070215,0.0104181,0.0670128,0.3091,0.21789940000000002,0.08527,0.52428,-0.49900086,63.655319999999996,2.427772,0.9203005,0.0560928
4602,Somerset,123981.0,21,Kentucky,KY,0.3583815,0.29835079999999997,0.52827138,20.061410000000002,10801.062,2.222545,0.1851419,0.1193069,0.1493266,0.021183700000000003,0.0158969,0.023984099999999998,0.046713599999999994,0.34972,0.2328125,0.11635,0.48002,-1.140307,53.83406,0.825933,0.8783603999999999,0.0711144
4701,Greenwood,84168.0,28,Mississippi,MS,0.2369792,0.4082192,0.52072537,21.751379999999997,11244.537,1.227362,0.14879260000000002,0.1090974,0.15496229999999997,0.0454371,0.0430663,0.0472755,0.2232873,0.40160999999999997,0.2685252,0.13772,0.37759000000000004,-0.76446792,47.447959999999995,52.71481,1.243941,0.07743639999999999
4702,Clarksdale,141711.0,28,Mississippi,MS,0.2564576,0.3707224,0.57670981,22.06556,10272.943000000001,0.7247893,0.1572136,0.10415739999999998,0.1376963,0.021606999999999998,0.0216368,0.023299200000000003,0.1406819,0.39089,0.2761223,0.12888,0.37292,-0.76081555,44.44538,47.9377,0.9921601000000001,0.0647296
4800,Greenville,146833.0,28,Mississippi,MS,0.22921620000000004,0.4359606,0.55344421,20.53335,11041.315,2.7634939999999997,0.21547280000000002,0.116164,0.14633929999999998,0.0464035,0.041980699999999996,0.05279980000000001,0.2184724,0.4133,0.3101434,0.11210999999999999,0.31364000000000003,-1.0512486,37.27364,65.83261,1.056983,0.0889462
4901,Jackson,198166.0,47,Tennessee,TN,0.30418249999999997,0.38188979999999995,0.48355898,16.16465,10182.394,0.7290880999999999,0.15143689999999999,0.1055614,0.1408428,0.0647912,0.062344100000000006,0.0662512,0.2231708,0.34493,0.146653,0.12857000000000002,0.52575,-0.25140455,56.96638000000001,27.356859999999998,1.6794,0.0602807
4902,Dyersburg,92131.0,47,Tennessee,TN,0.3150685,0.47826090000000004,0.5479451999999999,15.89962,11902.229,1.2929680000000001,0.1855518,0.1065522,0.13197379999999997,0.0181173,0.0145142,0.0216887,0.1602823,0.32304,0.18146510000000002,0.09444,0.50778,-1.4445395,50.435790000000004,28.76991,1.498953,0.0721601
4903,Lexington,44884.0,47,Tennessee,TN,0.3333333,0.2916667,0.48148149,17.08342,11219.616000000002,1.7377509999999998,0.1766656,0.117602,0.1422215,0.010653600000000001,0.011758,0.0117024,0.0782943,0.25451,0.13841199999999998,0.0622,0.6158600000000001,-1.3984995,50.69958,5.725871,1.196417,0.07065010000000001
5000,Tupelo,197774.0,28,Mississippi,MS,0.3169165,0.3157316,0.53210008,20.93508,9946.2999,0.8251284,0.1567274,0.1241103,0.122932,0.022254200000000002,0.0190077,0.0228449,0.1234066,0.34235,0.1526039,0.11467000000000001,0.5171899999999999,-0.69414314,64.41292,24.058770000000003,1.321205,0.0629846
5100,Corinth,129508.0,28,Mississippi,MS,0.28266030000000003,0.29310349999999996,0.54545456,20.1115,10726.882,1.8609639999999998,0.1737934,0.121799,0.14432820000000002,0.0132364,0.0158427,0.0097044,0.1275759,0.30298,0.16504100000000002,0.12300000000000001,0.5455,-0.76573069,61.834790000000005,7.85048,1.1203940000000001,0.06021569999999999
5201,New Albany,54214.0,28,Mississippi,MS,0.3304348,0.3157895,0.60869563,23.694670000000002,9966.7889,1.28326,0.1695941,0.1189414,0.13222679999999998,0.0108396,0.0120295,0.0101586,0.0877871,0.29436,0.15826110000000002,0.09491000000000001,0.55686,0.04714911,73.40908,18.462020000000003,1.717269,0.056115
5202,Memphis,1154338.0,47,Tennessee,TN,0.25856860000000004,0.32395830000000003,0.55916846,17.782989999999998,9676.5545,0.5177343,0.1515405,0.10107200000000001,0.1383414,0.1374757,0.1288866,0.148385,0.3596896,0.41544,0.1519546,0.17031,0.4489,-0.70980416,42.48981,43.192809999999994,2.397998,0.0439675
5300,West Memphis,138746.0,5,Arkansas,AR,0.32208590000000004,0.42405059999999994,0.48318043,18.72181,9263.5111,2.3439490000000003,0.18691259999999998,0.1170828,0.153789,0.045424599999999996,0.045636300000000005,0.051715,0.1993571,0.37706999999999996,0.2680284,0.08066,0.3856,-1.1953658,47.59489,47.097570000000005,2.155017,0.0625395
