cz,czname,pop2000,fips,statename,stateabbrv,puninsured2010,reimb_penroll_adj10,mort_30day_hosp_z,adjmortmeas_amiall30day,adjmortmeas_chfall30day,adjmortmeas_pnall30day,med_prev_qual_z,primcarevis_10,diab_hemotest_10,diab_eyeexam_10,diab_lipids_10,mammogram_10,amb_disch_per1000_10,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,cs_race_theil_2000,gini99,poor_share,inc_share_1perc,frac_middleclass,scap_ski90pcm,rel_tot,cs_frac_black,cs_frac_hisp,unemp_rate,pop_d_2000_1980,lf_d_2000_1980,cs_labforce,cs_elf_ind_man,cs_born_foreign,mig_inflow,mig_outflow,pop_density,frac_traveltime_lt15,hhinc00,median_house_value,ccd_exp_tot,ccd_pup_tch_ratio,score_r,cs_educ_ba,e_rank_b,cs_fam_wkidsinglemom,crime_total,subcty_exp_pc,taxrate,tax_st_diff_top20
301,Middlesborough,66708.0,47,Tennessee,TN,17.74554,12756.419,0.7123566,0.18530320000000003,0.10093289999999999,0.11936660000000002,-2.703359,81.50719699999999,81.567128,49.508424,77.83579300000001,46.038986,199.63523999999998,0.024081099999999998,0.014683100000000001,0.0258143,0.0642501,0.33404,0.27066100000000004,0.10690999999999999,0.46685,-1.2702513,66.78059,1.4645920000000001,0.616118,0.06808310000000001,0.013614500000000002,0.1534896,0.4789630999999999,0.23353139999999997,0.7078036999999999,0.008050009,0.011602806299999999,65.57113000000001,0.35853579999999996,22328.48,82250.72537,5.6141190000000005,15.084937,-9.315062,9.077307000000001,39.04925,0.21100270000000002,0.0038975999999999998,1189.82,0.0153799,0.0
401,Winston-Salem,493180.0,37,North Carolina,NC,19.02583,9635.7908,0.5061439999999999,0.16706310000000002,0.1022146,0.12539560000000002,0.4681638,81.2134,88.512514,70.065463,82.00701,65.852653,68.49709,0.07186669999999999,0.061080600000000006,0.0806255,0.262388,0.34636,0.1080807,0.11917,0.49991,-0.01779596,48.79375,17.3531,5.798897,0.0507583,0.26698109999999997,0.31648119999999996,0.656087,0.21519850000000001,5.294819,0.022101463999999998,0.0186199765,246.7514,0.29181409999999997,38891.75,143681.8974,5.4626763,15.385280999999999,-2.2970349999999997,22.38948,36.96925,0.22047089999999997,0.010576700000000001,1891.45,0.0179048,1.0
500,Greensboro,1055133.0,37,North Carolina,NC,19.7013,8412.7218,0.7173082,0.1629981,0.1054583,0.13197509999999998,0.6465141,82.404289,88.444956,69.845352,82.275367,68.60512299999999,63.477594999999994,0.0676532,0.0575889,0.076798,0.220065,0.3413,0.11175460000000001,0.18228,0.5100899999999999,-0.51318038,43.3969,21.75593,4.060341,0.05678480000000001,0.2601868,0.29508759999999995,0.6659446,0.2613469,5.022334,0.0165078715,0.0153705741,238.5104,0.30493259999999994,36581.84,136818.2934,5.0077963,16.678007,-3.715993,19.9377,36.47725,0.2366055,0.012842300000000001,1932.4560000000001,0.0172547,1.0
601,North Wilkesboro,90016.0,37,North Carolina,NC,22.05963,9252.8978,0.0195327,0.1485884,0.0998839,0.12624200000000002,0.6132911,84.899579,89.746651,65.611199,85.726969,72.050149,89.78202900000001,0.0118961,0.008602,0.0124235,0.1140964,0.31958000000000003,0.12287239999999999,0.12645,0.56018,-0.19309309,56.138909999999996,3.1927659999999998,3.168325,0.06636239999999999,0.11155570000000001,0.1528378,0.6174350000000001,0.27537940000000005,2.742685,0.011975648799999999,0.011886775700000001,76.07104,0.28933559999999997,31544.06,119797.40699999999,5.2960907,16.177970000000002,6.698189,11.51671,38.3445,0.16520120000000002,0.008827799999999998,1661.026,0.0135954,1.0
602,Galax,64676.0,51,Virginia,VA,21.84721,9194.9876,1.508458,0.1759501,0.11833239999999999,0.13500810000000002,0.5164022,84.354618,87.837574,69.937441,82.45196899999999,68.155047,79.44675,0.0054097,0.0041657,0.0056613,0.1311975,0.26915,0.1420254,0.08706,0.60842,-0.80119036,43.0175,2.8959740000000003,3.1588220000000002,0.0727314,0.07865239999999998,0.13804249999999998,0.5936861999999999,0.32108369999999997,2.285245,0.0055352835999999996,0.005798132199999999,55.666140000000006,0.325102,30683.01,95959.00743,5.3766793,12.326298,4.899554,9.616783999999999,40.813,0.1668024,0.0047622,1208.094,0.0140347,0.0
700,Spartanburg,354533.0,45,South Carolina,SC,21.73069,9127.5718,0.688978,0.1631822,0.111126,0.1257871,0.2444411,83.744332,85.04044499999999,67.504115,80.690271,67.326621,74.03202900000001,0.0451206,0.0441604,0.0451741,0.1394965,0.34069,0.1257592,0.13061,0.5285,-1.0008878,59.60855,20.74983,2.516832,0.05848480000000001,0.23712139999999998,0.2851822,0.6295308000000001,0.294631,2.90639,0.0170280341,0.0155584953,181.2923,0.2989705,33416.75,116802.48199999999,5.4214951,15.939934,-1.0086950000000001,16.93127,36.406,0.24610300000000002,0.0102306,2498.805,0.0181788,0.0
800,Gastonia,413331.0,37,North Carolina,NC,19.45946,9649.2219,0.1897971,0.1611909,0.1011863,0.12093599999999999,0.4782335999999999,85.732599,86.215036,66.699827,84.877562,64.772486,67.12114100000001,0.0380789,0.0344144,0.041466199999999995,0.1336746,0.31426,0.1161881,0.1008,0.54393,-0.65939772,60.12372,13.777820000000002,2.889694,0.0788723,0.207998,0.21629229999999997,0.6476718000000001,0.3110813,2.861825,0.0169452569,0.015331538200000001,245.4821,0.28839770000000003,33582.14,118714.9002,5.2506508,16.369631,2.411811,13.546470000000001,35.43425,0.21391880000000002,0.0122904,1996.33,0.0149102,1.0
900,Charlotte,1423942.0,37,North Carolina,NC,18.69895,8973.7286,0.19784520000000003,0.1532993,0.1059961,0.1226606,0.7651110999999999,84.744641,88.00933,70.420231,84.231585,65.433716,56.381191,0.0983462,0.0784217,0.1196608,0.22331929999999997,0.36011,0.0964086,0.15613,0.47738,-0.48383137,49.59942,22.73302,4.943881,0.0494205,0.5408527,0.6134979,0.6960221999999999,0.1711353,6.525441000000001,0.034231029100000004,0.021167997,298.0251,0.2407802,41423.26,165916.779,5.673504,16.993595000000003,-2.2910619999999997,26.79425,35.835,0.21928850000000003,0.0098831,2700.772,0.019653900000000002,1.0
1001,Boone,77361.0,37,North Carolina,NC,20.4398,9237.569,-0.1908319,0.1346123,0.10375799999999999,0.1266037,-0.16518670000000002,82.439474,85.922111,64.830619,77.212661,66.390174,88.469217,0.030702499999999997,0.027606400000000003,0.03075,0.0764024,0.34435,0.1839939,0.14276,0.5301600000000001,0.01234278,48.84502,2.1858560000000002,1.53178,0.0482022,0.2932297,0.4376498,0.5886975,0.1098454,1.7843,0.0140510076,0.0165587311,90.16611,0.374886,25952.73,149256.6141,5.264092199999999,13.936001999999998,9.977794,23.10129,40.01675,0.1673808,0.0048312,1348.464,0.0223031,1.0
1002,Morganton,164760.0,37,North Carolina,NC,20.22225,8456.8706,1.154742,0.17691479999999998,0.12070719999999999,0.121202,0.11902080000000001,80.476425,87.04520699999999,67.00325699999999,77.80795400000001,63.700869,60.225891000000004,0.0123042,0.010698200000000001,0.0106045,0.1165366,0.27304,0.1178257,0.07776,0.60328,-0.23112977,56.877269999999996,4.7359800000000005,3.145788,0.0737259,0.202619,0.223848,0.6100568000000001,0.3548365,3.839197,0.013103908700000002,0.014985433400000001,111.1526,0.3149605,30725.51,109955.7652,4.9263511,15.707923000000001,5.55586,11.80307,37.55075,0.17853870000000002,0.007356699999999999,1825.9520000000002,0.014321200000000001,1.0
1100,Hickory,375363.0,37,North Carolina,NC,19.31991,9096.3413,0.5073479999999999,0.16203389999999998,0.0965466,0.13434970000000002,1.086645,85.104624,89.644436,72.232345,85.939374,68.748385,56.66451,0.0375131,0.028770900000000002,0.041844099999999995,0.1340848,0.31654,0.0905953,0.11834000000000001,0.56804,-0.23540835,57.75316,9.086671,3.9524410000000003,0.0622465,0.3382354,0.3814464,0.6880056,0.36515040000000004,4.231016,0.022359689199999998,0.0185953331,219.8552,0.32150070000000003,36023.97,137838.8294,5.204936900000001,16.672079,3.202498,15.080210000000001,35.5565,0.1901945,0.009404700000000002,1917.402,0.0148791,1.0
1201,Franklin,44861.0,37,North Carolina,NC,25.71206,8046.6251,1.518975,0.1587519,0.12362999999999999,0.1432849,0.8398909999999999,85.19195,88.542028,68.721815,84.334951,65.901356,48.535781,0.0106465,0.009373000000000001,0.011197,0.044338,0.3105,0.12115129999999999,0.20551999999999998,0.56475,-0.23370455,61.331669999999995,1.0499100000000001,2.534496,0.0438462,0.46394070000000004,0.5940470999999999,0.5576459,0.1578838,3.088232,0.0124830031,0.009741200600000001,50.54653,0.41578279999999995,37260.51,141831.9072,5.1994378,15.814117999999999,4.1097529999999995,16.66967,41.238,0.1660463,0.0060995,1433.7779999999998,0.023855599999999998,1.0
1202,Sylva,54082.0,37,North Carolina,NC,25.34676,8158.446,-0.28072329999999995,0.1582537,0.0942593,0.11492139999999999,-1.515975,75.580363,74.97012099999999,60.557475,64.579673,59.855368999999996,67.559106,0.016146999999999998,0.0196048,0.0142585,0.3260307,0.31979,0.16598510000000002,0.08421000000000001,0.52059,-1.0006839,40.91195,1.434858,1.531008,0.058164,0.24868969999999999,0.4892583,0.6091751999999999,0.10599489999999999,1.475301,0.0097259717,0.010373137099999999,41.25618,0.4121068,28766.82,129447.3753,5.6222155,14.64337,3.849286,20.60505,40.59225,0.21684070000000003,0.0072852,1581.0420000000001,0.0154114,1.0
1203,Asheville,398505.0,37,North Carolina,NC,20.74022,8113.1971,-0.2608798,0.1464218,0.1090154,0.1108566,0.7620637,78.672202,88.434652,73.13571400000001,79.662778,71.071345,49.95533,0.0357234,0.034007300000000004,0.0366499,0.1681984,0.33097,0.1110536,0.13046,0.54513,0.05522191,57.71921999999999,5.0333120000000005,2.995445,0.0463361,0.3012281,0.42017299999999996,0.6041281999999999,0.17829389999999998,3.80049,0.017309695,0.012712513,165.2543,0.3139794,37445.13,158120.8806,5.6491172,16.176243,9.045191,23.19942,39.013000000000005,0.203271,0.009259700000000001,2059.415,0.0177694,1.0
1204,Andrews,59681.0,37,North Carolina,NC,23.40525,8262.5763,1.42366,0.1642313,0.12471379999999999,0.1352774,0.8025379,84.817267,87.750623,64.507074,85.519118,69.49988499999999,48.808389,0.0077435,0.0074221999999999995,0.007273699999999999,0.050597,0.28912,0.1340711,0.55821,0.51937,-0.99930048,54.91027,0.9349709,0.9986427,0.0579221,0.47069979999999995,0.6247268,0.5246205,0.15383070000000001,1.47022,0.011511201200000001,0.0043397396,51.48898,0.3608479,33712.03,137143.781,5.167216099999999,15.684757000000001,1.551238,13.080810000000001,40.83275,0.1656641,0.0062331,1931.5420000000001,0.015341800000000001,1.0
1301,Bennettsville,71586.0,45,South Carolina,SC,22.069010000000002,9495.0193,-0.4708924,0.15147339999999998,0.08799850000000001,0.1198114,-0.5025707,89.17353100000001,83.389771,59.62194100000001,81.60694000000001,56.864601,99.233048,0.009886,0.0083398,0.0072418000000000005,0.0765086,0.32734,0.20866260000000003,0.12783,0.43946999999999997,-2.4401389,48.98584,39.956140000000005,1.642779,0.08286260000000001,0.025660900000000004,0.022875,0.5744633000000001,0.35963429999999996,1.2357200000000002,0.0153102562,0.0180063141,56.00079,0.34003320000000004,25531.41,81744.11458,5.492956400000001,14.902903,-10.91957,9.13641,34.9235,0.316179,0.009094,1335.1,0.0201649,0.0
1302,Florence,548986.0,45,South Carolina,SC,22.766189999999998,9636.5557,0.23098760000000002,0.1573766,0.09784839999999999,0.12809289999999998,0.2917134,87.43927,85.108463,64.45370799999999,81.968645,67.43318599999999,75.63578299999999,0.046740199999999996,0.0536623,0.042653500000000004,0.20132879999999997,0.41498999999999997,0.1704115,0.13675,0.42168999999999995,-1.9584137,43.571059999999996,34.077009999999994,1.723723,0.0638828,0.3063382,0.42633940000000004,0.6145274000000001,0.16173010000000002,2.321656,0.022949583399999997,0.013523113500000001,106.8625,0.3266602,32610.36,128373.2305,5.709847900000001,15.871224,-2.105922,16.62491,35.914,0.294691,0.0094848,1725.8470000000002,0.021352,0.0
1400,Fayetteville,644101.0,37,North Carolina,NC,20.12574,9395.6465,-0.4753866,0.14496989999999998,0.0864868,0.1258902,0.4901736,84.587471,85.268413,72.02597,82.468074,65.907505,71.687619,0.0519758,0.0525659,0.0477869,0.1732933,0.3479,0.1586815,0.1149,0.49408,-2.2102322,37.74454,29.85355,5.720842,0.0714458,0.2389393,0.27852009999999994,0.6378469,0.2019115,4.662555,0.0304812444,0.0375096452,162.0287,0.3216631,29959.11,117319.6199,4.866018700000001,16.342744,-5.483594,16.88259,34.775,0.2758113,0.0113352,2089.798,0.0160278,1.0
1500,Wilmington,361559.0,37,North Carolina,NC,19.84394,9325.1102,0.4875348,0.15262320000000001,0.1087433,0.1295974,1.6412069999999999,89.538395,90.550661,74.805991,88.12382099999999,74.056522,54.529278000000005,0.0638425,0.059699199999999994,0.069344,0.1547628,0.39726999999999996,0.1518868,0.12594,0.46308999999999995,-1.2280171,43.39928,21.038610000000002,2.54426,0.059588,0.4879522,0.6652712,0.6098379,0.11974180000000001,2.821472,0.0327194179,0.0174107131,96.77338,0.3174942,35616.59,158151.0814,5.378793,16.101843,-0.1525012,21.08519,35.8625,0.25346810000000003,0.0108862,2143.638,0.022232599999999998,1.0
1600,Rocky Mount,216840.0,37,North Carolina,NC,19.53864,9004.9749,1.245019,0.16680920000000002,0.1003189,0.15012579999999998,1.027004,86.50470200000001,90.493408,69.621166,85.562625,71.96499,70.463379,0.053191300000000004,0.0495037,0.05564109999999999,0.1694319,0.40147,0.1673181,0.11255,0.44348000000000004,-1.395195,39.8123,41.58873,4.127468,0.07241239999999999,0.1640979,0.1848332,0.6194996,0.2321969,3.5108040000000003,0.013198671799999999,0.015320051699999998,153.0941,0.360095,31548.58,115699.3684,5.0841433,15.843031,-6.231404,14.254129999999998,35.0385,0.291425,0.0154526,2899.386,0.0168744,1.0
1701,Raleigh,1412127.0,37,North Carolina,NC,17.38208,8857.6729,-0.3964815,0.14853929999999999,0.0907769,0.12175319999999999,0.9643944999999999,84.32317900000001,88.581102,73.018211,82.789058,71.418646,61.094457999999996,0.09878719999999999,0.0872595,0.11377539999999998,0.15935,0.33098,0.1073191,0.17762,0.44848000000000005,-0.40136127,39.94598,23.01592,6.113331,0.0442383,0.7122274000000001,0.8422654,0.6944391,0.14129879999999997,8.519555,0.0333610221,0.0226608513,268.2352,0.24953720000000004,40545.81,188910.9327,5.7296797,15.95935,-0.35868790000000006,35.079409999999996,36.93225,0.2106337,0.008704799999999999,3146.705,0.0215574,1.0
1702,Henderson,62926.0,37,North Carolina,NC,20.25818,7706.0323,2.694887,0.1696844,0.12043419999999999,0.1743749,0.9419383,85.683033,87.954753,71.255972,83.908785,69.279855,55.861863,0.033511599999999996,0.032143599999999994,0.0337902,0.0949566,0.3695,0.2017338,0.1268,0.40035,-1.6357095,43.716429999999995,49.931670000000004,3.6137690000000005,0.0906319,0.18773120000000001,0.24646439999999997,0.5801189999999999,0.2619767,3.090425,0.0148269396,0.019816927800000002,92.23737,0.3449313,29491.89,108830.2213,5.4317725,16.506785999999998,-10.28387,10.98565,33.47,0.3394238,0.0120777,2116.281,0.016403400000000002,1.0
1800,Goldsboro,222553.0,37,North Carolina,NC,23.2112,9661.8439,0.9927632,0.1787345,0.09969839999999999,0.134036,0.6111310000000001,86.821945,87.50432099999999,70.876345,79.64137099999999,68.29774499999999,69.356161,0.025556,0.0289702,0.0211582,0.11320619999999999,0.34623000000000004,0.1610819,0.1111,0.50059,-1.6120602,39.4661,31.10135,8.765103,0.0598298,0.18572879999999997,0.2308221,0.6173569,0.190936,6.504087,0.016485960600000002,0.0213387373,96.10433,0.3484129,28924.63,109293.4765,4.786383799999999,16.293939,-4.023442,12.95369,37.61975,0.25020529999999996,0.007912100000000002,1843.9660000000001,0.0163958,1.0
1900,Jacksonville,536909.0,37,North Carolina,NC,17.91516,9045.5576,0.7550503000000001,0.15374200000000002,0.10598969999999999,0.1395389,0.6540755,86.479056,86.844348,68.919606,80.31250899999999,71.771641,68.036224,0.049144,0.0481593,0.04838030000000001,0.13557320000000003,0.34851,0.15397239999999998,0.11594000000000002,0.51684,-1.9257765,34.18605,25.61123,4.4102440000000005,0.06017669999999999,0.3060175,0.3654688,0.6538132,0.1262336,3.40685,0.032733666200000004,0.038563332,130.2945,0.3751614,29500.39,127224.1318,5.0227455,16.280413,0.7575594,18.50532,37.20775,0.24342919999999998,0.0079759,2523.385,0.017388900000000002,1.0
2000,Virginia Beach,1119468.0,51,Virginia,VA,14.46446,8985.0598,0.18583070000000002,0.1534263,0.0963553,0.1310004,0.6505659,86.00549699999999,83.711187,73.562384,80.340795,68.023391,57.602939,0.11084949999999999,0.1111491,0.10874980000000001,0.1892905,0.34326999999999996,0.1125722,0.10785,0.52275,-0.9496713999999999,34.573209999999996,30.820090000000004,3.0751209999999998,0.034375199999999995,0.2835566,0.3727048,0.6826952,0.09088860000000001,4.473464,0.028453694100000003,0.0292942719,436.3409,0.2534989,34928.8,146902.7398,5.8974505,15.308998,5.390189,22.660339999999998,37.92725,0.2608933,0.0060573,2365.744,0.028318700000000002,0.0
2100,Washington,124216.0,37,North Carolina,NC,20.09669,8275.3544,1.7390700000000001,0.1776569,0.1084067,0.14992329999999998,0.840382,88.506065,88.577202,72.487763,80.266612,70.88337800000001,73.249386,0.037142900000000006,0.042147500000000004,0.029061299999999998,0.1584182,0.36473,0.1704282,0.11065,0.46068000000000003,-1.0656222,46.622009999999996,28.7636,2.609165,0.07223500000000001,0.1906181,0.2919724,0.5943025,0.16150720000000002,2.237978,0.0133638179,0.0163344497,41.0782,0.3867532,32919.36,124964.4529,5.7228083,14.22461,-0.06702319999999999,16.99632,37.50625,0.2618759,0.0089119,2822.53,0.0253357,1.0
2400,Richmond,1040192.0,51,Virginia,VA,15.009979999999999,8714.4971,-0.32753190000000004,0.1455361,0.0993727,0.1182646,0.5094811,83.360597,85.111614,69.14431400000001,82.232312,65.27948,51.898497,0.119407,0.1136519,0.1245624,0.25673270000000004,0.34524,0.09292189999999999,0.11542999999999999,0.46305,0.24893187,43.28288,30.25393,2.274003,0.031423,0.30695120000000004,0.37313850000000004,0.6707073,0.11710339999999998,4.327491,0.018964768,0.0131514182,237.2866,0.2380069,41886.04,151892.4325,5.9192279,15.890095,4.649168,28.46937,37.87175,0.25939090000000004,0.008185,2427.8289999999997,0.0247412,0.0
2600,Roanoke Rapids,139055.0,37,North Carolina,NC,18.106279999999998,8838.5902,1.182648,0.1649338,0.0890075,0.1599261,0.5389844,87.733512,88.525315,71.09088,79.77800500000001,68.724249,86.595775,0.011118799999999998,0.01054,0.0107992,0.10437429999999999,0.35324,0.21564560000000002,0.08827,0.40915999999999997,-0.59563105,36.384170000000005,56.683330000000005,1.065046,0.0830565,0.0076084,-0.0010803,0.5133925,0.2324735,1.023411,0.0071122937,0.0115493869,53.14297,0.35737490000000005,27335.06,85357.86538999999,5.3561865,16.493476,-11.57729,10.84328,35.58675,0.3497986,0.014044799999999998,2041.2720000000002,0.0187567,1.0
2700,Gulfport,458674.0,28,Mississippi,MS,22.318189999999998,11015.117,1.371723,0.176966,0.1128278,0.13505889999999998,-1.262948,76.439159,77.524966,61.71280600000001,72.226484,61.186341000000006,94.320614,0.035585900000000004,0.0369716,0.034055,0.1811449,0.34415999999999997,0.147525,0.12053,0.51798,-1.6300002,53.54173,18.21642,2.128091,0.0497011,0.2435177,0.3720321,0.61932,0.13274229999999998,2.585801,0.0204437138,0.0185534824,108.3679,0.2976553,31028.05,110500.8625,4.6269805999999996,18.443887,-3.591715,16.40765,39.334,0.24368160000000003,0.0103385,2072.12,0.0218591,0.0
2800,Laurel,120505.0,28,Mississippi,MS,22.56044,10054.665,2.5469,0.2032197,0.1117933,0.15275750000000002,-0.8167409000000001,85.085135,80.708485,62.750177,76.31996,53.500856000000006,85.603158,0.0154957,0.0158184,0.0134349,0.1379339,0.37587,0.2083771,0.13527,0.45074,-0.56001584,62.00573000000001,31.81445,1.342683,0.0517057,0.0627574,0.1502309,0.5568337,0.2481669,1.304885,0.0119248164,0.013161279599999999,42.79248,0.31957800000000003,26973.97,76138.13571,4.4288042999999995,17.850129000000003,-9.186356,11.91718,40.06675,0.2580558,0.008240299999999999,1817.3370000000002,0.012614499999999999,0.0
2900,Hattiesburg,157181.0,28,Mississippi,MS,20.702920000000002,11397.916000000001,2.186648,0.18006989999999998,0.1325112,0.1399309,-0.23808569999999998,86.102198,84.70255300000001,65.27645,78.075868,62.271078,93.370829,0.0618231,0.0490796,0.0724237,0.2198237,0.39587,0.20718160000000002,0.11349000000000001,0.44136000000000003,-0.70687008,61.002919999999996,29.76568,1.095552,0.045743599999999995,0.2139779,0.4073472,0.605079,0.1323725,1.332328,0.0206068163,0.0192326044,64.6033,0.3582185,28079.07,95157.23558,4.2610384,16.788644,-7.940587,20.11919,39.39125,0.2687656,0.0091678,2011.35,0.014793899999999999,0.0
3001,Kosciusko,41270.0,28,Mississippi,MS,21.80686,10330.926,1.857303,0.1980951,0.1071049,0.139562,-0.7348404000000001,85.001615,84.835673,61.11335699999999,74.996088,54.519290000000005,87.707052,0.027333499999999997,0.034413599999999996,0.0212865,0.135331,0.35544000000000003,0.3185766,0.18373,0.32544,-0.8561523999999999,42.343109999999996,59.791619999999995,1.148534,0.09727039999999999,-0.0365355,0.1142816,0.5068514000000001,0.23066430000000002,0.48579890000000003,0.012745335600000001,0.0174460867,27.677059999999997,0.36451999999999996,24121.31,63372.44661,4.3364673,19.802832000000002,-13.49223,11.39056,37.34725,0.39426459999999997,0.0059365,1747.6860000000001,0.0162608,0.0
3002,Yazoo City,39355.0,28,Mississippi,MS,20.48193,11858.535,1.7562740000000001,0.17307979999999998,0.1121066,0.15047929999999998,-1.169306,82.69802800000001,81.620561,58.87074499999999,72.563087,52.007513,83.853468,0.0253652,0.0210178,0.037838,0.1382499,0.43003,0.33769340000000003,0.1747,0.29639,-0.35076334,44.64744,58.51608,3.559903,0.0794697,-0.0466328,0.0271375,0.5030236,0.1986592,3.080768,0.0110786431,0.0169991107,29.422729999999998,0.4174393,22600.17,70892.43802,4.6642355,20.139729,-23.0493,11.74305,34.79875,0.4012987,0.010011399999999998,1808.874,0.0160366,0.0
3003,Jackson,546560.0,28,Mississippi,MS,19.25083,10628.479,1.066185,0.1739092,0.1113509,0.1292488,-0.64035,81.662961,81.523174,63.560371999999994,74.020578,63.095068000000005,86.279116,0.10011210000000001,0.0920457,0.11048310000000001,0.2884704,0.42513999999999996,0.1746699,0.17981,0.42467,-0.53825894,53.056569999999994,44.453309999999995,1.278908,0.0445125,0.2003655,0.28940720000000003,0.6292858,0.11230319999999999,1.407877,0.014536373,0.0134459163,111.1361,0.2670123,33322.4,109557.2996,4.618305400000001,19.186738000000002,-15.25659,24.734479999999998,36.3725,0.30297240000000003,0.0092762,1604.134,0.0163019,0.0
3101,McComb,103602.0,28,Mississippi,MS,21.85166,10734.823999999999,2.056052,0.1775608,0.11891789999999998,0.1501803,-1.21187,85.96588299999999,82.021218,60.349279,70.94855799999999,54.387668999999995,107.04616999999999,0.012882,0.009570700000000001,0.012046,0.08301789999999999,0.38591,0.263202,0.11865999999999999,0.38559,-0.6237429,60.12818000000001,44.30706,0.7731511,0.061191999999999996,0.0461467,0.1220932,0.5237242999999999,0.18398599999999998,0.6669016999999999,0.012239146000000001,0.011351132199999999,37.51851,0.34134749999999997,25123.34,76124.29559,4.397587799999999,17.767056,-16.041439999999998,11.28999,39.6185,0.3082144,0.006988299999999999,1568.7279999999998,0.0124915,0.0
3102,Brookhaven,46424.0,28,Mississippi,MS,19.92561,10905.551000000001,1.346069,0.17607779999999998,0.1185792,0.1296745,-0.6729149999999999,84.61370600000001,83.376243,60.879749,74.399736,60.143335,89.174724,0.0144857,0.0175644,0.0084016,0.0979419,0.35601,0.1929487,0.21251,0.46301000000000003,-0.01731992,71.88308,30.24298,0.6849905,0.0600548,0.0874168,0.23264279999999998,0.5515882,0.1429289,0.5985016,0.0157461658,0.0157030846,45.677929999999996,0.32050100000000004,27070.6,82731.27015,4.3379852,18.265685,-8.088287,12.28577,40.47925,0.24041010000000002,0.0059021,1806.2060000000001,0.017662,0.0
3201,Jena,25202.0,22,Louisiana,LA,22.74766,13634.871000000001,-0.3455026,0.1934539,0.07365,0.1055656,-2.5521979999999997,71.511962,76.861632,59.00504,70.32080699999999,60.649302,185.24993999999998,0.007219800000000001,0.0064699,0.0079935,0.1446667,0.33045,0.22871279999999997,0.05902999999999999,0.5029399999999999,0.24426404,69.8397,18.54615,0.8650107,0.0716278,-0.1395992,-0.0931299,0.49523190000000006,0.0819072,0.4601287,0.010832473600000002,0.0146813745,18.98491,0.3690449,24857.21,68440.00374,4.508267099999999,16.446947,1.447224,10.420060000000001,48.58875,0.1908976,0.012935499999999999,2133.66,0.0158061,4.0
3202,Natchez,69653.0,28,Mississippi,MS,22.79599,11671.851999999999,1.9715340000000001,0.18697729999999999,0.1105113,0.14824579999999998,-1.418064,79.38935699999999,79.050657,61.710804,68.55554000000001,60.07123000000001,107.97421999999999,0.03951930000000001,0.0441472,0.0300728,0.1936227,0.42849,0.275439,0.12508,0.3954,-0.37255382,52.98695,46.35694,1.006418,0.0751855,-0.10413,-0.07299789999999999,0.5190854,0.11090539999999999,1.189332,0.0072789399,0.010968658899999999,29.98085,0.41761459999999995,27487.76,74995.16937,4.6449846,18.569318,-19.3323,14.09805,38.7735,0.3500577,0.014701400000000002,1536.2939999999999,0.013751,0.0
3203,Vicksburg,84943.0,28,Mississippi,MS,20.386589999999998,13013.198,2.413641,0.1895613,0.109722,0.1606933,-1.2604819999999999,85.167614,77.673642,61.34539,70.45711700000001,58.030922,103.8393,0.06548240000000001,0.0653502,0.0715034,0.23862260000000002,0.41434,0.2510775,0.13243,0.39128,-0.66236659,45.96376,56.34955,1.1301700000000001,0.0630418,-0.0462487,0.0407957,0.5663454000000001,0.1485859,0.8993621999999999,0.007852324499999999,0.0126555455,38.31695,0.3788905,27080.14,90427.98491,4.491635700000001,18.326548000000003,-18.280279999999998,17.78196,35.33125,0.3711506,0.013079399999999998,1873.777,0.0182667,0.0
3300,New Orleans,1381652.0,22,Louisiana,LA,21.29242,11663.386999999999,0.2704847,0.1644756,0.1000365,0.12203419999999998,-0.6367599,73.354985,80.13280999999999,65.83904100000001,77.730926,64.463828,80.514615,0.10438139999999999,0.0971067,0.10681869999999999,0.3544913,0.44709,0.1857542,0.13588,0.42313,-0.9883344000000001,52.91673,37.08242,4.261493,0.0502239,0.024959099999999998,0.0809645,0.608252,0.0831045,4.656327,0.0109969804,0.0147598672,339.5505,0.24744410000000003,34076.82,133024.3838,5.09836,17.642578,-10.71364,22.2103,38.17975,0.3118386,0.0143502,2299.473,0.0306394,4.0
3400,Houma,271365.0,22,Louisiana,LA,21.88115,10396.068000000001,1.778623,0.1611331,0.11354739999999999,0.15873829999999997,-0.2577031,82.635424,84.928289,59.921983999999995,83.34747800000001,63.178923,89.443336,0.039888599999999996,0.0336039,0.0428579,0.1769474,0.34876999999999997,0.1937811,0.13738,0.5260699999999999,-1.2465638,73.6543,19.91856,1.603376,0.0483667,0.0309711,0.0734804,0.5685176,0.1134295,1.518727,0.0086746633,0.01176644,82.45453,0.4143516,28093.63,104789.3106,4.0855281,16.963518,-11.856810000000001,11.3391,43.974,0.21443720000000002,0.0115453,2349.9,0.025844299999999997,4.0
