gnd,year,age,dm1_pop,dm1_dead,irs_posinc_pop,irs_posinc_dead,irs_zeroinc_pop,irs_zeroinc_dead,irs_pop,irs_dead,cdc_dead,cdc_pop
M,2009,67,1501211,22748,1083840.0,16317.0,223237.0,6038.0,1323292.0,22593.0,21251,1125678
M,2010,67,1543687,23395,1120678.0,16734.0,227822.0,6245.0,1365280.0,23247.0,23112,1248906
M,2011,67,1508198,22124,1078912.0,15362.0,231011.0,6382.0,1325405.0,21978.0,22425,1218210
M,2012,67,1513294,21770,1077662.0,15310.0,233749.0,6041.0,1327138.0,21593.0,22227,1231618
M,2013,67,1781164,26201,1321151.0,19175.0,239916.0,6511.0,1580257.0,25988.0,22837,1231339
M,2014,67,1978452,29097,1454728.0,20480.0,280056.0,8023.0,1759945.0,28865.0,28743,1653257
M,2001,68,1057379,20656,,,,,,,21299,851383
M,2002,68,1100983,21293,,,,,,,20769,840036
M,2003,68,1124494,21186,,,,,,,21144,904419
M,2004,68,1131391,20418,,,,,,,20402,895181
M,2005,68,1162195,20534,,,,,,,20150,904790
M,2006,68,1213282,20980,857398.0,15366.0,193218.0,5237.0,1059584.0,20768.0,20328,953381
M,2007,68,1216891,20439,867517.0,15212.0,184276.0,4879.0,1061607.0,20258.0,20371,968187
M,2008,68,1282885,21364,905213.0,15622.0,195319.0,5351.0,1112241.0,21191.0,20834,1009620
M,2009,68,1327320,21900,954499.0,16049.0,197115.0,5462.0,1165798.0,21757.0,21279,1029534
M,2010,68,1478463,23761,1067523.0,17293.0,217199.0,6069.0,1300699.0,23626.0,22423,1087296
M,2011,68,1520292,24694,1103944.0,17914.0,221577.0,6346.0,1342033.0,24553.0,24757,1246213
M,2012,68,1486074,23914,1063550.0,17194.0,224629.0,6275.0,1303427.0,23737.0,23802,1196231
M,2013,68,1491524,23322,1062352.0,16548.0,227708.0,6319.0,1305545.0,23146.0,23613,1208652
M,2014,68,1754963,27435,1301976.0,20480.0,233405.0,6418.0,1554269.0,27222.0,24301,1211480
M,2001,69,1079997,22895,,,,,,,23111,836787
M,2002,69,1036723,21584,,,,,,,22259,831542
M,2003,69,1079690,22060,,,,,,,21860,820345
M,2004,69,1103308,21374,,,,,,,21559,883380
M,2005,69,1110973,21175,,,,,,,21171,874711
M,2006,69,1141661,21181,,,,,,,21072,884178
M,2007,69,1192302,21834,842032.0,16284.0,187981.0,5166.0,1038816.0,21626.0,21406,931531
M,2008,69,1196452,21828,852305.0,16339.0,179397.0,5092.0,1041349.0,21647.0,21789,945830
M,2009,69,1261521,22125,889591.0,16541.0,189968.0,5193.0,1091050.0,21966.0,21365,986113
M,2010,69,1305420,23052,938450.0,16949.0,191653.0,5676.0,1144041.0,22922.0,22323,994759
M,2011,69,1454702,25056,1050230.0,18620.0,211130.0,6020.0,1277073.0,24940.0,23370,1083279
M,2012,69,1495598,25896,1086030.0,19074.0,215231.0,6318.0,1317480.0,25695.0,25891,1221308
M,2013,69,1462160,25249,1046356.0,18534.0,218354.0,6302.0,1279690.0,25087.0,25372,1173960
M,2014,69,1468202,24626,1045804.0,17889.0,221389.0,6226.0,1282399.0,24392.0,24783,1187554
M,2001,70,1042755,23988,,,,,,,24481,822982
M,2002,70,1057102,24037,,,,,,,24091,813765
M,2003,70,1015139,22760,,,,,,,23025,808170
M,2004,70,1057630,22654,,,,,,,21909,796318
M,2005,70,1081934,22623,,,,,,,22745,857454
M,2006,70,1089798,21964,,,,,,,21828,848416
M,2007,70,1120480,22139,,,,,,,21522,856729
M,2008,70,1170468,23194,825748.0,17568.0,182815.0,5261.0,1017190.0,23009.0,22443,901774
M,2009,70,1174624,22213,835966.0,16977.0,174305.0,4899.0,1019702.0,22071.0,22148,914700
M,2010,70,1239396,23507,873050.0,17772.0,184775.0,5380.0,1069084.0,23373.0,22614,945611
M,2011,70,1282368,24279,921501.0,18275.0,185977.0,5550.0,1121119.0,24147.0,23568,985133
M,2012,70,1429646,26426,1031610.0,19902.0,205110.0,6050.0,1252133.0,26274.0,24721,1059582
M,2013,70,1469702,27604,1066956.0,20715.0,208913.0,6354.0,1291785.0,27399.0,27596,1198287
M,2014,70,1436911,26433,1027822.0,19540.0,212052.0,6428.0,1254603.0,26232.0,26678,1149247
M,2001,71,1083448,26291,,,,,,,26412,826369
M,2002,71,1018767,24955,,,,,,,25839,802655
M,2003,71,1033065,24405,,,,,,,24264,795334
M,2004,71,992379,22915,,,,,,,23279,791222
M,2005,71,1034976,23788,,,,,,,23027,781306
M,2006,71,1059311,23129,,,,,,,23053,843344
M,2007,71,1067834,22708,,,,,,,22715,836079
M,2008,71,1098341,23201,,,,,,,22728,845857
M,2009,71,1147274,23854,808180.0,18307.0,177554.0,5205.0,994181.0,23710.0,23014,892048
M,2010,71,1152411,23453,818989.0,18190.0,169406.0,4949.0,997631.0,23345.0,23150,900148
M,2011,71,1215889,24418,855278.0,18808.0,179395.0,5229.0,1045711.0,24282.0,23663,931609
M,2012,71,1258089,25463,903226.0,19417.0,180427.0,5604.0,1096972.0,25311.0,24478,961546
M,2013,71,1403220,28206,1011708.0,21659.0,199060.0,6057.0,1225859.0,28062.0,26559,1036368
M,2014,71,1442098,29066,1046241.0,22112.0,202559.0,6439.0,1264386.0,28898.0,29102,1169356
M,2001,72,1019619,26815,,,,,,,27749,774723
M,2002,72,1057157,27293,,,,,,,27160,800131
M,2003,72,993812,25497,,,,,,,26525,776914
M,2004,72,1008660,24658,,,,,,,24605,769205
M,2005,72,969464,24217,,,,,,,24506,765167
M,2006,72,1011188,24132,,,,,,,23260,755357
M,2007,72,1036182,24060,,,,,,,23861,815065
M,2008,72,1045126,24073,,,,,,,24071,807647
M,2009,72,1075140,23897,,,,,,,23374,816692
M,2010,72,1123420,24554,789873.0,19152.0,172349.0,5083.0,970471.0,24438.0,24267,853726
M,2011,72,1128958,24765,800799.0,19376.0,164457.0,5006.0,974286.0,24628.0,24589,879841
M,2012,72,1191471,25376,836470.0,19773.0,174166.0,5203.0,1021429.0,25245.0,24875,907557
M,2013,72,1232626,27016,883809.0,20893.0,174823.0,5627.0,1071661.0,26841.0,25971,937562
M,2014,72,1375014,29866,990049.0,23084.0,193003.0,6201.0,1197797.0,29662.0,27953,1010896
M,2001,73,1019757,29065,,,,,,,29964,760633
M,2002,73,992804,27765,,,,,,,28794,749112
M,2003,73,1029864,28405,,,,,,,28299,774554
M,2004,73,968315,25939,,,,,,,26518,752487
M,2005,73,984002,26090,,,,,,,26520,746001
M,2006,73,945247,24463,,,,,,,24888,743108
M,2007,73,987056,25055,,,,,,,24272,734155
M,2008,73,1012122,25732,,,,,,,25415,792997
M,2009,73,1021053,24562,,,,,,,24485,786497
M,2010,73,1051243,25398,,,,,,,24447,787863
M,2011,73,1098866,26249,770721.0,20638.0,167266.0,5244.0,946033.0,26106.0,25556,837914
M,2012,73,1104193,26169,781423.0,20779.0,159451.0,5017.0,949658.0,26031.0,25535,855045
M,2013,73,1166095,26728,816697.0,21144.0,168963.0,5116.0,996184.0,26559.0,26303,882726
M,2014,73,1205610,28602,862916.0,22447.0,169196.0,5599.0,1044820.0,28421.0,27479,913008
M,2001,74,998235,30849,,,,,,,30865,728731
M,2002,74,990692,29901,,,,,,,30547,731547
M,2003,74,965039,28315,,,,,,,28993,720651
M,2004,74,1001459,28091,,,,,,,28125,744927
M,2005,74,942376,27462,,,,,,,27597,724073
M,2006,74,957912,26675,,,,,,,26415,718165
M,2007,74,920784,25266,,,,,,,25482,715467
M,2008,74,962001,26307,,,,,,,25340,706721
M,2009,74,986390,25987,,,,,,,25575,763506
M,2010,74,996491,25572,,,,,,,25707,756624
M,2011,74,1025845,26412,,,,,,,25527,769886
M,2012,74,1072617,27055,750083.0,21593.0,162022.0,5099.0,919927.0,26914.0,26411,812276
M,2013,74,1078024,27635,760644.0,22175.0,154434.0,5018.0,923627.0,27481.0,27145,829509
M,2014,74,1139367,28455,795553.0,22704.0,163847.0,5288.0,969625.0,28275.0,27634,857432
M,2001,75,960755,31358,,,,,,,32102,685103
M,2002,75,967386,31535,,,,,,,31852,696076
M,2003,75,960791,30675,,,,,,,31567,698219
M,2004,75,936724,29167,,,,,,,29456,686874
M,2005,75,973368,29392,,,,,,,29290,709619
M,2006,75,914914,27406,,,,,,,27997,689385
M,2007,75,931237,27420,,,,,,,27202,683039
M,2008,75,895518,26417,,,,,,,26863,679687
M,2009,75,935694,26625,,,,,,,25537,670445
M,2010,75,960403,27485,,,,,,,26827,721008
M,2011,75,970919,27078,,,,,,,26695,732882
M,2012,75,999433,27477,,,,,,,26619,744120
M,2013,75,1045562,28800,728490.0,23226.0,156923.0,5111.0,893013.0,28626.0,27945,785563
M,2014,75,1050389,28898,738469.0,23494.0,149416.0,4940.0,896146.0,28734.0,28656,803434
M,2001,76,935696,32742,,,,,,,33744,663891
M,2002,76,929397,32384,,,,,,,32924,655316
M,2003,76,935851,32454,,,,,,,32623,667787
M,2004,76,930116,30915,,,,,,,31094,671287
M,2005,76,907557,29689,,,,,,,29912,662437
M,2006,76,943976,30117,,,,,,,30129,686620
M,2007,76,887508,28290,,,,,,,28631,668782
M,2008,76,903817,28543,,,,,,,28136,664284
M,2009,76,869101,26703,,,,,,,26950,662929
M,2010,76,909069,27866,,,,,,,26978,647804
M,2011,76,932918,28250,,,,,,,28124,698292
M,2012,76,943841,27860,,,,,,,27670,705802
M,2013,76,971956,28969,,,,,,,28156,717131
M,2014,76,1016762,29943,705264.0,24496.0,151812.0,5004.0,864387.0,29783.0,29307,758378
