gnd,year,age,dm1_pop,dm1_dead,irs_posinc_pop,irs_posinc_dead,irs_zeroinc_pop,irs_zeroinc_dead,irs_pop,irs_dead,cdc_dead,cdc_pop
M,2008,48,2733735,9820,2074754.0,6177.0,393369.0,3413.0,2490191.0,9648.0,10237,2312020
M,2009,48,2715411,9697,2087725.0,6271.0,369333.0,3225.0,2480192.0,9557.0,10055,2254796
M,2010,48,2715066,9334,2059193.0,5898.0,387019.0,3276.0,2472241.0,9245.0,9727,2237734
M,2011,48,2701874,9148,2026427.0,5577.0,402971.0,3413.0,2455124.0,9061.0,9657,2229381
M,2012,48,2677138,8867,2006567.0,5490.0,399423.0,3240.0,2427274.0,8784.0,9404,2224991
M,2013,48,2561463,8296,1893373.0,4998.0,395276.0,3172.0,2307264.0,8220.0,9052,2182629
M,2014,48,2485814,7870,1768840.0,4505.0,451696.0,3276.0,2230019.0,7805.0,8591,2058243
M,2001,49,2403561,10069,1834742.0,6728.0,322563.0,2684.0,2170952.0,9466.0,10193,1912415
M,2002,49,2431106,10339,1865693.0,6825.0,319660.0,2892.0,2199951.0,9765.0,10439,1969476
M,2003,49,2521473,10800,1928186.0,7010.0,338829.0,3235.0,2283951.0,10312.0,10930,2032378
M,2004,49,2556930,10487,1941393.0,6707.0,354676.0,3291.0,2315328.0,10070.0,10812,2130419
M,2005,49,2619962,10915,1988331.0,6754.0,371512.0,3701.0,2379700.0,10520.0,11326,2108325
M,2006,49,2675550,11226,2034556.0,6975.0,379635.0,3888.0,2434398.0,10927.0,11295,2191446
M,2007,49,2655960,10544,2017112.0,6506.0,381478.0,3705.0,2418911.0,10270.0,11103,2220829
M,2008,49,2689875,10696,2043362.0,6652.0,386805.0,3794.0,2451626.0,10513.0,11112,2216356
M,2009,49,2723915,10517,2081618.0,6727.0,375359.0,3569.0,2480543.0,10364.0,10964,2319302
M,2010,49,2705714,10473,2059153.0,6498.0,384517.0,3791.0,2470635.0,10366.0,10927,2264671
M,2011,49,2705732,10173,2028986.0,6157.0,407257.0,3849.0,2462996.0,10084.0,10615,2226118
M,2012,49,2692726,9915,2019453.0,5974.0,404564.0,3759.0,2446063.0,9801.0,10236,2221281
M,2013,49,2668271,9671,1984518.0,5891.0,413350.0,3626.0,2418490.0,9568.0,10199,2215891
M,2014,49,2553167,9093,1815803.0,5176.0,472969.0,3782.0,2299044.0,8981.0,9826,2179993
M,2001,50,2308155,10412,1763600.0,6896.0,306164.0,2853.0,2082964.0,9798.0,10480,1858963
M,2002,50,2393492,10775,1830973.0,7201.0,315263.0,3006.0,2161486.0,10262.0,11001,1902885
M,2003,50,2420767,10999,1849631.0,7113.0,324036.0,3350.0,2190186.0,10539.0,11372,1957066
M,2004,50,2510673,11213,1908344.0,7115.0,345632.0,3565.0,2273639.0,10758.0,11468,2018146
M,2005,50,2546443,11529,1923083.0,7142.0,362339.0,3914.0,2305258.0,11124.0,11933,2113557
M,2006,50,2609047,11486,1976499.0,7140.0,372487.0,3916.0,2369180.0,11132.0,11991,2089893
M,2007,50,2664324,11606,2021555.0,7142.0,381140.0,4117.0,2423471.0,11321.0,11935,2170086
M,2008,50,2645416,11353,2004536.0,7014.0,382237.0,4067.0,2408641.0,11159.0,12002,2197224
M,2009,50,2679179,11241,2048952.0,7151.0,368685.0,3827.0,2441113.0,11085.0,11836,2190333
M,2010,50,2713398,11279,2051467.0,6969.0,391225.0,4107.0,2470179.0,11159.0,11736,2300354
M,2011,50,2695241,11266,2027878.0,6815.0,404729.0,4237.0,2460269.0,11135.0,11747,2251877
M,2012,50,2695559,10762,2020459.0,6478.0,409496.0,4100.0,2452912.0,10661.0,11516,2216795
M,2013,50,2682811,10731,1995625.0,6474.0,419256.0,4079.0,2436262.0,10625.0,11307,2211106
M,2014,50,2658600,10564,1900786.0,6037.0,496752.0,4364.0,2408922.0,10444.0,11064,2211607
M,2001,51,2235251,10783,1678841.0,7141.0,308068.0,2920.0,2000264.0,10120.0,11034,1862989
M,2002,51,2297743,11462,1758221.0,7539.0,300163.0,3243.0,2073166.0,10856.0,11388,1857726
M,2003,51,2382717,11748,1814316.0,7706.0,319687.0,3502.0,2151224.0,11278.0,11826,1903885
M,2004,51,2409768,11811,1829234.0,7626.0,331172.0,3667.0,2179647.0,11370.0,12031,1961738
M,2005,51,2499460,12320,1888466.0,7696.0,353627.0,4075.0,2262881.0,11873.0,12349,2026203
M,2006,51,2534914,12348,1909919.0,7576.0,363570.0,4338.0,2294134.0,12022.0,12611,2125890
M,2007,51,2597561,12270,1964026.0,7516.0,373568.0,4388.0,2358048.0,11990.0,12752,2105021
M,2008,51,2652718,12597,2007746.0,7810.0,382085.0,4454.0,2412150.0,12344.0,12824,2189639
M,2009,51,2634063,12395,2009657.0,7944.0,364239.0,4203.0,2397482.0,12226.0,12958,2220328
M,2010,51,2667938,12100,2017979.0,7527.0,384574.0,4330.0,2430028.0,11970.0,12372,2190766
M,2011,51,2702119,12217,2018571.0,7307.0,411816.0,4673.0,2459020.0,12094.0,12603,2278457
M,2012,51,2683975,12150,2018591.0,7360.0,406697.0,4571.0,2449134.0,12020.0,12718,2241462
M,2013,51,2684797,11912,1995534.0,7150.0,424284.0,4520.0,2442251.0,11763.0,12453,2205825
M,2014,51,2672080,11524,1910307.0,6546.0,503535.0,4800.0,2425637.0,11397.0,12268,2205405
M,2001,52,2199438,11159,1656448.0,7325.0,301167.0,3070.0,1971173.0,10454.0,11402,1786849
M,2002,52,2224468,11569,1673561.0,7613.0,301764.0,3272.0,1990144.0,10954.0,11933,1854284
M,2003,52,2286281,12126,1741353.0,8032.0,304207.0,3521.0,2062310.0,11639.0,12166,1846875
M,2004,52,2370969,12543,1793405.0,8048.0,326568.0,3927.0,2139946.0,12069.0,12644,1891504
M,2005,52,2397957,12764,1810297.0,8056.0,337973.0,4183.0,2168277.0,12339.0,13341,1947260
M,2006,52,2487140,12942,1875630.0,7938.0,354778.0,4507.0,2251008.0,12539.0,13362,2010094
M,2007,52,2522566,13131,1896544.0,8113.0,364925.0,4580.0,2282112.0,12795.0,13327,2107225
M,2008,52,2585291,13241,1949395.0,8180.0,374460.0,4709.0,2346058.0,12970.0,13410,2084700
M,2009,52,2640121,13664,2012397.0,8614.0,363304.0,4761.0,2399806.0,13476.0,13919,2166314
M,2010,52,2621668,12994,1977983.0,7944.0,379931.0,4777.0,2385256.0,12816.0,13516,2207246
M,2011,52,2655838,13168,1984709.0,7791.0,404548.0,5134.0,2418058.0,13027.0,13678,2196781
M,2012,52,2689902,13267,2007908.0,7937.0,414548.0,5071.0,2446926.0,13099.0,13670,2267371
M,2013,52,2671825,12910,1990870.0,7652.0,422854.0,5043.0,2437114.0,12781.0,13472,2229385
M,2014,52,2672885,12583,1906349.0,7034.0,511693.0,5367.0,2430488.0,12447.0,13248,2198124
M,2001,53,2172093,11792,1632987.0,7861.0,299914.0,3186.0,1946759.0,11120.0,12073,1775276
M,2002,53,2188279,12270,1649847.0,8177.0,296018.0,3407.0,1960719.0,11671.0,12493,1782978
M,2003,53,2212899,12464,1656819.0,8119.0,305722.0,3716.0,1979190.0,11908.0,12578,1851585
M,2004,53,2274155,13117,1720780.0,8400.0,310561.0,4145.0,2050671.0,12645.0,13101,1845760
M,2005,53,2358426,13566,1772857.0,8545.0,334357.0,4444.0,2127877.0,13101.0,13598,1891790
M,2006,53,2385193,13595,1796273.0,8402.0,339289.0,4679.0,2155938.0,13194.0,13901,1949539
M,2007,53,2474198,13751,1860626.0,8351.0,356933.0,4949.0,2238469.0,13394.0,14169,2014300
M,2008,53,2509435,13971,1881161.0,8531.0,366018.0,5075.0,2269317.0,13702.0,14275,2113819
M,2009,53,2572050,14180,1952907.0,8970.0,356341.0,4859.0,2333088.0,13939.0,14524,2092799
M,2010,53,2626457,14145,1977697.0,8697.0,380730.0,5173.0,2386330.0,13982.0,14468,2141354
M,2011,53,2608674,13965,1944308.0,8350.0,399226.0,5367.0,2372440.0,13834.0,14602,2183182
M,2012,53,2642670,14187,1971540.0,8556.0,408479.0,5349.0,2405031.0,14010.0,14419,2184843
M,2013,53,2676635,14221,1978388.0,8449.0,431157.0,5506.0,2433827.0,14047.0,14622,2253981
M,2014,53,2658915,14001,1900430.0,7541.0,511097.0,6231.0,2424333.0,13835.0,14762,2219617
M,2001,54,2234189,12945,1694192.0,8631.0,300819.0,3562.0,2010110.0,12269.0,13292,1862076
M,2002,54,2160301,12830,1626670.0,8618.0,293837.0,3509.0,1935639.0,12209.0,13206,1770221
M,2003,54,2176009,13120,1632188.0,8542.0,300010.0,3895.0,1949048.0,12526.0,13601,1778213
M,2004,54,2200435,13135,1636305.0,8432.0,311885.0,4084.0,1967282.0,12605.0,13405,1847897
M,2005,54,2261038,13804,1700408.0,8570.0,317470.0,4650.0,2038026.0,13327.0,13972,1842482
M,2006,54,2344860,14298,1758479.0,8977.0,335467.0,4751.0,2114776.0,13842.0,14289,1889337
M,2007,54,2371598,14457,1780383.0,8921.0,341827.0,5023.0,2142744.0,14066.0,14369,1947797
M,2008,54,2460447,14833,1844664.0,9057.0,358227.0,5330.0,2225075.0,14507.0,15188,2013539
M,2009,54,2495464,14942,1884389.0,9460.0,347792.0,5153.0,2255615.0,14725.0,15210,2113789
M,2010,54,2557870,14810,1917783.0,9024.0,373555.0,5480.0,2319149.0,14644.0,14980,2093554
M,2011,54,2612312,15280,1943770.0,9097.0,399292.0,5855.0,2372348.0,15092.0,15565,2156249
M,2012,54,2594709,14919,1929612.0,8960.0,403957.0,5658.0,2358606.0,14738.0,15504,2169774
M,2013,54,2628483,15153,1941681.0,8942.0,425153.0,5909.0,2391021.0,14967.0,15612,2170669
M,2014,54,2662414,15054,1884832.0,8144.0,521537.0,6675.0,2419780.0,14902.0,15754,2242828
M,2001,55,1999284,12568,1502353.0,8503.0,277050.0,3341.0,1793443.0,11936.0,11552,1386854
M,2002,55,2221244,14258,1687288.0,9577.0,294200.0,3871.0,1997841.0,13563.0,14490,1847760
M,2003,55,2147471,14004,1608917.0,9154.0,297436.0,4134.0,1923430.0,13395.0,14307,1753341
M,2004,55,2162889,13871,1611434.0,9035.0,305660.0,4198.0,1936522.0,13342.0,14012,1758586
M,2005,55,2187300,14376,1616684.0,9025.0,318108.0,4790.0,1954677.0,13914.0,14622,1824610
M,2006,55,2247234,14655,1684890.0,9259.0,319383.0,4817.0,2024699.0,14205.0,14662,1816409
M,2007,55,2330562,14914,1742556.0,9149.0,337643.0,5259.0,2100934.0,14533.0,15224,1859281
M,2008,55,2357141,15631,1764859.0,9514.0,342179.0,5655.0,2128678.0,15294.0,15744,1913592
M,2009,55,2445614,15684,1848188.0,9972.0,338671.0,5288.0,2210568.0,15416.0,15829,1974783
M,2010,55,2480522,15651,1849372.0,9620.0,364063.0,5700.0,2240890.0,15478.0,15999,2073473
M,2011,55,2543060,16148,1884603.0,9554.0,390470.0,6263.0,2304505.0,15961.0,16365,2076344
M,2012,55,2597032,16284,1927528.0,9865.0,404375.0,6064.0,2357256.0,16071.0,16982,2141280
M,2013,55,2579790,16115,1899410.0,9487.0,420012.0,6291.0,2343868.0,15914.0,16879,2154967
M,2014,55,2613330,16469,1848089.0,9065.0,514225.0,7113.0,2376054.0,16257.0,17023,2158258
M,2001,56,1690079,11721,1237683.0,7796.0,249539.0,3262.0,1499662.0,11140.0,12151,1383009
M,2002,56,1986716,13660,1495979.0,9180.0,270468.0,3700.0,1781507.0,12985.0,12511,1382872
M,2003,56,2206986,15425,1667988.0,10323.0,297758.0,4380.0,1984278.0,14830.0,15540,1844529
M,2004,56,2133467,14483,1587947.0,9425.0,302565.0,4425.0,1910035.0,13965.0,14806,1753133
M,2005,56,2149018,14895,1590394.0,9408.0,312630.0,4915.0,1923180.0,14433.0,14965,1761297
M,2006,56,2172924,14796,1601496.0,9231.0,319362.0,4993.0,1940763.0,14373.0,15155,1830564
M,2007,56,2232579,15522,1668991.0,9509.0,321490.0,5484.0,2010494.0,15124.0,15509,1824531
M,2008,56,2315648,16077,1726394.0,9935.0,338073.0,5673.0,2086401.0,15745.0,16153,1870156
M,2009,56,2341510,16351,1767464.0,10402.0,322955.0,5538.0,2113384.0,16088.0,16479,1927719
M,2010,56,2429930,16497,1812604.0,10200.0,354998.0,5937.0,2195152.0,16285.0,16702,1956141
M,2011,56,2464871,17036,1815505.0,10131.0,380811.0,6504.0,2225412.0,16831.0,17542,2058561
M,2012,56,2526912,17443,1867508.0,10459.0,395598.0,6619.0,2288544.0,17220.0,17497,2060591
M,2013,56,2580748,17587,1896132.0,10330.0,420121.0,6907.0,2341185.0,17367.0,18074,2125826
M,2014,56,2563675,17438,1804996.0,9463.0,509211.0,7678.0,2327954.0,17232.0,18230,2140722
M,2001,57,1677470,12584,1230587.0,8456.0,247120.0,3380.0,1490397.0,11926.0,13207,1357485
M,2002,57,1678358,12536,1231818.0,8405.0,243282.0,3464.0,1488522.0,11971.0,12923,1374045
M,2003,57,1973056,14501,1478770.0,9812.0,272769.0,4002.0,1768522.0,13937.0,13169,1372827
M,2004,57,2191561,16098,1646248.0,10549.0,302210.0,4827.0,1969448.0,15534.0,16282,1830349
M,2005,57,2118984,15675,1567770.0,9996.0,308226.0,5020.0,1896070.0,15133.0,16057,1739222
M,2006,57,2134123,15743,1575245.0,9912.0,313457.0,5218.0,1908747.0,15262.0,15926,1746603
M,2007,57,2158128,15962,1585301.0,9920.0,321207.0,5502.0,1926390.0,15557.0,16272,1814344
M,2008,57,2217057,16471,1652990.0,10237.0,321407.0,5770.0,1995370.0,16159.0,16467,1807079
M,2009,57,2299571,17051,1729282.0,10867.0,318259.0,5710.0,2070656.0,16762.0,17257,1851260
M,2010,57,2325159,17207,1731770.0,10691.0,338708.0,6123.0,2097296.0,16985.0,17421,1905355
M,2011,57,2413433,17829,1780175.0,10689.0,369637.0,6718.0,2178867.0,17598.0,17791,1967413
M,2012,57,2447835,17890,1798621.0,10778.0,384452.0,6701.0,2208581.0,17640.0,18287,2041891
M,2013,57,2509469,18477,1835855.0,10899.0,410303.0,7168.0,2271324.0,18225.0,18656,2044395
M,2014,57,2563161,18829,1801016.0,10255.0,508762.0,8257.0,2323818.0,18602.0,19492,2110149
M,2001,58,1708864,14235,1266644.0,9652.0,246448.0,3805.0,1526480.0,13554.0,14710,1399744
M,2002,58,1664886,13621,1224211.0,9193.0,240809.0,3720.0,1478471.0,13011.0,14163,1348687
M,2003,58,1665822,13401,1215680.0,8798.0,245894.0,3945.0,1476551.0,12893.0,13913,1365498
M,2004,58,1958555,15346,1457597.0,10174.0,277661.0,4501.0,1754585.0,14843.0,13859,1364399
M,2005,58,2175463,17094,1623039.0,11140.0,308984.0,5257.0,1953914.0,16572.0,17318,1819296
M,2006,58,2103309,16739,1550606.0,10712.0,310266.0,5411.0,1880937.0,16249.0,17295,1728992
M,2007,58,2118380,16690,1558469.0,10389.0,315314.0,5693.0,1893485.0,16230.0,16828,1736443
M,2008,58,2142166,16919,1568280.0,10557.0,321740.0,5832.0,1910833.0,16549.0,17178,1804202
M,2009,58,2200586,17305,1655281.0,11324.0,301561.0,5481.0,1979211.0,16978.0,17456,1797118
M,2010,58,2282520,18137,1692020.0,11233.0,334650.0,6486.0,2053894.0,17907.0,18022,1834808
M,2011,58,2307952,18177,1698609.0,10895.0,352989.0,6853.0,2080311.0,17955.0,18349,1892452
M,2012,58,2395604,18978,1760671.0,11617.0,375099.0,6957.0,2161269.0,18721.0,19214,1950176
M,2013,58,2429945,19286,1766495.0,11522.0,399390.0,7399.0,2190941.0,19079.0,19912,2024760
M,2014,58,2490992,20018,1739192.0,10893.0,499620.0,8815.0,2253099.0,19789.0,20199,2027959
M,2001,59,1648389,14912,1210260.0,9996.0,243724.0,4083.0,1466918.0,14205.0,14181,1232487
M,2002,59,1694629,15272,1259012.0,10486.0,239730.0,4018.0,1512926.0,14618.0,15743,1387713
M,2003,59,1651265,14567,1206845.0,9794.0,243385.0,4043.0,1465460.0,13985.0,15259,1336406
M,2004,59,1652421,14005,1196657.0,9194.0,249946.0,4177.0,1463658.0,13504.0,14441,1352760
M,2005,59,1943209,16509,1436593.0,10618.0,283226.0,5195.0,1739742.0,15992.0,15026,1350936
M,2006,59,2158369,18259,1603891.0,11752.0,311603.0,5833.0,1937342.0,17762.0,18335,1801227
M,2007,59,2086570,17319,1532267.0,10992.0,312440.0,5755.0,1864688.0,16896.0,17757,1710700
M,2008,59,2101690,17949,1541030.0,11189.0,315744.0,6265.0,1877255.0,17605.0,17881,1717301
M,2009,59,2125247,18047,1571279.0,11746.0,300985.0,5821.0,1894284.0,17736.0,18186,1783506
M,2010,59,2183281,18503,1617019.0,11550.0,319058.0,6500.0,1962233.0,18253.0,18631,1753871
M,2011,59,2264383,18964,1658627.0,11622.0,348284.0,6883.0,2035987.0,18714.0,19082,1821281
M,2012,59,2289775,19668,1679024.0,12037.0,358277.0,7209.0,2062356.0,19423.0,19763,1874471
M,2013,59,2376626,20319,1727363.0,12044.0,389971.0,7809.0,2142548.0,20040.0,20475,1932434
M,2014,59,2410659,20731,1670364.0,11431.0,487362.0,8941.0,2171862.0,20473.0,21048,2006900
M,2001,60,1469569,14403,1066690.0,9678.0,226396.0,3904.0,1304687.0,13705.0,14542,1138884
M,2002,60,1633477,15990,1203312.0,11013.0,235743.0,4178.0,1452713.0,15327.0,15373,1217335
M,2003,60,1679357,16413,1239728.0,11014.0,242601.0,4618.0,1498308.0,15783.0,16717,1368194
M,2004,60,1636698,15186,1186728.0,9940.0,247437.0,4510.0,1451475.0,14606.0,15745,1315754
M,2005,60,1638416,15185,1177551.0,9753.0,255015.0,4768.0,1450154.0,14682.0,15690,1330174
M,2006,60,1926700,17252,1418453.0,11258.0,285389.0,5307.0,1723750.0,16754.0,15732,1326336
M,2007,60,2140110,19084,1584449.0,12231.0,313886.0,6208.0,1919580.0,18635.0,19256,1766043
M,2008,60,2069251,18730,1514027.0,11913.0,313107.0,6303.0,1847792.0,18374.0,19413,1674280
M,2009,60,2083741,18788,1542852.0,12363.0,295087.0,5938.0,1859650.0,18496.0,19085,1677738
M,2010,60,2107200,18959,1532336.0,11881.0,318646.0,6627.0,1876548.0,18714.0,19103,1745507
M,2011,60,2164778,19964,1584206.0,12255.0,331633.0,7259.0,1943980.0,19727.0,19768,1761228
M,2012,60,2245419,20482,1637865.0,12458.0,353873.0,7560.0,2017273.0,20208.0,20375,1802492
M,2013,60,2270107,21082,1645794.0,12682.0,372516.0,7911.0,2042933.0,20791.0,21148,1856051
M,2014,60,2356307,21601,1630822.0,11704.0,477327.0,9525.0,2122508.0,21352.0,21923,1914009
M,2001,61,1406691,14849,995022.0,9871.0,227166.0,4170.0,1233222.0,14136.0,14909,1110151
M,2002,61,1455166,15408,1059672.0,10481.0,218812.0,4133.0,1290982.0,14741.0,15326,1131638
M,2003,61,1617487,16858,1183821.0,11485.0,238006.0,4602.0,1437386.0,16249.0,16369,1212101
M,2004,61,1662944,17050,1218197.0,11435.0,246346.0,4900.0,1482525.0,16493.0,17418,1365695
M,2005,61,1621512,16303,1166762.0,10555.0,252382.0,5068.0,1436869.0,15789.0,16640,1316923
M,2006,61,1623231,15763,1161499.0,10157.0,256798.0,4983.0,1435472.0,15288.0,16062,1335279
M,2007,61,1909448,18240,1400691.0,11754.0,286885.0,5884.0,1706996.0,17818.0,16407,1334516
M,2008,61,2121026,20728,1564716.0,13255.0,314317.0,6859.0,1900945.0,20307.0,20713,1783203
M,2009,61,2050521,19804,1516306.0,13122.0,291290.0,6168.0,1829418.0,19484.0,20021,1694484
M,2010,61,2064953,19766,1502684.0,12425.0,313251.0,6863.0,1841154.0,19502.0,19629,1679077
M,2011,61,2088241,19910,1500378.0,12351.0,329948.0,7062.0,1857834.0,19662.0,20051,1722457
M,2012,61,2144814,21008,1562445.0,12966.0,336914.0,7562.0,1924253.0,20740.0,20848,1742427
M,2013,61,2224937,21631,1604778.0,12966.0,367321.0,8198.0,1997065.0,21357.0,21784,1783516
M,2014,61,2249025,22539,1550692.0,12540.0,457462.0,9577.0,2022142.0,22257.0,22921,1837080
M,2001,62,1323587,15313,938951.0,10367.0,217176.0,4180.0,1166271.0,14661.0,15801,1056502
M,2002,62,1391842,15984,988962.0,10748.0,218745.0,4483.0,1219086.0,15380.0,16305,1098596
M,2003,62,1439758,16672,1042290.0,11237.0,220543.0,4704.0,1276241.0,16095.0,16600,1119523
M,2004,62,1600629,17657,1163076.0,11854.0,241079.0,5144.0,1421137.0,17175.0,16972,1199144
M,2005,62,1645894,18302,1197832.0,12024.0,250092.0,5578.0,1466032.0,17792.0,18863,1351274
M,2006,62,1605209,17271,1150596.0,11169.0,253497.0,5461.0,1421080.0,16815.0,17719,1303566
M,2007,62,1607468,16542,1146608.0,10540.0,257481.0,5489.0,1420184.0,16173.0,17045,1322109
M,2008,62,1891208,19601,1383331.0,12767.0,286490.0,6293.0,1689178.0,19262.0,17533,1321417
M,2009,62,2100298,21501,1567790.0,14447.0,290423.0,6528.0,1880638.0,21208.0,21950,1767422
M,2010,62,2030717,20746,1476006.0,13181.0,309010.0,7107.0,1809934.0,20519.0,21423,1712692
M,2011,62,2045187,20861,1470969.0,12863.0,323873.0,7517.0,1821652.0,20618.0,20897,1671482
M,2012,62,2068331,21449,1479615.0,13256.0,334983.0,7723.0,1838172.0,21184.0,21706,1703249
M,2013,62,2123806,22389,1530923.0,13552.0,348852.0,8333.0,1903513.0,22102.0,22432,1722456
M,2014,62,2203306,23279,1510837.0,12962.0,450725.0,9839.0,1975708.0,22953.0,23310,1763504
M,2001,63,1306141,16573,922661.0,11110.0,218556.0,4878.0,1150915.0,16109.0,16672,1030410
M,2002,63,1308274,16686,931931.0,11276.0,209040.0,4885.0,1151610.0,16324.0,16861,1045297
M,2003,63,1375858,17167,969962.0,11401.0,221172.0,5208.0,1203706.0,16750.0,16901,1087611
M,2004,63,1423086,17284,1020845.0,11511.0,224123.0,5188.0,1260146.0,16881.0,17039,1108921
M,2005,63,1582972,19184,1139702.0,12625.0,247165.0,6000.0,1403962.0,18827.0,18144,1188493
M,2006,63,1627592,19182,1177758.0,12555.0,252808.0,6131.0,1448240.0,18876.0,19467,1340312
M,2007,63,1587938,18410,1132335.0,11793.0,255641.0,6118.0,1404265.0,18094.0,18821,1294016
M,2008,63,1590926,17961,1129347.0,11566.0,258134.0,5996.0,1404011.0,17729.0,18325,1313243
M,2009,63,1871607,21121,1384613.0,14401.0,265086.0,6271.0,1669916.0,20889.0,18726,1313400
M,2010,63,2078797,23063,1522049.0,14840.0,310998.0,7745.0,1859430.0,22852.0,22714,1672329
M,2011,63,2009971,22010,1441518.0,13897.0,320910.0,7646.0,1789415.0,21805.0,22472,1657509
M,2012,63,2024326,22521,1447003.0,14054.0,330269.0,7993.0,1801034.0,22276.0,22438,1650927
M,2013,63,2046882,23002,1446846.0,14115.0,347029.0,8330.0,1816988.0,22687.0,23058,1681878
M,2014,63,2101417,24042,1436932.0,13452.0,430863.0,10086.0,1881411.0,23676.0,23948,1701827
M,2001,64,1236589,17375,,,,,,,17233,966203
M,2002,64,1289568,17910,911551.0,12348.0,213678.0,5127.0,1134806.0,17616.0,17668,1015731
M,2003,64,1291588,17477,920655.0,12134.0,204155.0,4892.0,1135286.0,17166.0,17686,1029496
M,2004,64,1358691,17707,958561.0,12127.0,215964.0,5038.0,1186956.0,17350.0,17458,1070816
M,2005,64,1405802,18359,1009334.0,12464.0,218935.0,5357.0,1243265.0,18021.0,18104,1090862
M,2006,64,1563788,19727,1127077.0,13298.0,241165.0,5920.0,1385135.0,19439.0,18634,1168771
M,2007,64,1608410,20418,1165203.0,13769.0,246677.0,6171.0,1429364.0,20150.0,20499,1317780
M,2008,64,1569528,19532,1120542.0,12961.0,249523.0,6144.0,1386171.0,19303.0,20143,1270827
M,2009,64,1572965,19041,1117781.0,12534.0,252138.0,6102.0,1386282.0,18839.0,19153,1288629
M,2010,64,1850486,21698,1370212.0,15060.0,258815.0,6243.0,1649027.0,21529.0,19651,1267895
M,2011,64,2055734,24445,1507209.0,16203.0,303253.0,7759.0,1836578.0,24244.0,24324,1729478
M,2012,64,1987961,23510,1427621.0,15102.0,313264.0,7911.0,1767610.0,23299.0,23841,1635390
M,2013,64,2001805,24008,1432949.0,15220.0,322276.0,8279.0,1778758.0,23754.0,23907,1630472
M,2014,64,2023880,24538,1432731.0,15461.0,338699.0,8541.0,1794301.0,24251.0,24104,1661474
M,2001,65,1188403,18168,,,,,,,18366,943626
M,2002,65,1219214,18224,,,,,,,18106,952282
M,2003,65,1271658,18772,899203.0,13251.0,208551.0,5084.0,1117190.0,18483.0,18427,1001903
M,2004,65,1274111,18111,908521.0,12686.0,199263.0,4989.0,1118120.0,17848.0,18136,1015816
M,2005,65,1340984,18703,946434.0,13040.0,210926.0,5212.0,1169606.0,18414.0,18307,1057487
M,2006,65,1387443,18996,996870.0,13103.0,213578.0,5436.0,1225244.0,18725.0,18502,1077812
M,2007,65,1544061,20729,1113779.0,14352.0,235245.0,5894.0,1365696.0,20472.0,19641,1155119
M,2008,65,1587992,21797,1151434.0,15055.0,240506.0,6310.0,1409214.0,21596.0,21669,1303557
M,2009,65,1549996,20362,1107581.0,13824.0,243379.0,6150.0,1366868.0,20183.0,20756,1257340
M,2010,65,1553924,20024,1105247.0,13511.0,246036.0,6144.0,1367443.0,19873.0,20163,1273310
M,2011,65,1828788,23052,1355152.0,16264.0,252572.0,6304.0,1627498.0,22861.0,20066,1272356
M,2012,65,2031289,25545,1491006.0,17290.0,295494.0,7722.0,1812334.0,25344.0,25435,1704827
M,2013,65,1964451,24774,1412519.0,16419.0,305353.0,7820.0,1744311.0,24533.0,25036,1616005
M,2014,65,1977797,25073,1417729.0,16408.0,313997.0,8107.0,1755004.0,24803.0,25236,1607688
M,2001,66,1163882,19238,,,,,,,19340,938399
M,2002,66,1170235,18993,,,,,,,18993,928349
M,2003,66,1200990,19036,,,,,,,18805,937277
M,2004,66,1252886,19243,885952.0,13812.0,203467.0,5010.0,1098707.0,18989.0,18932,986009
M,2005,66,1256000,19005,895835.0,13643.0,194274.0,4938.0,1100272.0,18756.0,18813,1000448
M,2006,66,1322281,19104,933394.0,13617.0,205714.0,5065.0,1151192.0,18869.0,18994,1042044
M,2007,66,1368447,20082,983767.0,14164.0,208142.0,5506.0,1206519.0,19872.0,19431,1061969
M,2008,66,1523332,22121,1099427.0,15587.0,229351.0,6114.0,1345224.0,21932.0,20637,1138633
M,2009,66,1566195,22508,1136379.0,15701.0,234196.0,6374.0,1387618.0,22338.0,22547,1285834
M,2010,66,1529634,21436,1093757.0,14845.0,237229.0,6218.0,1346685.0,21280.0,21498,1248276
M,2011,66,1533900,20606,1091736.0,14074.0,239892.0,6143.0,1347570.0,20432.0,20755,1251872
M,2012,66,1805736,24572,1338888.0,17737.0,246268.0,6352.0,1604637.0,24380.0,21560,1252872
M,2013,66,2005744,27292,1473716.0,18988.0,287772.0,7716.0,1786990.0,27045.0,27466,1683234
M,2014,66,1939677,26500,1396100.0,17703.0,297533.0,8160.0,1719778.0,26202.0,26739,1589127
M,2001,67,1121205,20222,,,,,,,19994,857420
M,2002,67,1144644,20150,,,,,,,20463,922458
M,2003,67,1151242,19851,,,,,,,20079,913146
M,2004,67,1181954,19759,,,,,,,19426,922625
M,2005,67,1233643,20361,872140.0,14742.0,198457.0,5239.0,1079718.0,20134.0,19971,971691
M,2006,67,1236995,20104,882192.0,14675.0,189336.0,5060.0,1081516.0,19909.0,19825,986584
M,2007,67,1303177,20292,919777.0,14564.0,200649.0,5330.0,1132323.0,20082.0,19643,1028624
M,2008,67,1348365,21045,969603.0,15104.0,202636.0,5521.0,1186647.0,20849.0,20474,1048799
