cz,czname,pop2000,stateabbrv,year,le_raceadj_q1_F,le_raceadj_q2_F,le_raceadj_q3_F,le_raceadj_q4_F,le_raceadj_q1_M,le_raceadj_q1_M,le_raceadj_q2_M,le_raceadj_q3_M,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
302,Knoxville,727600.0,TN,2001,83.36636,88.77601,87.70335,87.71755,76.58252,76.58252,77.19232,85.92851,23179,26404,28119,26036,21896
302,Knoxville,727600.0,TN,2002,81.59340999999999,83.57214,85.61388000000001,87.43512,77.31999,77.31999,80.36062,83.05601,22861,27378,28942,26493,21661
302,Knoxville,727600.0,TN,2003,82.10624,84.89568,87.29244,89.16563000000001,76.78399999999999,76.78399999999999,82.71089,81.41277,23397,27808,29120,27111,22188
302,Knoxville,727600.0,TN,2004,84.4222,84.8875,80.45191,89.43281999999999,75.07301,75.07301,80.58906999999999,85.10821,24527,27793,29142,27725,23317
302,Knoxville,727600.0,TN,2005,83.74638,86.02032,91.46164,89.50886,75.95201999999999,75.95201999999999,76.81902,85.42942,25165,27933,29082,28289,23870
302,Knoxville,727600.0,TN,2006,84.535,84.5159,89.2451,87.71183,73.82327,73.82327,78.51884,85.20684,25592,28003,29202,28751,24311
302,Knoxville,727600.0,TN,2007,85.12611,86.62326,87.33414,91.74175,74.36026,74.36026,80.19373,87.7918,25773,28614,30053,28972,24488
302,Knoxville,727600.0,TN,2008,84.34855999999999,86.29243000000001,90.24914,90.75948000000001,75.19799,75.19799,77.68916999999999,87.0661,26065,29018,30468,29405,24751
302,Knoxville,727600.0,TN,2009,79.317,87.34414,88.09903,91.19672,72.97475,72.97475,78.22106,82.75001999999999,26448,30708,31287,30275,24958
302,Knoxville,727600.0,TN,2010,81.60028,87.57025,86.9893,88.19331,75.44814000000001,75.44814000000001,81.66998000000001,84.6934,26311,30107,30848,30027,24635
302,Knoxville,727600.0,TN,2011,80.37471,86.8754,89.04972,86.99575,73.62259,73.62259,79.61758,83.59057,26035,29804,29977,30103,24359
302,Knoxville,727600.0,TN,2012,84.25277,84.51266,86.66534,89.39346,73.77847,73.77847,81.28378000000001,83.7944,26370,29518,29712,30130,24570
302,Knoxville,727600.0,TN,2013,80.77104,83.55288,88.86979000000001,89.3214,76.30955,76.30955,78.83041,83.90799999999999,26171,29910,29895,29974,24128
302,Knoxville,727600.0,TN,2014,83.02575,88.05711,87.94071,92.01668000000001,75.95527,75.95527,78.09945,83.6647,25148,28698,28816,28779,23078
500,Greensboro,1055133.0,NC,2001,81.08435,86.91944000000001,86.97478000000001,85.73111,74.55157,74.55157,80.73775,83.47977,32295,37386,41179,38944,30540
500,Greensboro,1055133.0,NC,2002,81.6255,86.70401,84.99213,83.54948,75.40989,75.40989,79.42881,82.2035,32136,39158,42356,39635,30155
500,Greensboro,1055133.0,NC,2003,82.03659,83.03971,88.4845,90.23271,76.79623000000001,76.79623000000001,79.32760999999999,85.3362,31764,40611,43093,39317,29914
500,Greensboro,1055133.0,NC,2004,83.17944,86.66422,85.8,89.8035,75.35529,75.35529,79.1208,84.68427,32002,41099,43321,39988,29902
500,Greensboro,1055133.0,NC,2005,84.37244,87.33385,84.16789,90.05268000000001,77.62885,77.62885,79.99231999999999,81.82359,31870,41593,43633,39988,29895
500,Greensboro,1055133.0,NC,2006,83.68871,84.59536999999999,88.82471,91.00013,76.08726999999999,76.08726999999999,81.83968,82.87254,31787,42487,43964,40281,29772
500,Greensboro,1055133.0,NC,2007,81.85549,86.02799999999999,86.0625,90.4239,77.57746999999999,77.57746999999999,81.89689,84.4771,31913,43727,44329,40712,29810
500,Greensboro,1055133.0,NC,2008,84.62008,87.88303,88.85491999999999,88.23087,76.68159,76.68159,80.9411,84.24475,31742,44802,45225,40773,29646
500,Greensboro,1055133.0,NC,2009,83.65483,84.00461,84.64069,89.00412,75.70387,75.70387,81.7052,83.67421999999999,32416,45905,46178,41828,30337
500,Greensboro,1055133.0,NC,2010,83.28492,89.0384,89.56113,86.68406999999999,75.8355,75.8355,83.30038,83.19637,31499,45764,46356,41417,29229
500,Greensboro,1055133.0,NC,2011,81.0285,86.61227,89.27405999999999,90.47235,75.91513,75.91513,81.72428000000001,86.40844,31077,45831,45514,41007,28692
500,Greensboro,1055133.0,NC,2012,83.25341999999999,86.82256,85.89395999999999,89.90878000000001,76.84809,76.84809,80.22023,86.94901,30929,45376,45413,41547,28602
500,Greensboro,1055133.0,NC,2013,85.4078,83.89673,89.04456,91.85271,75.91332,75.91332,81.75376,84.395,30277,46273,45558,40881,27759
500,Greensboro,1055133.0,NC,2014,81.73836999999999,86.79896,89.53419,86.32604,78.62494000000001,78.62494000000001,81.20975,85.00859,29788,44870,44421,38999,26622
900,Charlotte,1423942.0,NC,2001,81.4684,84.25844000000001,86.91363,89.49911999999999,74.45371,74.45371,79.06661,83.57644,58451,43393,48263,51288,58218
900,Charlotte,1423942.0,NC,2002,82.21534,86.40063,87.67453,89.70852,75.83516,75.83516,78.50717,82.9438,59389,45923,49954,53105,59151
900,Charlotte,1423942.0,NC,2003,79.16722,85.34097,86.21385,87.27463,74.59836999999999,74.59836999999999,78.76116999999999,78.21609000000001,60823,47867,51825,54154,60280
900,Charlotte,1423942.0,NC,2004,83.73079,86.01078000000001,83.76888000000001,85.83933,75.37122,75.37122,81.03745,83.57703000000001,61961,49220,53307,54954,61225
900,Charlotte,1423942.0,NC,2005,81.67855,84.49301,88.79032,84.02745999999999,77.48305,77.48305,78.73085,81.6871,62919,50752,54504,56084,62301
900,Charlotte,1423942.0,NC,2006,83.84843000000001,84.28545,86.55466,87.11994,77.25249000000001,77.25249000000001,80.30108,85.48823,64423,53293,56237,57507,63691
900,Charlotte,1423942.0,NC,2007,84.73059,86.31084,89.78575,90.20801999999999,75.23505,75.23505,80.61936,83.36803,67644,55502,58488,59021,67172
900,Charlotte,1423942.0,NC,2008,83.75874,83.48250999999999,87.38389000000001,85.66925,76.26399,76.26399,81.56673,82.32301,70728,57579,60169,60786,69957
900,Charlotte,1423942.0,NC,2009,83.1577,84.41125,88.76986,90.89373,77.62944,77.62944,82.49045,85.20623,73311,60056,63036,62490,72432
900,Charlotte,1423942.0,NC,2010,81.65273,83.69518000000001,86.47621,87.69099,76.07695,76.07695,81.57524000000001,84.71441999999999,72421,62052,64100,63489,71482
900,Charlotte,1423942.0,NC,2011,83.24206,85.80534,86.44541,88.99083,77.70058,77.70058,82.60329,82.32252,71503,63462,64683,63974,70336
900,Charlotte,1423942.0,NC,2012,84.75,86.45966,86.99651,87.1459,75.28260999999999,75.28260999999999,82.02512,85.14,73195,64152,65390,64365,72148
900,Charlotte,1423942.0,NC,2013,81.07275,86.50604,84.83776999999999,89.27495,76.44321,76.44321,79.90955,84.53766,74536,65782,66027,64578,73267
900,Charlotte,1423942.0,NC,2014,83.67694,86.56755,89.41075,85.90371999999999,77.21678,77.21678,79.81609,82.03515,72365,64249,65399,62861,71682
1400,Fayetteville,644101.0,NC,2001,78.14174,80.8203,79.0464,86.56016,72.33932,72.33932,82.00832,81.12099,12146,23141,23034,18507,10935
1400,Fayetteville,644101.0,NC,2002,82.32056,84.15137,79.30533,88.39542,76.63029,76.63029,79.14664,82.98803000000001,11886,24396,23254,18738,10671
1400,Fayetteville,644101.0,NC,2003,79.71638,83.65253,82.00877,90.58162,73.51229000000001,73.51229000000001,76.64531,87.01666999999999,11980,24966,23277,19063,10689
1400,Fayetteville,644101.0,NC,2004,82.82404,84.68043,82.27108,87.78706,76.65482,76.65482,78.83979000000001,82.91743000000001,12302,25218,23497,19140,11100
1400,Fayetteville,644101.0,NC,2005,78.76536,83.76472,83.16824,88.07361999999999,73.44716,73.44716,77.73755,81.37401,12591,25553,23707,19420,11426
1400,Fayetteville,644101.0,NC,2006,80.60197,88.03303000000001,82.17096,87.7932,77.803,77.803,78.76796,82.20399,12720,26025,23874,19504,11756
1400,Fayetteville,644101.0,NC,2007,84.57143,80.78962,79.79221,86.50316,78.14182,78.14182,81.17129,83.50703,12953,26725,23649,19592,11964
1400,Fayetteville,644101.0,NC,2008,85.50695999999999,84.72318,84.15864,92.82053,74.65924,74.65924,84.87444,85.13342,13100,26652,24135,19917,12136
1400,Fayetteville,644101.0,NC,2009,85.82529,86.0463,84.27525,86.37569,76.16264,76.16264,82.01814,79.80442,13325,28095,24395,20335,12306
1400,Fayetteville,644101.0,NC,2010,81.69343,83.92624,87.22006,79.73713000000001,78.45679,78.45679,75.83683,84.63016,13527,27065,24804,20388,12463
1400,Fayetteville,644101.0,NC,2011,81.32561,82.82135,89.32251,86.46306,74.29163,74.29163,81.54861,84.71343,14142,26482,24427,20698,13099
1400,Fayetteville,644101.0,NC,2012,84.08232,86.03848,87.31227,81.25324,75.21465,75.21465,82.52943,85.96564000000001,14339,26499,24537,20862,13321
1400,Fayetteville,644101.0,NC,2013,85.16743000000001,85.70326,83.59111,88.69827,74.66974,74.66974,82.6125,85.62415,14010,27341,24665,20722,12805
1400,Fayetteville,644101.0,NC,2014,84.69404,87.86703,86.23096,90.32356999999999,76.06673,76.06673,77.66346999999999,84.73839,13414,26850,24189,20034,12135
1701,Raleigh,1412127.0,NC,2001,80.8157,80.95998,85.0096,84.93068000000001,76.32611,76.32611,76.12401,79.30028,65455,37532,41024,47045,65148
1701,Raleigh,1412127.0,NC,2002,80.11006,83.39968,87.60378,87.7434,74.62106,74.62106,78.98509,81.89533,68291,39193,42461,48642,68046
1701,Raleigh,1412127.0,NC,2003,83.10925999999999,84.24971,85.13577,87.24428,76.52879,76.52879,77.71356,87.1294,71286,40423,43509,49796,70947
1701,Raleigh,1412127.0,NC,2004,81.28865,87.75304,86.18841,87.28707,75.7876,75.7876,80.20985999999999,85.41819,71494,42229,45340,51334,70941
1701,Raleigh,1412127.0,NC,2005,84.60094000000001,83.23955,83.51255,86.9388,76.54584,76.54584,80.05882,82.99618000000001,72824,43448,47505,53181,71787
1701,Raleigh,1412127.0,NC,2006,83.82781999999999,85.2489,88.36929,86.86404,74.9794,74.9794,82.00004,84.88967,74730,45049,49106,54482,73583
1701,Raleigh,1412127.0,NC,2007,83.51374,83.94749,86.13027,87.85416,77.5596,77.5596,81.69374,82.90734,78239,46730,50602,56735,77038
1701,Raleigh,1412127.0,NC,2008,84.57412,84.30244,87.14461,86.74526999999999,76.90347,76.90347,80.98102,84.20435,81205,48215,52141,59079,79604
1701,Raleigh,1412127.0,NC,2009,81.20451,86.34428,89.84084,88.30033,77.60254,77.60254,78.30566,85.32616,85602,49991,54287,61500,83733
1701,Raleigh,1412127.0,NC,2010,81.82757,87.53949,89.42619,89.97377,76.45527,76.45527,79.9805,84.52238,86197,51407,55303,62991,84064
1701,Raleigh,1412127.0,NC,2011,83.10991,84.4899,88.19014,90.77634,76.53121,76.53121,80.49422,84.95747,87198,51491,55913,63810,85037
1701,Raleigh,1412127.0,NC,2012,83.91525,86.93086,89.25766,90.89799000000001,78.0827,78.0827,84.32786999999999,83.40204,88219,52649,56971,64710,85933
1701,Raleigh,1412127.0,NC,2013,81.29774,85.81029000000001,87.45401,88.00575,77.68027,77.68027,77.98921999999999,84.45653,88794,55016,58382,65870,86034
1701,Raleigh,1412127.0,NC,2014,82.81515999999999,86.23210999999999,86.51899,90.91901999999999,79.12796999999999,79.12796999999999,80.98253000000001,82.87285,86472,53963,57667,63634,83466
2000,Virginia Beach,1119468.0,VA,2001,80.6023,82.05962,82.6656,88.71786999999999,75.56857,75.56857,75.11066,84.52166,34754,32162,39665,41520,33152
2000,Virginia Beach,1119468.0,VA,2002,80.52351,84.19578,85.06329000000001,86.19673,72.68941,72.68941,75.69405,78.23531,35195,33093,40414,43018,33466
2000,Virginia Beach,1119468.0,VA,2003,83.25434,84.94279,81.80331,87.55615999999999,74.93334,74.93334,79.61415,80.79248,36895,33325,41193,44575,35010
2000,Virginia Beach,1119468.0,VA,2004,81.77006999999999,79.95925,85.38651,84.2113,72.87245,72.87245,80.39265999999999,80.33875,39941,33124,41226,45900,38078
2000,Virginia Beach,1119468.0,VA,2005,82.36135999999999,83.89612,85.65694,89.23411999999999,78.52152,78.52152,78.80739,83.87728,41779,33594,41739,46412,40126
2000,Virginia Beach,1119468.0,VA,2006,81.07415999999999,83.71896,85.58964,88.95705,73.86372,73.86372,77.74188000000001,83.93873,43020,33665,41865,47096,41381
2000,Virginia Beach,1119468.0,VA,2007,82.85922,85.04028000000001,86.65974,86.07674,75.74153000000001,75.74153000000001,78.79633000000001,86.91496,42806,34185,42040,47472,41051
2000,Virginia Beach,1119468.0,VA,2008,82.07507,85.1473,85.33782,89.61643000000001,73.4071,73.4071,77.493,80.85605,42783,34277,42352,47803,40873
2000,Virginia Beach,1119468.0,VA,2009,80.66244,81.8545,82.88263,87.70148,73.58752,73.58752,77.70436,83.48695,44484,34801,42397,48130,42327
2000,Virginia Beach,1119468.0,VA,2010,82.29203000000001,83.54339,88.31903,84.00933,76.28199000000001,76.28199000000001,79.40156999999999,80.78823,44121,34994,42384,48050,41808
2000,Virginia Beach,1119468.0,VA,2011,82.92081,85.16469000000001,88.95638000000001,87.81306,74.40929,74.40929,81.56385,85.53,46169,33858,40516,47966,43796
2000,Virginia Beach,1119468.0,VA,2012,81.11966,85.66029,87.87269,91.30672,76.14905999999999,76.14905999999999,85.3316,84.1517,45903,34051,40142,47408,43529
2000,Virginia Beach,1119468.0,VA,2013,83.46181999999999,84.69049,86.89132,88.52056999999999,75.01736,75.01736,78.93421,84.83328,44894,35558,41067,47210,42450
2000,Virginia Beach,1119468.0,VA,2014,82.49922,82.74597,86.85043,86.33729,75.69674,75.69674,82.824,83.61746,43415,35385,40773,45448,40486
2400,Richmond,1040192.0,VA,2001,80.96934,79.62859,82.81394,82.51593000000001,73.87481,73.87481,79.99565,83.4892,48995,29417,34760,41620,47202
2400,Richmond,1040192.0,VA,2002,81.88634,82.32835,86.16676,85.00725,71.96189,71.96189,78.55499,78.65475,49547,30354,35753,43073,47688
2400,Richmond,1040192.0,VA,2003,81.1081,87.18873,82.30946,88.35519000000001,75.34873,75.34873,78.52011,83.66585,50983,31168,36694,43813,48782
2400,Richmond,1040192.0,VA,2004,79.43103,84.1349,82.58926,81.14716999999999,75.81273,75.81273,78.81837,81.30466,52045,31486,37872,44226,49766
2400,Richmond,1040192.0,VA,2005,77.16071,85.3063,84.6067,90.08828000000001,75.28782,75.28782,79.72914,81.74524,52887,32333,38111,45183,50832
2400,Richmond,1040192.0,VA,2006,83.57329,85.99589,84.73245,87.5949,76.38255,76.38255,78.98945,83.50816,54418,32709,38819,45518,51924
2400,Richmond,1040192.0,VA,2007,80.80013000000001,84.72274,85.24859000000001,90.19881,75.15875,75.15875,79.69142,81.61598000000001,55023,33202,39338,46353,52508
2400,Richmond,1040192.0,VA,2008,78.72015,87.84799,85.62086,91.17181,74.50879,74.50879,82.27399,85.22842,55863,33891,39547,46694,53254
2400,Richmond,1040192.0,VA,2009,80.69539,85.69771999999999,83.56654,86.94885,74.09673000000001,74.09673000000001,79.89837,84.86064,56932,34390,40706,47669,54078
2400,Richmond,1040192.0,VA,2010,82.68954000000001,87.73703,89.10396999999999,89.92345999999999,77.01694,77.01694,78.45184,85.65855,56860,35006,40428,47173,53940
2400,Richmond,1040192.0,VA,2011,84.61504000000001,87.7737,85.69133000000001,86.57441999999999,76.859,76.859,80.72355999999999,84.6394,56962,34488,39711,46648,53838
2400,Richmond,1040192.0,VA,2012,82.12862,83.20307,86.1737,88.75538,74.69383,74.69383,78.92464,79.83453,57535,34787,39222,46009,54010
2400,Richmond,1040192.0,VA,2013,82.68229000000001,86.65817,88.10345,85.90105,77.4832,77.4832,80.61079000000001,81.5266,55984,35903,40246,45764,52587
2400,Richmond,1040192.0,VA,2014,84.42928,86.96393,89.47939000000001,87.15033000000001,77.96223,77.96223,79.11508,83.61992,54397,35283,39896,44134,50590
3300,New Orleans,1381652.0,LA,2001,80.26228,85.48831,85.85313000000001,87.49672,75.87231,75.87231,77.59725,79.51236999999999,39031,54881,45870,40885,38148
3300,New Orleans,1381652.0,LA,2002,82.90302,84.36768000000001,81.28774,84.92941,75.91518,75.91518,78.3787,79.50883,37951,56325,46398,41013,37061
3300,New Orleans,1381652.0,LA,2003,84.124,83.35153000000001,82.49393,88.6009,74.98852,74.98852,78.40844,80.22259,38688,56160,46869,41211,37640
3300,New Orleans,1381652.0,LA,2004,82.52976,83.36513000000001,82.26205,87.49286,75.07858,75.07858,83.65755,82.41508,39427,56514,46992,41301,38549
3300,New Orleans,1381652.0,LA,2005,82.70416,84.37895999999999,86.44936,87.93139000000001,74.81992,74.81992,83.14766,83.76299,39986,55876,47429,41593,38849
3300,New Orleans,1381652.0,LA,2006,81.89412,85.16395,87.95119,85.39265,76.5211,76.5211,81.18125,83.07726,35734,52113,42825,37306,34950
3300,New Orleans,1381652.0,LA,2007,84.3498,84.61822,81.30641999999999,85.57836999999999,75.70329,75.70329,82.28183,86.31863,36280,49666,39317,35992,35470
3300,New Orleans,1381652.0,LA,2008,83.87955,87.81968,85.5519,81.90219,77.64275,77.64275,78.60191,87.03336999999999,36740,48372,38463,35091,35921
3300,New Orleans,1381652.0,LA,2009,83.88415,88.01491,83.76469,89.45735,75.70405,75.70405,81.99938,85.49746,39696,47187,40781,37014,38568
3300,New Orleans,1381652.0,LA,2010,83.97603000000001,85.07259,84.51281999999999,87.45905,76.37364000000001,76.37364000000001,80.95169,81.11726999999999,40141,46207,41147,37758,38883
3300,New Orleans,1381652.0,LA,2011,86.56497,87.45186,89.47870999999999,81.6608,77.72391,77.72391,81.1521,82.96561,40367,44666,41598,38608,38911
3300,New Orleans,1381652.0,LA,2012,80.14284,88.29276,88.36206,90.43732,75.57727,75.57727,80.8775,82.1034,41108,44921,41534,38390,39897
3300,New Orleans,1381652.0,LA,2013,84.6636,82.8613,87.18441999999999,84.75334000000001,77.86887,77.86887,82.32289,86.09565,39523,47700,42863,38240,38049
3300,New Orleans,1381652.0,LA,2014,83.62798000000001,84.93191999999999,87.23517,89.81775999999999,77.70563,77.70563,81.31426,84.50498,35046,46798,40848,36096,34843
3500,Baton Rouge,806561.0,LA,2001,81.94527,80.14966,84.85139000000001,89.89612,76.88,76.88,80.77759,83.09033000000001,24042,25213,25477,26288,23376
3500,Baton Rouge,806561.0,LA,2002,82.24824,82.21178,84.01420999999999,91.53333,74.04325,74.04325,80.12546999999999,83.40035999999999,23778,26272,25725,26834,22969
3500,Baton Rouge,806561.0,LA,2003,84.33259,84.61471,83.33963,86.58576,77.87236,77.87236,80.42214,83.74587,24280,26514,26169,27025,23508
3500,Baton Rouge,806561.0,LA,2004,83.8005,86.06625,86.97437,89.10817,76.46529,76.46529,79.80707,83.84081,24876,26970,26533,27212,24284
3500,Baton Rouge,806561.0,LA,2005,83.3879,82.04086,87.1813,91.02469,74.83204,74.83204,85.01483,80.4379,25233,27414,26928,27548,24495
3500,Baton Rouge,806561.0,LA,2006,82.86065,82.75384,87.18985,86.99561,78.00715,78.00715,78.86327,85.46089,26495,28984,28039,28100,25696
3500,Baton Rouge,806561.0,LA,2007,83.5374,86.34515,89.22935,81.39546999999999,78.24299,78.24299,82.24183000000001,87.50406,26760,30516,27773,28184,26191
3500,Baton Rouge,806561.0,LA,2008,84.17282,83.74525,85.61926,90.11743,77.27322,77.27322,83.20021,80.93473,28007,30069,27646,28988,27660
3500,Baton Rouge,806561.0,LA,2009,81.51559,86.20508000000001,87.25004,81.62905,75.83717,75.83717,78.65,83.69606,29617,29232,28272,29938,28930
3500,Baton Rouge,806561.0,LA,2010,84.73921,85.62989,86.44508,85.4181,77.61678,77.61678,82.44051,86.95345,31168,28410,28024,29774,30548
3500,Baton Rouge,806561.0,LA,2011,81.78789,85.08825999999999,86.66549,84.22012,74.39384,74.39384,80.23501999999999,87.2201,31505,28165,28026,29970,30703
3500,Baton Rouge,806561.0,LA,2012,82.15852,82.29523,90.64275,86.43845,73.74842,73.74842,80.59553000000001,84.39646,30935,29855,27564,29404,30383
3500,Baton Rouge,806561.0,LA,2013,81.06465,85.72998,87.22394,90.24067,74.8328,74.8328,77.08672,82.69006,30508,31164,28643,29547,29973
3500,Baton Rouge,806561.0,LA,2014,85.50278,85.99583,88.1074,92.1741,76.82218,76.82218,80.52866999999999,84.86484,28778,28410,27477,28631,28681
4200,Little Rock,630854.0,AR,2001,81.31526,88.52479,79.71536,87.59955,74.31063,74.31063,78.21104,77.05112,20120,21107,22966,22635,19017
4200,Little Rock,630854.0,AR,2002,81.65097,83.92759000000001,82.74627,87.53411,77.0398,77.0398,82.07218,80.31882,19627,22396,23604,22982,18588
4200,Little Rock,630854.0,AR,2003,80.43015,86.94327,87.59612,88.83986999999999,76.72399,76.72399,79.20832,75.43822,20056,22927,23823,23249,18923
4200,Little Rock,630854.0,AR,2004,80.95518,84.27325,88.35508,81.35091,74.92485,74.92485,82.6166,82.78725,20699,23044,24071,23340,19435
4200,Little Rock,630854.0,AR,2005,83.29914000000001,85.66845,84.67985999999999,88.27269,75.42685999999999,75.42685999999999,81.97225999999999,79.88785,21480,23008,23957,23491,20210
4200,Little Rock,630854.0,AR,2006,82.9394,86.17728000000001,83.73769,90.18284,73.2673,73.2673,78.32384,81.27834,21768,23665,24077,23583,20541
4200,Little Rock,630854.0,AR,2007,81.37393,80.57633,88.41014,83.66504,76.33426,76.33426,78.44234,85.62224,21900,23929,24063,23943,20741
4200,Little Rock,630854.0,AR,2008,82.46494,88.80068,86.30883,83.62687,74.89693,74.89693,79.36399999999999,82.01271,22023,24076,24412,24365,20818
4200,Little Rock,630854.0,AR,2009,79.61929,86.81789,87.54414,91.85921,76.02175,76.02175,79.71175,85.5255,22563,25197,24792,24938,21287
4200,Little Rock,630854.0,AR,2010,81.41561,87.1767,87.98561,87.30515,76.94811999999999,76.94811999999999,81.67545,82.58979000000001,22864,24429,24939,25030,21490
4200,Little Rock,630854.0,AR,2011,79.62701,86.58157,86.90031,91.88805,74.90105,74.90105,82.50166,85.04177,23587,23454,24911,25345,22072
4200,Little Rock,630854.0,AR,2012,78.30621,88.86474,90.48769,82.51514,75.17976,75.17976,78.16153,83.62374,23479,23290,24911,25377,22024
4200,Little Rock,630854.0,AR,2013,81.48955,81.80317,85.68945,87.14523,75.4063,75.4063,79.86248,88.23637,23138,23989,24906,25474,21524
4200,Little Rock,630854.0,AR,2014,79.64925,88.26955,85.35126,89.80213,76.99529,76.99529,83.48371,82.55651,22032,23830,24434,24253,20354
5202,Memphis,1154338.0,TN,2001,82.0731,84.58945,84.874,87.15819,75.07819,75.07819,76.06849,76.15899999999999,38959,38848,37695,35984,37815
5202,Memphis,1154338.0,TN,2002,82.39644,82.74633,86.30402,82.32263,76.31334,76.31334,77.46489,79.67661,38374,41407,38579,36203,37182
5202,Memphis,1154338.0,TN,2003,80.59085999999999,84.68485,85.49593,86.66391,73.68164,73.68164,81.49998000000001,80.04119,39404,42037,38889,36512,37941
5202,Memphis,1154338.0,TN,2004,82.62935999999999,83.84506999999999,81.52226999999999,89.12698,76.29698,76.29698,78.78789,80.8028,40374,42474,39544,36506,39132
5202,Memphis,1154338.0,TN,2005,81.28259,83.77153,85.85893,88.42339,73.17596,73.17596,78.36816999999999,79.86673,41260,42357,39967,36730,39956
5202,Memphis,1154338.0,TN,2006,84.23678000000001,80.44894000000001,86.81211,88.3223,76.49345,76.49345,79.33129,80.65621999999999,41052,43531,40731,37139,39662
5202,Memphis,1154338.0,TN,2007,82.13167,85.57834,84.96424,85.69171,75.9181,75.9181,78.78938000000001,80.81181,41170,44577,41270,36960,39752
5202,Memphis,1154338.0,TN,2008,82.21600000000001,81.79538000000001,84.14314,88.54209,75.77046999999999,75.77046999999999,80.38664,83.77455,40948,46814,41900,37288,39448
5202,Memphis,1154338.0,TN,2009,82.45881,83.36301999999999,85.60439000000001,91.08389,76.50251,76.50251,78.42913,83.64412,41099,47425,43007,38225,39335
5202,Memphis,1154338.0,TN,2010,81.60805,85.9631,83.25238,90.01292,75.23109000000001,75.23109000000001,80.00480999999999,81.46301,40560,48674,42805,38263,38474
5202,Memphis,1154338.0,TN,2011,83.07217,80.92274,86.04932,88.00652,76.31752,76.31752,80.36426999999999,84.3364,40029,47825,42581,38616,37641
5202,Memphis,1154338.0,TN,2012,79.65397,82.78559,81.7882,89.54257,74.25872,74.25872,81.09000999999999,81.40131,40079,49906,42571,38112,37625
5202,Memphis,1154338.0,TN,2013,83.42697,84.34384,88.17353,89.59818,73.8072,73.8072,79.79621,83.69225,39374,51146,43015,37572,36844
5202,Memphis,1154338.0,TN,2014,82.80714,87.2226,83.6837,90.51201999999999,75.7632,75.7632,79.18741999999999,82.05145999999999,37377,47569,41460,35813,34923
5600,Nashville,1246338.0,TN,2001,79.87701,81.45671,85.44442,85.3744,73.54385,73.54385,78.8362,83.07642,47853,39064,44529,47582,47031
5600,Nashville,1246338.0,TN,2002,82.64625,83.16178000000001,85.12595,86.98061,74.70953,74.70953,80.03423000000001,83.19538,47729,41264,46199,48428,46767
5600,Nashville,1246338.0,TN,2003,82.53133000000001,85.196,83.66596,89.29525,74.76416,74.76416,79.61907,82.89291,48049,42754,47472,49096,47115
5600,Nashville,1246338.0,TN,2004,79.16634,82.25836,87.23648,89.56544,77.34033000000001,77.34033000000001,80.57282,80.44783000000001,49689,43582,48385,50317,48451
5600,Nashville,1246338.0,TN,2005,82.85316,84.83254000000001,84.06004,88.01103,76.02889,76.02889,80.41811,81.45351,51254,44524,49045,51254,49917
5600,Nashville,1246338.0,TN,2006,82.20954,84.60493000000001,86.18141999999999,87.76751,75.94885,75.94885,79.43396,82.48865,52704,45259,49728,52348,51557
5600,Nashville,1246338.0,TN,2007,80.65051,84.02766,90.31152,88.603,75.02577,75.02577,80.37377,83.34921999999999,53851,46912,51156,53964,52341
5600,Nashville,1246338.0,TN,2008,82.87897,85.21358000000001,86.80625,83.76006,75.3028,75.3028,79.97492,83.71911999999999,55322,47940,52091,55058,53706
5600,Nashville,1246338.0,TN,2009,82.68764,83.87784,87.67921,86.13557,74.58691999999999,74.58691999999999,79.46375,84.64191,56858,50321,54347,56061,54878
5600,Nashville,1246338.0,TN,2010,79.37904,85.02705999999999,87.58273,89.25027,77.26283000000001,77.26283000000001,79.35455,86.25116,56112,51805,55020,56001,54125
5600,Nashville,1246338.0,TN,2011,83.09214,84.60328,85.23602,90.39556,76.46647,76.46647,80.42458,83.40628000000001,55029,52422,54965,56345,52745
5600,Nashville,1246338.0,TN,2012,80.78234,84.72836,87.57919,91.50610999999999,74.61233,74.61233,80.4769,85.97282,56669,52549,54819,56478,54337
5600,Nashville,1246338.0,TN,2013,80.2205,88.02625,89.14089,88.14676999999999,75.01495,75.01495,78.03491,82.67128000000001,57085,53537,55802,56706,54546
5600,Nashville,1246338.0,TN,2014,83.561,85.23021,89.18813,90.45204,77.29287,77.29287,80.3562,85.07582,55327,51493,54657,54684,52886
6700,Tampa,2395997.0,FL,2001,83.51055,85.4397,85.52636,91.21422,79.1252,79.1252,81.03703,83.9694,32577,66336,58322,50575,39864
6700,Tampa,2395997.0,FL,2002,84.25487,82.22143,87.72681999999999,85.96803,75.93972,75.93972,79.83582,79.22784,73655,102448,89003,76163,71821
6700,Tampa,2395997.0,FL,2003,82.52718,82.69731999999999,87.76935,89.39983000000001,75.79955,75.79955,79.21591,81.84227,75675,105855,91677,79229,73889
6700,Tampa,2395997.0,FL,2004,82.19301999999999,81.13753,87.26217,86.81862,76.91254,76.91254,80.65339,81.80704,78384,108703,94812,81489,76287
6700,Tampa,2395997.0,FL,2005,81.63958000000001,83.71282,86.59962,87.39954,75.11475,75.11475,79.95505,80.56936,81824,111129,97885,84335,79824
6700,Tampa,2395997.0,FL,2006,83.11145,86.94315,87.77329,87.69155,75.04852,75.04852,79.88535,83.50538,85213,113345,99871,86318,83089
