cz,czname,pop2000,fips,statename,stateabbrv,le_raceadj_q1_F,le_raceadj_q2_F,le_raceadj_q3_F,le_raceadj_q4_F,le_raceadj_q1_M,le_raceadj_q2_M,le_raceadj_q3_M,le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
14100,Fort Wayne,557161.0,18,Indiana,IN,81.26856,84.65659000000001,85.97295,88.02254,75.92220999999999,80.26916999999999,82.62608,85.15504,303922,381814,429421,294844,274548,389127,430409,274439
14200,Indianapolis,1507346.0,18,Indiana,IN,80.56059,83.56593000000001,85.61163,87.40718000000001,74.64558000000001,79.12956,82.59408,84.74501,827962,996606,1088187,1156925,740594,893634,1060223,1131208
14300,Columbus,163284.0,18,Indiana,IN,80.86072,83.73975,85.95255,86.51012,74.33492,79.12765,81.935,83.68366999999999,99798,122611,125048,78584,93734,128181,124744,74807
14400,Terre Haute,261832.0,18,Indiana,IN,79.01801,83.2282,84.82433,87.92015,74.0073,79.63747,82.54066,84.6454,159833,173949,182895,102363,145062,183423,179948,93315
14500,Lafayette,347966.0,18,Indiana,IN,80.6039,83.67426,85.71019,87.88348,74.21845,79.87358,82.7701,84.98029,185269,213081,239713,158502,163662,225220,238481,145412
14600,Bloomington,280923.0,18,Indiana,IN,81.43871999999999,85.24558,85.57724,87.88203,75.51919000000001,80.04818,82.42811999999999,84.2252,156826,179156,181824,120523,148566,184319,180457,110703
14700,Evansville,388604.0,18,Indiana,IN,81.71263,84.00608000000001,85.49158,86.99535,74.75398,80.12425,83.26608,84.55391999999999,219510,262475,312443,212157,195825,277104,315527,198912
14801,Olney,55642.0,17,Illinois,IL,81.37128,84.45827,85.3004,87.09206,75.44037,80.15913,83.98891,86.64402,38665,41510,39833,17168,35031,45840,38371,14896
14802,Vincennes,54708.0,18,Indiana,IN,79.45038000000001,84.80543,87.1785,86.97394,73.88429000000001,78.73467,83.38736,83.29164,35449,36142,35939,19938,31417,37983,34927,17663
14900,Gary,675971.0,18,Indiana,IN,80.67679,83.06069000000001,85.09308,86.12276999999999,74.18486999999999,78.32146,81.36596,83.12392,385419,408716,511393,415561,292335,388831,540849,397761
15000,Canton,700866.0,39,Ohio,OH,82.421,85.14935,86.90396,88.04527,76.50277,81.11952,83.30594,85.2273,475253,561088,493249,259839,416196,588798,476704,236662
15100,Lorain,423702.0,39,Ohio,OH,81.03979,83.68704,84.94353000000001,87.5834,74.6311,80.16168,82.46136,85.31513000000001,258025,336597,341288,220728,217586,336359,345502,207996
15200,Cleveland,2661167.0,39,Ohio,OH,81.7887,84.2692,86.09431,87.87293000000001,76.01569,80.38147,83.15348,85.64439,1574813,1939279,1821258,1473627,1408557,1764518,1729221,1395754
15300,Parkersburg,202967.0,54,West Virginia,WV,81.24553,84.07677,86.09192,87.133,76.05291,81.32954000000001,82.71722,85.67773000000001,150800,153010,143043,77580,137896,160892,139813,70696
15400,Zanesville,188410.0,39,Ohio,OH,81.58627,84.60913000000001,85.30546,87.55811,76.17945,80.59339,83.06492,84.25145,150351,151015,120897,48947,138097,162937,116873,43609
15500,Weirton,132008.0,39,Ohio,OH,81.80075,84.10001,84.9451,86.21731,74.1737,79.79244,81.68202,81.98813,98638,99694,98980,41925,85629,108513,101043,36957
15600,Wheeling,195637.0,54,West Virginia,WV,81.29536,83.81867,85.46673,86.93111,75.56871,80.3764,83.19513,84.64815,148737,137020,128960,66645,130764,146750,130599,59785
15700,Scioto,225682.0,39,Ohio,OH,81.90265,84.24309000000001,84.88641,87.71484,75.32058,78.82178,82.18499,82.56815999999999,158529,159696,127931,57402,148179,164189,128136,52323
15800,Athens,142321.0,39,Ohio,OH,82.39,83.89359,86.33071,87.11708,76.73531,80.23045,82.85661999999999,83.99864000000001,97138,94947,77526,38871,93845,97216,77420,34805
15900,Columbus,1663807.0,39,Ohio,OH,80.91113,84.20049,85.61155,87.83695999999999,75.44338,80.05405,82.89868,85.17272,893461,1213957,1191495,1054966,866874,1096326,1120997,1028191
16000,Mansfield,326186.0,39,Ohio,OH,81.88963000000001,84.61048000000001,86.97556,87.13773,75.43703000000001,80.33733000000001,82.73132,84.58285,214715,259114,218621,106315,190246,269575,213689,96607
16100,State College,310658.0,42,Pennsylvania,PA,83.32287,85.15637,87.58529,88.81306,76.81058,82.27301999999999,84.11813000000001,85.69685,168371,205673,205798,128080,160658,229687,201126,118909
16200,Altoona,411749.0,42,Pennsylvania,PA,83.25998,85.13035,86.77156,88.06773000000001,76.88974,81.47729,84.44829,85.7044,285046,315573,288897,132327,272337,351902,274196,120308
16300,Pittsburgh,2561364.0,42,Pennsylvania,PA,81.95299,84.83601,86.16659,87.66544,75.94270999999999,80.65769,83.41439,85.30457,1442672,1748330,1896771,1552245,1317044,1689995,1815294,1456654
16400,Youngstown,809682.0,39,Ohio,OH,82.2273,84.75299999999999,86.3446,86.92013,75.9326,80.43468,83.44619,84.61206,549521,614380,556350,296272,470907,625625,540891,270241
16500,Erie,659098.0,42,Pennsylvania,PA,82.03786,84.82948,86.45628,87.96271,76.25435999999999,81.19379,82.83399,85.09576,420718,461687,464579,246092,390629,497183,451231,223650
16600,Roanoke,468038.0,51,Virginia,VA,81.57983,85.25417,86.60895,87.94128,75.69411,80.07807,83.49342,85.43799999999999,294806,333539,331848,236991,276465,320690,317219,217513
16701,Elkins,60271.0,54,West Virginia,WV,82.73155,83.87657,86.84347,87.88716,77.81494,80.66572,83.25049,83.81831,52140,45817,32786,13297,52990,49707,31901,12216
16702,Morgantown,259942.0,54,West Virginia,WV,82.11686999999999,85.05769000000001,86.4545,87.52531,76.35024,80.98993,83.60869,84.67863,170788,169649,160568,108938,164000,173354,158253,102542
16703,Buckhannon,40323.0,54,West Virginia,WV,82.25854,85.64969,85.38134000000001,88.62948,78.32616,81.4296,84.15182,82.54874000000001,33541,30215,24553,10885,32789,32601,24027,9711
16801,Beckley,174251.0,54,West Virginia,WV,82.22679000000001,84.31704,86.99413,86.1272,77.00401,80.00397,83.5035,84.72951,134758,114338,95656,49514,128418,117483,93126,45736
16802,Summersville,58143.0,54,West Virginia,WV,82.71658000000001,83.51605,84.50756,86.75201,77.11012,83.11265999999999,83.35112,87.49483000000001,46680,36107,28399,11241,45777,40866,28332,10566
16901,Charleston,347345.0,54,West Virginia,WV,80.81466999999999,83.9869,85.61622,86.53586,74.73293000000001,80.32741999999999,82.61278,84.82473,242861,234468,217601,152137,226951,223328,219157,145261
17000,Pikeville,204354.0,21,Kentucky,KY,81.86731999999999,82.96837,84.91832,83.93316999999999,76.01355,79.09286,82.16032,84.07046,146982,104672,89095,43849,140403,108457,92331,43006
17100,Huntington,344380.0,21,Kentucky,KY,81.93401,84.06461,85.226,87.00506,75.46809,80.34348,82.89126999999999,85.02488000000001,249242,224066,195440,115502,228608,220863,192188,108065
17200,Harrisonburg,174641.0,51,Virginia,VA,82.77320999999999,85.64532,86.80506,88.27206,77.25084,81.49093,83.79663000000001,86.45603,114122,132441,125857,76736,110687,143956,120225,69501
17300,Staunton,188559.0,51,Virginia,VA,82.06748,84.76008,86.06511,87.80785,76.01446,81.07269000000001,83.45411,86.41264,131196,152404,148715,88499,119923,155604,142689,76670
17400,Hagerstown,408535.0,42,Pennsylvania,PA,81.55851,84.37491999999999,86.48953,87.45806999999999,75.20768000000001,80.4834,83.35246,84.90508,250025,318532,351018,236435,231252,336773,346985,220979
17501,Cumberland,155822.0,24,Maryland,MD,82.63181,85.23225,87.44418,87.86097,76.86909,81.94086,83.30391,86.1118,112466,112581,103976,49840,104257,118261,101489,44181
17502,Winchester,115649.0,51,Virginia,VA,80.71323000000001,84.80683,84.63754,87.68921999999999,75.35288,79.80455,82.34644,86.00356,73622,88943,94988,84137,72109,91545,93067,80464
17600,Charlottesville,273489.0,51,Virginia,VA,82.27348,84.59164,86.29523,88.57475,77.0505,81.01314,83.93842,86.61887,157291,192579,206445,212048,144567,172160,190317,196055
17700,Syracuse,1080612.0,36,New York,NY,81.65285,84.6237,86.38937,88.2639,76.8265,80.53008,83.56869,86.0723,592845,718776,761885,586816,568899,696898,735859,553018
17800,Oneonta,161132.0,36,New York,NY,82.15133,84.05894,87.07903,87.9492,77.92296999999999,81.59433,83.8565,84.84411,110399,118209,107351,59631,109431,120831,100833,53262
17900,Union,294558.0,36,New York,NY,82.49805,83.8987,86.61761,87.97849000000001,76.59306,82.05051,84.26385,86.14024,178172,209599,210742,150061,176753,208812,200038,139703
18000,Buffalo,2369699.0,36,New York,NY,82.2552,84.52415,86.23994,87.78820999999999,76.55445,80.62665,83.51023,85.77155,1270633,1542411,1741793,1424980,1155567,1458552,1692547,1341970
18100,Elmira,346894.0,36,New York,NY,82.56428000000001,83.78956,86.75273,89.03471,77.34206,81.35449,84.33511,86.13490999999999,199189,228767,229148,164872,192139,232743,219718,152376
18201,Olean,197898.0,36,New York,NY,82.25156,83.8556,86.37418000000001,88.17876,76.1759,81.52185,82.84769,85.76932,127365,139835,132547,58384,121178,153303,130344,52562
18202,St. Marys,41086.0,42,Pennsylvania,PA,82.464,84.2916,87.75809,87.54042,75.19891,81.14274,84.9487,85.9831,22622,31547,34912,13599,20933,38283,35068,12725
18300,Watertown,250613.0,36,New York,NY,82.51608,85.00636,86.19199,87.57002,76.73584,80.75990999999999,83.60311999999999,86.11308000000001,147098,157652,154598,83801,140900,169673,152166,78410
18400,Plattsburgh,169879.0,36,New York,NY,82.82526,84.24245,87.16684000000001,88.70149,77.64480999999999,80.87682,84.18496,84.71754,102551,114449,117499,70011,100598,119107,116919,64373
18500,Amsterdam,110160.0,36,New York,NY,81.5566,84.14308,86.48248000000001,87.89204000000001,76.563,80.75945,83.47366,86.0019,77204,84894,80145,43993,76224,89022,77574,39680
18600,Albany,1061509.0,36,New York,NY,81.69102,84.19162,85.96152,87.6753,76.23679,80.25446,83.56538,85.81602,542265,711132,802966,780211,536916,666532,780570,739385
18700,Sunbury,191962.0,42,Pennsylvania,PA,82.75215,86.37235,86.67447,89.02023,75.64746,80.72001,83.3982,85.29545999999999,117371,144639,143404,74434,108489,158706,137243,67471
18800,Scranton,857487.0,42,Pennsylvania,PA,82.17009,84.45525,86.05725,87.39913,75.58444,79.77979,82.72563000000001,84.30698000000001,551244,624373,665235,433264,523202,659240,646323,405816
18900,Williamsport,227275.0,42,Pennsylvania,PA,82.35029,85.46803,85.95795,89.20164,76.47025,80.83029,83.46661,84.35902,148516,163853,163372,84801,135722,182901,156894,76799
19000,Allentown,637958.0,42,Pennsylvania,PA,82.24699,84.87164,86.72013000000001,88.46866999999999,75.64206999999999,80.66093000000001,83.33241,85.61213000000001,356876,448442,534047,474829,324121,460406,528176,454618
19100,Reading,1114959.0,42,Pennsylvania,PA,81.92712,85.07284,86.79118000000001,88.54588000000001,75.85576999999999,80.85683,83.79874000000001,85.39869,590495,781680,942013,664094,537403,836994,935642,619373
19200,Harrisburg,1051424.0,42,Pennsylvania,PA,81.75546,85.01366,86.51303,87.88094,75.83329,80.35963000000001,83.07998,85.4084,554287,785887,953836,727925,515106,804705,941197,678188
19300,Poughkeepsie,873232.0,36,New York,NY,82.156,83.93319,86.20248000000001,87.96303,77.1232,80.10750999999999,82.7572,85.20828,430895,517338,633853,742519,408979,484409,628250,728545
19400,New York City,11800000.0,36,New York,NY,83.99923000000001,84.47009,85.39409,87.61534,79.5093,80.69193,82.41176999999999,85.48257,7538487,6492353,5559064,7526429,7177432,5576664,5017702,7245907
19500,Toms River,1126217.0,34,New Jersey,NJ,82.32766,83.36941,85.74793000000001,87.21744,76.43762,79.58285,82.22919,84.75775,490003,613874,828782,1285196,428848,532296,779140,1254619
19600,Newark,5822286.0,34,New Jersey,NJ,83.24651,84.30553,85.15243000000001,87.43571,78.18097,80.36192,82.22336999999999,85.15913,2835606,3065521,3446848,5832748,2711195,2819207,3179728,5727997
19700,Philadelphia,5602247.0,42,Pennsylvania,PA,81.42437,83.94914,85.47379000000001,87.51805,76.05439,79.49719,82.13324,85.31365,2780514,3393930,3651213,4600275,2595287,2938363,3393618,4410236
19800,Wilmington,586216.0,10,Delaware,DE,81.19448,84.00995999999999,85.59454000000001,87.81039,75.21639,79.49812,82.41854000000001,85.14365,276174,374276,423517,510380,250330,323119,406493,496379
19901,Dover,439269.0,10,Delaware,DE,81.91504,83.99512,86.22903000000001,87.2571,76.18061999999999,80.50690999999999,82.77605,84.98991,339342,342497,340150,255259,301646,321180,314699,227001
19902,Easton,154018.0,24,Maryland,MD,81.39571,83.46337,85.64865999999999,88.14225,77.32584,79.44171999999999,82.06286999999999,85.59589,102887,110474,117037,123173,90871,103387,111091,112441
19903,Chincoteague,51398.0,51,Virginia,VA,81.523,85.1834,85.13268000000001,86.94435,75.98669,82.17358,82.01289,83.72277,48725,32803,24269,16133,40232,31937,22218,13789
20001,Bangor,289843.0,23,Maine,ME,83.55318,85.43757,86.64952,88.08327,77.63453,81.10361,84.81033000000001,86.41306,225112,239672,215636,125009,211744,238070,200945,111190
20002,Calais,33941.0,23,Maine,ME,82.81055,84.34789,87.10789,84.3079,77.82538000000001,79.42931999999999,82.96708000000001,83.58941,33232,26698,19622,7914,31613,26615,18181,6463
20003,Presque Isle,73938.0,23,Maine,ME,82.70345,84.40952,86.91529,89.93486999999999,77.43863,82.40463000000001,85.34886,86.85772,59752,59439,49545,19340,59002,62875,47167,17557
20100,Portland,690459.0,23,Maine,ME,83.1235,85.30768,87.16313000000001,88.66744,77.61658,81.81096,83.90896,86.84946,457646,540758,547862,385355,435215,531755,519143,355509
20200,Burlington,321496.0,50,Vermont,VT,83.29198000000001,85.76174,86.74225,89.08915,77.84265,81.10976,84.79767,86.38035,173237,227120,264090,224660,175185,229612,255233,212356
20301,Berlin,95549.0,50,Vermont,VT,82.30939000000001,85.38358000000001,86.86537,90.02042,77.96607,82.34532,84.14366,86.16037,77902,81415,70890,31167,77199,89395,66382,27430
20302,Claremont,265884.0,50,Vermont,VT,82.42825,84.88332,86.97443,89.32523,78.19013000000001,82.20059,84.44023,86.28952,162363,215696,226083,168191,161985,217067,213806,151129
20401,Providence,1582997.0,44,Rhode Island,RI,83.11413,85.31316,86.72527,88.09128,77.13535999999999,80.81187,83.28602,85.56218,832508,985422,1125428,1095125,755770,948814,1079077,1049253
20500,Boston,4974945.0,25,Massachusetts,MA,83.00765,84.41471,86.16884,88.04552,78.08818000000001,80.7305,83.19408,85.85268,2119542,2709135,3296102,4871455,2041975,2491998,3061956,4701246
20600,Manchester,1193391.0,33,New Hampshire,NH,82.61546,85.04871999999999,86.76184,87.83894000000001,77.16698000000001,81.05346999999999,83.21257,86.01944,599896,848199,1028284,1074527,568724,827248,1027538,1054899
20700,Keene,118041.0,33,New Hampshire,NH,83.01831,85.81911,85.04813,86.84908,77.11843,81.63376,83.68039,85.55315999999999,74406,95900,97653,68986,72403,93650,93227,63690
20800,Springfield,680014.0,25,Massachusetts,MA,82.65208,84.66091,86.74821999999999,88.11325,77.33637,80.77995,83.40168,86.30425,350076,440516,496187,419073,321222,419609,477410,384806
20901,Bridgeport,3405565.0,9,Connecticut,CT,82.55695,84.57597,86.28326,88.11446,77.37029,80.64676999999999,83.23411999999999,86.01674,1434310,1913025,2419573,3500466,1368737,1743518,2275935,3358897
20902,Pittsfield,171947.0,25,Massachusetts,MA,83.89246999999999,85.37556,87.05788000000001,88.82667,78.60343,81.18353,84.81595,86.09035,104649,124071,128220,102480,100082,118819,120760,91698
21001,Ashland,47701.0,55,Wisconsin,WI,82.13423,85.31299999999999,87.92576,83.71966,77.17826,82.27812,83.66293,86.37366,34105,38073,37710,16345,35641,43461,36020,14406
21002,Houghton,47063.0,26,Michigan,MI,82.80733000000001,83.90377,88.48342,88.05196,76.86678,81.92954,84.30029,83.59629,27431,30963,28424,14081,27795,33611,27099,12697
21003,Ironwood,32049.0,26,Michigan,MI,81.13769,86.84418000000001,83.97707,91.06198,77.12348,79.55315,83.62256,82.39073,23641,23910,20613,8214,25277,27349,18699,7160
21004,Rhinelander,67833.0,55,Wisconsin,WI,81.85565,85.33192,86.06656,88.81569,76.84076,83.10852,84.42886,86.97466,50911,55824,55951,33551,51816,59107,51967,28848
21101,Rice Lake,92542.0,55,Wisconsin,WI,83.53484,84.23964000000001,86.76481,87.1427,78.29881,81.10504,84.29021,85.88359,70801,76973,73222,35206,73956,83549,68166,31193
21102,Amery,56993.0,55,Wisconsin,WI,82.74348,84.97542,86.23383000000001,88.12774,77.06549,81.05923,83.64001999999999,85.90671,37393,44541,49239,26682,36787,49885,49783,23929
21201,Hutchinson,72898.0,27,Minnesota,MN,84.30845,84.85944,87.57336,89.54038,76.33643000000001,82.01623000000001,86.71712,86.1574,32718,50633,65800,34349,32176,56184,66656,31120
21202,Redwood Falls,33969.0,27,Minnesota,MN,82.01398,85.36694,87.64196,85.92121,78.21406,81.68878000000001,83.07656999999999,84.51437,16527,23611,26988,13993,18378,27644,25683,12403
21301,Mankato,149925.0,27,Minnesota,MN,82.88728,86.03487,87.97225,88.11679000000001,77.63073,82.21323000000001,84.78063,87.34289,66885,99481,130525,80767,66648,109676,131798,73820
21302,Owatonna,109871.0,27,Minnesota,MN,83.14825,85.29329,87.20589,88.77979,78.8972,82.63349000000001,84.99871999999999,86.23933000000001,44794,70849,99057,67611,43475,77444,101756,62631
21400,St. Cloud,254139.0,27,Minnesota,MN,83.62639,85.84454000000001,87.58215,88.81173000000001,78.19717,82.56866,85.15261,85.4548,117033,170694,232808,162309,115833,186925,239806,156883
21501,Minneapolis,2904389.0,27,Minnesota,MN,81.762,84.67765,86.73156,88.23239000000001,77.37859,81.15867,83.90913,86.3989,1042706,1696719,2241666,2796513,1088032,1581401,2201620,2722881
21502,Pine City,41526.0,27,Minnesota,MN,81.6116,83.57223,86.24982,87.23807,77.76631,82.87365,82.36165,83.37023,29309,32560,30281,12382,29136,35154,29975,10823
21600,Brainerd,141542.0,27,Minnesota,MN,83.73721,86.12103,87.2276,88.04808,77.95673000000001,81.23299,84.73340999999999,85.83622,103116,110433,111744,65959,99415,114997,108590,58236
21701,Rochester,228867.0,27,Minnesota,MN,83.23504,86.57478,88.38364,89.49786999999999,78.08606999999999,82.20778,85.44849,86.83304,93461,147013,202995,191456,90594,141143,199832,181210
21702,Austin,71187.0,27,Minnesota,MN,82.45904,87.05484,88.19113,90.1874,78.63599,82.0162,85.89761,86.11332,37483,48935,53862,27752,37847,56028,51857,24102
21801,Mason City,78179.0,19,Iowa,IA,81.64536,85.93993,86.25662,89.22868000000001,75.74954,83.39371,84.44904,85.33596999999999,43793,58475,62363,30894,41133,63562,59330,26911
21802,Decorah,72111.0,19,Iowa,IA,83.43688,87.96513,87.89291,88.25039,78.55632,82.60466,84.45016,84.3985,36726,52182,57194,24923,38342,59081,54116,21622
21900,Marshalltown,113442.0,19,Iowa,IA,82.42336999999999,84.53278,86.48132,88.11075,75.32893,80.38068,83.40518,85.6343,56078,81951,94579,50277,55519,89792,91960,43969
22001,Waterloo,222112.0,19,Iowa,IA,82.31296999999999,84.74319,86.75984,88.88866,76.87899,81.41765,83.66837,85.50213000000001,109815,147154,169583,103683,100348,157105,167505,92938
22002,Iowa Falls,29516.0,19,Iowa,IA,82.08874,86.32381,86.39649,90.02299000000001,77.31501999999999,83.51183,83.23338000000001,88.6094,15986,22169,23426,9930,15555,25220,21606,8459
22100,Iowa City,203768.0,19,Iowa,IA,82.13824,84.78419,87.23066999999999,87.3212,77.52544,81.29691,83.52116,86.05048000000001,82175,122919,153899,130429,84525,124749,150409,120782
22200,Cedar Rapids,252901.0,19,Iowa,IA,82.29613,85.03631,86.34926,89.02722,76.2206,80.92036999999999,84.20854,85.6668,111656,165468,214158,172921,105248,167127,214650,165094
22300,Ottumwa,142385.0,19,Iowa,IA,82.62947,85.50133000000001,86.4203,87.98416,77.32329,81.94256999999999,82.87626999999999,85.48676999999999,84630,101262,105676,51695,82579,111156,101960,45945
22400,Sheboygan,195533.0,55,Wisconsin,WI,81.91425,85.39726999999999,87.27863,87.07034,76.05365,80.63994,83.50268,85.25922,83505,132981,194011,105745,77000,154418,196406,97504
22500,Appleton,549651.0,55,Wisconsin,WI,81.84055,85.26562,86.82240999999999,87.87437,75.85919,81.03308,83.75714,85.85726,249870,365288,521000,337297,230274,401397,528876,319062
22601,Green Bay,310560.0,55,Wisconsin,WI,82.01625,85.84177,86.96973,87.94230999999999,76.93805,81.70583,84.58582,85.23885,148541,209657,275992,198687,144519,223064,274967,188220
22602,Shawano,65966.0,55,Wisconsin,WI,82.70384,84.99535999999999,86.33035,88.008,78.24589,82.03008,84.77131999999999,86.1493,42058,48742,48882,19370,41078,53054,47064,17379
22700,Wausau,370092.0,55,Wisconsin,WI,82.88188000000001,86.01341,87.9747,88.6228,77.18274,82.13145,84.13848,86.57968000000001,185999,255687,326640,183200,183723,286442,324077,169601
22800,Eau Claire,305307.0,55,Wisconsin,WI,82.61059,85.98356,87.51534000000001,87.95515,77.99920999999999,82.27332,84.89564,85.61265999999999,156800,208738,248216,140115,159576,228859,243178,129497
22900,La Crosse,220109.0,55,Wisconsin,WI,82.42285,85.28139,86.16775,89.16969,76.42121,81.32035,84.14793,86.06551999999999,122587,155689,183061,104287,123525,167847,178375,95766
23000,Monroe,116624.0,55,Wisconsin,WI,81.68330999999999,85.68205,87.60635,88.00085,77.8812,82.37524,85.1082,85.79547,68380,91281,99809,48917,68911,100099,96694,44524
23100,Madison,590755.0,55,Wisconsin,WI,81.44183000000001,85.23909,86.88755,88.40448,76.84836,81.47961,83.94807,86.09366999999999,237792,379450,497029,492686,252361,367065,486085,465486
23200,Dubuque,163189.0,19,Iowa,IA,82.86678,86.10797,87.73186,87.59081,77.92582,81.54321,84.45555999999999,85.46928,89576,120563,138433,72813,87078,131558,134642,64902
23301,Charleston,101161.0,17,Illinois,IL,79.87154,84.14237,85.97071,88.445,74.82465,81.21965,82.33674,84.53236,56532,63732,67176,36385,51864,68464,64429,32006
23302,Douglas,101195.0,17,Illinois,IL,81.97010999999999,85.00749,86.35927,87.6074,75.13606999999999,79.99863,83.0374,85.52989000000001,63424,72133,74087,37154,58937,79427,71467,33908
23400,Bloomington,206909.0,17,Illinois,IL,79.6529,83.48371999999999,85.46236999999999,86.90245,74.49316,79.45689,82.17862,85.4557,81712,112012,149854,159360,74373,106828,151337,151952
23500,Decatur,382083.0,17,Illinois,IL,80.76389,84.66849,86.24408000000001,88.0256,75.36573,79.91734,83.00052,86.06726,192971,230997,265367,206443,170681,230902,263451,187548
23600,Burlington,136489.0,19,Iowa,IA,82.96883000000001,85.42775999999999,86.45625,87.78474,76.30138000000001,80.23893000000001,83.3742,84.3807,83090,97623,104911,47470,76262,109690,101957,41168
23700,Galesburg,145734.0,17,Illinois,IL,81.7897,84.2125,85.55675,87.15446,75.6942,80.8783,82.34785,85.68406999999999,87912,94483,96699,50469,76568,102427,93330,43807
23801,Davenport,382351.0,17,Illinois,IL,81.14835,84.40262,86.12615,87.30376,75.83984,80.06574,82.78474,85.26247,211533,247758,298867,237898,188614,258936,297623,221292
23802,Clinton,70445.0,19,Iowa,IA,81.56224,85.33230999999999,86.47842,87.78714000000001,75.3491,81.15179,82.61564,85.73021999999999,42695,49254,57309,27489,38528,53806,58246,24691
23900,Peoria,529703.0,17,Illinois,IL,80.13431,83.88324,85.59886,87.41056999999999,74.97548,79.75825999999999,82.41425,84.77609,280248,327270,409165,331054,238964,337278,415712,311253
24000,Kenosha,584474.0,55,Wisconsin,WI,80.71106999999999,84.49379,85.74808,87.53896,75.4728,79.91225,82.67569,84.67106,289681,373810,481165,381325,269638,377947,493969,361583
24100,Milwaukee,1660659.0,55,Wisconsin,WI,81.39199,84.32432,85.71133,87.72896999999999,75.71119,80.16197,83.01131,85.30809,750482,991802,1262563,1223239,705921,937570,1237514,1159588
24200,Bourbonnais,135167.0,17,Illinois,IL,81.30530999999999,83.7835,85.11333,86.11851999999999,75.84603,79.30686,82.27435,85.83801,80516,89140,101791,65040,70544,87720,101983,59842
24300,Chicago,8183799.0,17,Illinois,IL,82.66121,83.90391,85.1144,87.12228,77.91198,79.80946,81.99055,84.56777,4005225,4450654,4854907,6360984,3793854,3968939,4600655,6173581
24400,Rockford,622573.0,17,Illinois,IL,81.04049,84.06196,85.34058,87.55694,75.63575,80.44872,82.74665,85.08466,334387,410821,499741,366184,298785,425471,507805,340720
24500,Rolla,111509.0,29,Missouri,MO,81.27684,83.82225,84.77405999999999,88.66301999999999,75.86085,79.28692,84.2278,85.39735999999999,80109,74855,65334,31741,74249,78579,63556,28863
24600,Farmington,137456.0,29,Missouri,MO,80.8364,84.00529,86.31,86.63931,74.5239,79.61272,83.20470999999999,82.20206,104362,96943,87360,36418,94533,105764,86952,32865
24701,St. Louis,2325609.0,29,Missouri,MO,81.22771999999999,83.92688000000001,85.81653,87.64428000000001,75.49485,79.60056,82.44572,84.97064,1253132,1481779,1626769,1742849,1098229,1286771,1575385,1671381
24702,Mexico,37989.0,29,Missouri,MO,81.28368,85.74059,87.18141,87.89433000000001,74.77048,80.85256,82.30283,84.91258,26103,27660,25055,10213,24905,29810,23738,8989
24801,Jacksonville,84748.0,17,Illinois,IL,81.04098,84.34125,85.53092,87.73598,75.28986,79.69771999999999,81.37305,82.94665,49162,58714,60172,30657,46010,62728,58552,26692
24802,Springfield,267992.0,17,Illinois,IL,79.44143000000001,83.65671,85.0926,87.4358,74.68959,79.33806,81.90138,84.7766,134382,181371,214989,185735,124975,161288,205447,168462
24900,Edwardsville,382997.0,17,Illinois,IL,80.72780999999999,83.94464,85.36288,86.46924,74.71819,79.62346,82.18423,84.29533,209368,247900,300435,225376,181420,251731,304285,210471
25000,Quincy,152421.0,17,Illinois,IL,81.69815,85.49178,86.58448,89.0015,75.95886999999999,81.30258,83.20139,85.23109000000001,96466,106393,106993,52214,84367,112966,103638,45833
25101,Mountain Home,64068.0,5,Arkansas,AR,81.24517,85.66232,87.43486999999999,87.18355,76.45661,80.37553,79.72958,83.15315,63455,52026,33721,16294,58812,46988,27095,13986
25102,West Plains,90551.0,29,Missouri,MO,83.67667,84.97605,86.21483,88.92638000000001,77.6011,81.29921,82.25148,83.70455,90696,65529,38364,14608,86356,64958,34906,12776
25103,Harrison,76174.0,5,Arkansas,AR,82.77586,84.77188000000001,85.75824,88.18025,78.32224000000001,82.21038,82.81667,83.9025,77113,60001,38228,17711,76028,58033,33739,15609
25104,Heber Springs,51737.0,5,Arkansas,AR,83.32401,84.19866999999999,83.79701999999999,88.74816,76.44475,80.62572,82.19434,83.97768,48604,37579,26026,12596,45970,37064,23118,10563
25105,Batesville,64601.0,5,Arkansas,AR,81.94530999999999,84.5418,85.25140999999999,87.72014,76.2085,79.94245,82.15023000000001,83.476,62078,48623,32926,14654,57636,48321,30457,13326
25200,Henderson,151629.0,21,Kentucky,KY,80.08700999999999,83.25148,85.335,86.88378,74.28706,79.53075,82.87085,84.01201,108664,104805,103362,54852,98103,109185,101825,49724
25300,Union City,117387.0,47,Tennessee,TN,81.63396,83.81568,85.61839,86.9278,75.50816999999999,79.70158,82.13441,83.6861,86660,76528,69383,34101,80205,81534,68410,30505
25401,Paducah,138654.0,21,Kentucky,KY,81.36365,84.13297,85.84504,87.89963,75.02515,79.7123,82.81062,84.77534,101541,93062,92724,64633,88264,93380,93853,59947
25402,Murray,34177.0,21,Kentucky,KY,82.82052,83.4605,87.0767,89.11714,75.23456999999999,79.41292,82.78284000000001,84.60883000000001,22736,22235,19896,12266,20262,21576,18759,10764
25500,Centralia,141040.0,17,Illinois,IL,80.91566,84.36067,86.92981999999999,87.1087,75.29424,80.81981,82.89452,84.99474000000001,85350,94301,105879,58877,76462,102181,103980,53748
