cz,czname,pop2000,fips,statename,stateabbrv,le_raceadj_q1_F,le_raceadj_q2_F,le_raceadj_q3_F,le_raceadj_q4_F,le_raceadj_q1_M,le_raceadj_q2_M,le_raceadj_q3_M,le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
33400,Longview,289849.0,48,Texas,TX,82.13169,84.10084,85.28725,87.09084,75.3212,79.63741,82.70019,84.32746999999999,224192,180795,172610,121948,180248,190688,177690,112751
33500,Texarkana,235988.0,48,Texas,TX,81.17331999999999,83.7532,84.7857,87.23798000000001,76.13428,79.13449,81.34413,84.1603,190387,148049,134172,83384,156171,150270,136410,75309
33601,Lawton,171610.0,40,Oklahoma,OK,80.29881999999999,83.59954,84.50954,85.12723000000001,74.15424,79.1911,82.40462,85.0946,116919,104568,102053,66714,97751,105380,102715,61227
33602,Altus,48010.0,40,Oklahoma,OK,81.17671999999999,82.25652,85.09736,88.79224,76.26353,79.26823,80.64081,85.72789,32106,27560,24533,12493,30674,28835,24149,11097
33700,Ardmore,117982.0,40,Oklahoma,OK,80.1704,82.49174000000001,85.04731,86.43191,75.25594,79.59141,82.26598,83.6983,100146,83221,66766,34115,89621,83494,64349,31021
33801,Elk City,60885.0,40,Oklahoma,OK,80.48496,82.6825,85.24689000000001,85.15331,75.50206999999999,79.18035,82.1793,83.00525999999999,39149,34267,32449,21489,35845,37056,33883,19775
33802,Chickasha,75666.0,40,Oklahoma,OK,80.7949,82.33131,84.64996,85.01436,76.00138000000001,78.86617,82.52595,83.6357,53569,47795,41976,24308,49059,48318,40907,21801
33803,Oklahoma City,1154246.0,40,Oklahoma,OK,80.15029,83.07414,85.28355,86.97231,74.98614,79.34934,81.96558,84.69861,740221,768826,728716,620393,669946,711861,700951,580864
33901,Ada,69207.0,40,Oklahoma,OK,81.19442,82.88695,85.77769,83.58253,75.43467,80.66749,82.95527,82.87368000000001,56660,43346,30999,16832,51362,40837,29687,14911
33902,Sherman,178371.0,48,Texas,TX,81.15858,83.45106,85.56026,87.13991999999999,75.78617,79.68154,82.31538,83.85999,136540,126908,113790,74300,123447,122844,108210,68522
34001,Hot Springs,210357.0,5,Arkansas,AR,81.40149,84.5144,87.18684,87.71552,75.65954,80.01816,82.40356,83.8278,185032,146071,117864,68673,168262,144340,105094,57934
34002,Idabel,97397.0,40,Oklahoma,OK,81.01694,84.17034,83.76799,85.65357,76.32616,79.46329,82.06483,80.97726,94830,61987,38359,16156,88592,63667,36814,14569
34102,Anchorage,369296.0,2,Alaska,AK,81.98357,83.72305,85.71067,87.11412,76.14143,80.49573000000001,82.82256,85.7439,167752,223746,273450,354801,184865,221015,295195,364006
34109,Juneau,37347.0,2,Alaska,AK,84.98414,82.99745,85.69745999999999,88.14511999999999,79.61101,82.36098,81.49767,84.3259,15568,24161,30705,35647,19449,24074,33241,34249
34115,Fairbanks,97458.0,2,Alaska,AK,83.18427,83.02089000000001,85.60329,87.76729,76.95876,80.73573,81.81134,85.02662,40061,51514,67391,76445,47179,55432,80259,76758
34201,Havre,25840.0,30,Montana,MT,82.6797,83.32167,87.01290999999999,88.95841999999999,76.73498000000001,80.72791,83.09125999999999,83.57446,18000,16595,14888,7001,17483,16889,14836,6365
34203,Great Falls,95101.0,30,Montana,MT,82.36389,85.80951,85.67758,87.18836,77.40007,82.28481,83.93369,86.13583,65735,66017,62803,35358,62013,68034,60017,32210
34301,Cody,37247.0,56,Wyoming,WY,81.69185,85.70124,85.36753,85.61357,80.06049,82.03185,84.97171999999999,87.50373,27013,29259,30327,18705,25785,32203,29446,17214
34303,Riverton,35804.0,56,Wyoming,WY,80.52629,82.9405,85.72934000000001,87.55639000000001,75.21766,80.07635,85.31451,85.33019,27717,27051,26375,16434,25247,27095,25923,15249
34304,Sheridan,46306.0,56,Wyoming,WY,81.51945,84.9392,86.44238,88.52707,75.83424000000001,82.29875,84.2759,83.7742,33555,33628,34074,24894,31614,33950,34213,22645
34308,Billings,152638.0,30,Montana,MT,82.35806,84.85645,86.64255,88.97288,77.36598000000001,81.75735,84.95805,86.55516999999999,104306,110929,120852,87076,96134,113897,120421,81944
34402,Bozeman,93985.0,30,Montana,MT,84.06308,87.1885,88.95062,87.71185,79.83083,84.34648,86.04498000000001,88.13805,62389,68463,68949,53731,65694,75450,68245,51376
34403,Helena,70150.0,30,Montana,MT,82.58516999999999,84.85333,87.00969,87.66684000000001,78.38467,82.32113000000001,85.23096,86.56387,47717,59832,64363,43198,47853,58423,63323,39194
34404,Butte,54033.0,30,Montana,MT,80.61938,84.27927,84.99943,87.90165999999999,76.19263000000001,81.91923,83.22131,86.17354,38716,37159,34159,19311,38263,39872,34124,17929
34503,Kalispell,111205.0,30,Montana,MT,84.11393000000001,86.77893,88.38207,88.7588,79.96591,83.64501,85.24168,86.52502,105990,95251,79932,49708,98734,99588,75533,45414
34504,Missoula,135756.0,30,Montana,MT,84.09608,85.71346,86.8081,88.69479,78.99892,82.63964,86.64395,85.58136999999999,101512,97759,95500,67175,96932,100920,93375,61507
34601,Gillette,46229.0,56,Wyoming,WY,80.30761,84.79724,85.58851999999999,85.86901999999999,74.69586,80.36066,81.41405,84.58765,22942,26364,43202,39722,20309,31456,53294,38897
34603,Casper,78585.0,56,Wyoming,WY,79.89111,83.85508,84.39956,88.06229,74.78499000000001,81.78166,82.48203000000001,84.96412,47799,49878,61926,51462,44023,55758,67121,49815
34701,Honolulu,876156.0,15,Hawaii,HI,80.32243000000001,82.00317,82.76375999999999,85.31634,75.97797,78.94048000000001,81.28603000000001,84.1887,454442,557538,578314,605612,446383,530898,598614,573886
34702,Kauai,58463.0,15,Hawaii,HI,80.72758,85.1434,81.25056,82.55895,77.20156999999999,81.28156,81.97655999999999,83.65146999999999,40281,47994,44962,31788,41833,48139,44781,29428
34703,Maui,128241.0,15,Hawaii,HI,81.84774,83.64664,84.76254,84.99854,77.5971,79.20625,81.28848,83.45411999999999,91376,107678,97068,69127,95340,105262,98450,65960
34801,Las Vegas,49495.0,35,New Mexico,NM,81.01965,83.05003,86.7728,88.2036,74.80569,80.14572,81.23148,85.12347,45281,33494,20904,10464,43945,30997,18704,8880
34802,Santa Fe,218804.0,35,New Mexico,NM,83.33039000000001,84.7081,87.09021,88.02866999999999,78.01007,81.90164,84.17873,86.68326,176584,168122,138474,157426,168165,137587,125354,145210
34805,Alamosa,46190.0,8,Colorado,CO,82.68806,85.82692,87.83454,90.71566999999999,77.49353,80.89062,84.38669,86.30883,39751,29433,22098,12388,39394,30120,20556,10967
34901,Albuquerque,755244.0,35,New Mexico,NM,81.0876,83.81204,85.62869,87.49705,75.53149,79.78654,83.12782,85.61835,526483,542989,487580,455481,498621,474507,458427,428204
35001,Phoenix,3303211.0,4,Arizona,AZ,82.18101,84.16684000000001,85.89705,87.46128,76.97443,80.14871,82.65918,85.22316,1847039,2145408,2059916,2164964,1897655,1959266,1953740,2111806
35002,Safford,42036.0,4,Arizona,AZ,81.41766,83.67775999999999,83.30283,89.42989,75.38371,80.12,84.09405,82.67866,21262,20052,21644,9888,18717,23160,23086,9072
35100,Tucson,999882.0,4,Arizona,AZ,82.05811,84.10818,85.82772,87.78984,76.97138000000001,80.85908,82.74258,85.66455,705725,670335,604476,547966,672893,606599,564184,497988
35201,Grand Junction,187857.0,8,Colorado,CO,83.84295999999999,85.1494,87.53992,88.27596,77.89705,82.45125999999999,84.70203000000001,86.25229,143448,147748,148169,103355,136789,149073,143120,94580
35300,Farmington,168198.0,35,New Mexico,NM,83.38176,86.04549,86.77146,88.76012,78.70057,81.12191999999999,84.29808,85.89217,132686,113864,109844,92036,113226,112775,115267,86428
35401,Flagstaff,289883.0,4,Arizona,AZ,83.36898000000001,85.86075,86.37217,87.57457,78.34153,82.96214,84.77135,86.42730999999999,244998,226551,201800,153409,227347,207772,182512,132682
35402,Cortez,40087.0,8,Colorado,CO,82.28477,84.40943,86.63783000000001,88.12592,80.20512,83.20271,84.78444,86.86686999999999,27262,25488,22890,12914,25392,25994,21918,11162
35500,Gallup,241691.0,4,Arizona,AZ,83.83885,84.68296,86.86995,86.85347,77.99356999999999,82.38235,84.4029,83.65728,207333,148280,101970,50555,180214,129345,93870,43709
35600,Hawaii,148677.0,15,Hawaii,HI,82.26493,82.83282,85.62225,86.18460999999999,77.64072,81.00724,82.47906,84.71712,121626,119452,103583,74377,123248,115701,100480,67309
35701,Twin Falls,120807.0,16,Idaho,ID,82.58005,83.61664,86.4968,89.56183,77.56711,81.87276,83.28865,85.85202,85303,87948,76475,50964,88481,99157,72821,46022
35702,Burley,41590.0,16,Idaho,ID,83.69843,87.34200000000001,85.97726,88.26992,77.6105,80.76250999999999,86.20319,84.95021,25750,28782,22980,9825,27322,32995,21559,8699
35801,Boise,493970.0,16,Idaho,ID,82.86906,86.01886,86.61689,88.45361,78.15974,82.31743,84.54018,86.97227,302310,361091,363722,297603,294197,358331,356784,288591
35802,Ontario,62170.0,41,Oregon,OR,82.01249,84.76655,84.16171,84.05233,78.67233,81.70082,83.23602,86.33601,43143,40647,32217,14524,42676,42151,29472,12898
35901,St. George,130138.0,49,Utah,UT,84.01164,86.10195999999999,87.43162,88.45688,79.29983,82.77866,85.12071,88.00650999999999,81049,84472,86595,56918,72950,83035,81928,49821
35902,Price,54045.0,49,Utah,UT,83.5918,85.82267,85.7938,88.35394000000001,75.97655,81.15629,84.1238,87.52695,29379,28525,34844,17929,26161,32668,37217,15958
35904,Richfield,25012.0,49,Utah,UT,81.75099,86.63654,85.50081999999999,83.38296,77.93496999999999,81.7206,82.05611999999999,85.756,15253,15584,15774,7039,14090,17026,15231,6038
36000,Provo,389179.0,49,Utah,UT,83.59795,85.80408,86.83648000000001,89.37931999999999,78.91698000000001,81.6986,84.67967,88.18759,134611,164502,223638,185847,124259,168522,228813,180500
36100,Salt Lake City,1426729.0,49,Utah,UT,82.21261,84.75676999999999,86.4074,89.01546,76.81121999999999,81.08041,84.11797,86.59541999999999,580718,758921,957240,886350,580050,766065,974206,858245
36200,Logan,149590.0,49,Utah,UT,84.13048,84.79462,88.33669,89.22851999999999,79.18157,83.53263000000001,87.32729,87.09579000000001,53008,77699,101788,60221,50567,84577,102667,55619
36301,Pocatello,269722.0,16,Idaho,ID,81.6043,85.45335,87.23366,87.66375,77.87975,82.12599,84.12276999999999,86.47363,141876,160184,177294,119252,136310,170699,181373,110526
36401,Steamboat Springs,38860.0,8,Colorado,CO,84.45799,84.3338,88.07901,89.79495,80.01543000000001,81.29822,82.39732,88.50561,20596,23889,31800,30138,22973,27870,35730,28820
36402,Vernal,39595.0,49,Utah,UT,81.43522,85.25967,87.14435999999999,89.74829,76.1577,84.06742,83.95203000000001,85.09711999999999,22756,21974,26205,17609,19015,24072,29334,17387
36404,Rock Springs,80730.0,56,Wyoming,WY,82.14976,83.98116,85.94511,86.9532,75.58435,79.76417,82.3895,85.85549,40432,44733,70426,60042,36739,52289,86476,59592
36501,Klamath Falls,151353.0,6,California,CA,82.43083,83.9972,85.52150999999999,87.81804,78.1774,81.58606999999999,83.12959000000001,84.277,111442,98901,94188,56631,107371,104288,89331,50253
36600,Redding,219295.0,6,California,CA,81.9281,84.64693,86.39725,87.57249,77.42860999999999,81.64061,83.76321999999999,85.1624,168584,155335,146111,102505,158562,151923,135756,91844
36700,Eureka,139540.0,6,California,CA,82.90926,84.30959,86.01215,88.80541,77.92067,82.47864,83.1435,86.64856999999999,102573,90481,83840,54695,98092,89677,77564,47919
36800,Medford,256995.0,41,Oregon,OR,82.99538000000001,85.07458000000001,86.28381,87.61509000000001,78.44166,82.01714,84.70645999999999,88.111,227570,202510,175519,112561,208577,195284,157338,98931
36901,Crescent City,48644.0,6,California,CA,82.58211999999999,82.22776,86.10293,87.49554,77.16534,81.02796,84.87528,82.48177,41176,32280,29038,17946,37986,30700,26253,15245
36902,Roseburg,163178.0,41,Oregon,OR,81.5677,83.75933,85.22672,86.84888000000001,77.47449,81.77349,83.74332,83.00827,140821,126230,111599,55975,125135,132074,102840,47661
37000,Modesto,729182.0,6,California,CA,82.04736,82.8701,84.76264,87.74866999999999,78.01382,80.05354,82.88599,84.89480999999999,482560,441442,413745,313392,472788,460655,408700,292200
37100,Bakersfield,661645.0,6,California,CA,81.11775,81.60143000000001,83.82498000000001,85.97618,76.66959,78.69566,80.8687,84.07119,455544,349056,331135,308103,454778,356503,342246,299682
37200,Fresno,1419998.0,6,California,CA,81.82018000000001,83.16156,85.35814,87.32393,77.94681,79.85365999999999,82.35291,84.72041999999999,953147,763971,650578,550334,1039246,765186,615119,509637
37300,Chico,387577.0,6,California,CA,82.01334,83.20993,85.78285,87.31675,77.50865999999999,81.03298000000001,83.65836,85.14622,261013,241547,218467,166191,263610,238836,207339,151231
37400,Sacramento,2570609.0,6,California,CA,81.53432,83.56279,85.24303,87.5461,77.53944,80.2337,82.79845999999999,85.25565999999999,1472486,1632851,1781279,1937432,1467143,1497701,1662302,1840112
37500,San Jose,2393183.0,6,California,CA,83.6607,84.118,84.96459,86.93281999999999,79.4556,81.00273,82.99758,85.49072,1054637,1077061,1210988,2249803,1122225,1073940,1151773,2359345
37601,Elko,61917.0,32,Nevada,NV,80.3204,83.29963000000001,84.78211999999999,85.51947,73.91967,79.20866,81.38284,83.40829000000001,31052,33125,48635,36654,29893,40870,59181,36476
37604,Reno,453825.0,32,Nevada,NV,80.59384,82.73810999999999,84.2802,87.12980999999999,75.72331,78.98258,82.38332,84.97847,307655,343555,342093,329927,343171,357014,339491,316664
37700,Santa Rosa,603188.0,6,California,CA,82.57211,84.45366,85.82167,88.01848000000001,79.02450999999999,81.59817,83.77695,85.84085999999999,362827,385417,406876,444875,352548,352709,373078,412804
37800,San Francisco,4642561.0,6,California,CA,83.03068,83.68111,84.94228000000001,86.94069,78.75665,80.63067,82.56956,85.26266,2176629,2411241,2780761,4584784,2242948,2271067,2563784,4543210
37901,Las Vegas,1568418.0,32,Nevada,NV,80.0135,81.85155999999999,83.31355,85.32637,75.11310999999999,78.40469,80.67761,82.78344,1178605,1285939,1087753,931212,1298314,1256386,1083762,911535
37903,Mammoth Lakes,30798.0,6,California,CA,82.70996,85.59275,87.16734,89.99079,78.23286,81.73517,83.85880999999999,84.8952,18514,19225,21134,19205,21805,21060,21488,17571
38000,San Diego,2813833.0,6,California,CA,83.40164,84.32133,85.82,87.16457,78.75496,80.46531999999999,82.77228000000001,85.66112,1582159,1539011,1580383,2067996,1677382,1518141,1539131,2052493
38100,Yuma,302387.0,6,California,CA,83.51188,82.64654,83.70682,86.51476,78.0842,78.6636,79.93881999999999,83.22633,361170,187620,119506,85621,415487,191134,121566,82583
38200,Santa Barbara,646028.0,6,California,CA,83.95752,84.71254,86.49884,88.73614,79.39709,81.76988,83.99168,86.30145,334211,354307,371912,447213,345190,338207,354664,414476
38300,Los Angeles,16400000.0,6,California,CA,83.20184,83.27969,84.59734,86.5848,79.00219,80.1372,81.81786,84.93823,10536712,8789326,8153923,9714982,10588031,8488283,7734991,9600396
38401,Lewiston,88546.0,16,Idaho,ID,82.46149,84.87621,86.11789,86.63371,78.92383000000001,82.10055,85.10526999999999,84.72702,61040,64567,63730,32864,56800,68193,62199,29134
38402,Pullman,75675.0,53,Washington,WA,84.27416,85.77259000000001,87.60099,88.4421,78.61995,85.13911,84.09548000000001,85.48309,27333,38160,45912,34930,27900,40181,45450,31154
38501,Moses Lake,91126.0,53,Washington,WA,82.38893,84.66450999999999,86.42129,88.27493,77.74131,81.3421,83.47575,84.72124000000001,55170,55594,53930,32059,58171,62973,54212,29138
38502,Wenatchee,99219.0,53,Washington,WA,83.25988000000001,85.50813000000001,86.0932,89.80601999999999,79.81274,83.38474000000001,85.08624,86.45900999999999,64301,66686,68369,50969,64009,71628,66133,45782
38601,Spokane,608317.0,53,Washington,WA,82.22021,84.78957,86.65196999999999,89.23857,77.67578,82.32745,84.91135,86.07961,413222,461941,462171,329975,392266,458981,442876,307529
38602,Colville,86890.0,53,Washington,WA,83.23831,83.77197,86.61063,88.21719,79.8625,82.2158,84.2582,88.05898,72979,62647,51786,25724,72034,66227,47931,22504
38700,Longview,220580.0,53,Washington,WA,81.8485,84.40505,85.50971,87.29119,76.49514,80.94511,83.62232,85.05538,159725,154134,166944,100456,143315,166514,169379,92217
38801,Portland,1842889.0,41,Oregon,OR,82.61423,84.45832,86.23168000000001,87.88295,77.65760999999999,81.30579,83.72493,85.7919,977718,1212920,1386276,1416039,984446,1184174,1355015,1381182
38802,The Dalles,65297.0,41,Oregon,OR,84.26120999999999,84.86185,85.58346,84.98141,78.67147,83.00516999999999,83.2756,86.28394,48863,47949,46172,29178,49301,52390,45283,26918
38901,Eugene,936387.0,41,Oregon,OR,82.28413,84.96916999999999,86.56866,88.18708000000001,77.61652,81.71848,84.46722,86.29701,572797,640344,673391,486549,552890,632953,642046,439614
38902,Newport,68741.0,41,Oregon,OR,83.027,84.43153000000001,85.87359000000001,86.05673,76.67754000000001,81.06911,82.89442,84.45737,66312,55727,48936,28384,57562,52776,43210,23307
39000,Yakima,255943.0,53,Washington,WA,82.58255,84.37354,86.12854,86.9524,78.48167,80.85283000000001,83.50589000000001,85.85325999999999,165604,155318,143690,95154,169251,166773,137787,87195
39100,Kennewick,332609.0,53,Washington,WA,81.62836,84.53744,86.24194,87.14331,77.413,80.38727,83.25506999999999,85.2146,181062,197205,232938,212552,173306,210311,248984,203850
39201,La Grande,41271.0,41,Oregon,OR,81.59487,84.068,87.05558,89.81325,79.99104,82.33337,85.08918,88.24539,30972,30360,29320,14846,28105,32145,27321,12859
39203,Bend,153558.0,41,Oregon,OR,83.76652,85.83599,87.3701,89.3961,79.09019,82.98992,84.75366,87.49351999999999,128344,132948,130543,101645,122259,134942,121886,91495
39302,Bellingham,166814.0,53,Washington,WA,84.59699,86.22559,87.08026,88.95602,79.87604,82.6072,85.05618,87.11306,99177,115694,130804,106145,94485,115293,130268,99241
39303,Port Angeles,90478.0,53,Washington,WA,84.1981,85.34739,86.46365,87.95459,79.52141999999999,81.81567,83.94927,87.75035,73626,75337,75802,55957,64735,72382,68522,45428
39400,Seattle,3775744.0,53,Washington,WA,82.05865,84.43222,85.84546999999999,87.72267,77.36932,80.79595,83.36981999999999,85.81991,1749456,2352149,2882508,3351182,1717500,2271781,2899882,3296388
