st,statename,stateabbrv,year,le_raceadj_q1_F,le_raceadj_q2_F,le_raceadj_q3_F,le_raceadj_q4_F,le_raceadj_q1_M,le_raceadj_q2_M,le_raceadj_q3_M,le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
48,Texas,TX,2009,81.63808,83.74857,86.02501,89.19530999999999,75.60766,79.4664,83.52011,86.2494,963126,835133,744987,821630,872284,808896,741391,816194
48,Texas,TX,2010,82.51986,84.2367,86.3261,88.5415,76.21086,79.86244,82.73586,86.43305,955730,848132,758213,846445,856182,820710,758432,840149
48,Texas,TX,2011,82.62345,84.39273,86.40595,87.80099,75.96396999999999,80.34743,82.72804000000001,85.92811999999999,958819,867080,766800,845185,855855,832663,759290,835218
48,Texas,TX,2012,81.42161999999999,84.89084,85.559,88.77299000000001,75.88435,80.02364,82.60757,86.44828000000001,965569,877401,776983,855478,857408,840183,770659,845937
48,Texas,TX,2013,82.2198,83.96722,86.30071,89.13643,75.62765999999999,79.96472,82.71228,85.61572,976908,892659,788812,865991,877417,858429,788412,858018
48,Texas,TX,2014,82.8466,84.50815,86.73285,88.00797,76.38679,79.48106,83.09796999999999,86.81955,954817,889787,765942,786020,841399,842355,776567,811155
49,Utah,UT,2001,83.49284,86.2672,85.69826,88.65958,78.42871,81.30476,87.10937,86.42574,48065,62815,79312,66090,47173,64918,79901,63967
49,Utah,UT,2002,82.89895,86.93726,84.50372,88.22459,77.52778,82.14442,85.46994000000001,89.70546,50714,65036,81764,66569,49325,66820,82548,64137
49,Utah,UT,2003,84.65760999999999,86.75033,84.09894,89.5577,76.58879,82.88304000000001,83.52842,88.74558,52389,66350,83859,69002,50618,68330,84403,66438
49,Utah,UT,2004,81.3418,85.39697,87.38847,87.11418,79.05908000000001,79.55219,84.32628000000001,86.35651,54409,67419,84814,70121,52934,68795,85314,67677
49,Utah,UT,2005,84.38067,85.95531,86.22768,90.42793,80.32807,84.23825,86.66743000000001,89.70621,55955,69431,85935,70044,54503,70502,86687,67180
49,Utah,UT,2006,83.34184,87.63116,86.42206999999999,91.24246,79.08653000000001,83.55039000000001,85.21732,89.70255,56792,70918,87917,71758,55831,72459,88341,69006
49,Utah,UT,2007,85.35773,88.03864,89.23424,88.76380999999999,76.86301,82.88789,86.51014,87.28593000000001,57817,72471,90099,75230,56449,74527,91014,72515
49,Utah,UT,2008,83.67468000000001,86.00764000000001,88.95971999999999,87.70044,78.17754000000001,83.97379000000001,88.17725,88.01759,58142,73028,92595,79303,56200,75454,94131,76781
49,Utah,UT,2009,83.37613,86.55704,89.73206,88.42064,77.48608,81.95708,87.54993,86.77159,58599,74241,96312,83829,57239,76845,98004,81142
49,Utah,UT,2010,83.38329,86.70541999999999,87.32338,90.00734,78.34855999999999,83.21988,84.64571,86.88175,60012,75579,97569,83047,58788,78145,99677,79945
49,Utah,UT,2011,83.22843,86.14817,90.57381,88.8027,76.85246,82.74413,85.90465,86.25178000000001,61183,75745,97266,83664,60309,77819,99846,79942
49,Utah,UT,2012,84.48793,87.79056,84.55542,91.09573,79.55502,83.66135,86.39433000000001,86.84064000000001,62153,77484,98436,83408,60892,79616,101070,80009
49,Utah,UT,2013,84.57696999999999,86.20522,88.44481,91.18845,78.95306,82.72108,84.63413,88.9638,62701,78163,100112,83962,62391,80956,103056,80497
49,Utah,UT,2014,83.85701,87.97816,87.25756,90.45258000000001,78.54356,84.07125,87.39395,88.84825,64460,75092,95511,83048,62387,80124,101229,79660
50,Vermont,VT,2001,82.42213000000001,83.244,85.73118000000001,83.41366,78.67381,79.70786,88.6298,88.00228,22041,26742,28356,20738,22151,27579,26821,19632
50,Vermont,VT,2002,82.16512,87.65411999999999,87.41759,89.35008,76.73489000000001,77.12004,83.85961,76.33999,22511,27585,29078,21614,22281,28408,27703,20348
50,Vermont,VT,2003,82.69219,86.44518000000001,87.98005,92.07275,78.85058000000001,81.5444,86.52601999999999,82.98111999999999,22801,28418,29641,22086,22597,28843,28544,20665
50,Vermont,VT,2004,82.45559,84.04743,84.97715,92.01698,78.25913,81.17934,87.52028,89.1926,23364,28792,30148,22540,22959,29297,28877,21044
50,Vermont,VT,2005,84.34268,87.76559,85.1602,89.84541999999999,82.47317,87.74339,83.70011,84.56388000000001,23648,29011,30571,22873,23327,29136,29540,21103
50,Vermont,VT,2006,84.96500999999999,84.50851,85.84995,85.18446,80.42449,84.53751,87.37810999999999,84.39161999999999,23421,29397,31057,23298,23260,29599,29868,21560
50,Vermont,VT,2007,85.01807,86.52561,87.53999,92.31125,79.25034000000001,84.46949000000001,85.73602,84.48781,23249,29537,31289,23384,23361,29502,29811,21518
50,Vermont,VT,2008,85.47768,86.89761999999999,89.94451,90.91566,79.75078,81.57935,84.20227,91.05051,23392,29687,31804,23211,23835,29642,30040,21191
50,Vermont,VT,2009,84.06654,87.59631,89.87088,87.08057,74.83672,83.86374,88.96627,87.53574,23297,29835,32285,23771,23866,29788,30441,21634
50,Vermont,VT,2010,84.4287,90.39803,84.68715999999999,88.94133000000001,77.62096,82.52637,85.10825,85.97487,23114,29455,32285,23509,23657,29320,30522,21214
50,Vermont,VT,2011,81.94145,87.28799000000001,87.94397,89.55856,81.29630999999999,83.82255,87.87047,89.81375,22777,28646,31715,23788,23165,28502,29902,21526
50,Vermont,VT,2012,85.15852,84.85396,87.43149,90.26065,80.99738,80.92213000000001,85.44985,83.9995,22098,28422,31601,23605,22743,28640,29504,21423
50,Vermont,VT,2013,85.7515,84.85611999999999,89.9317,90.28316,80.82974,84.86034000000001,88.8193,90.32079,21860,27922,31266,23239,22655,28154,29091,20928
50,Vermont,VT,2014,83.17215999999999,86.47183000000001,87.67741,89.95200000000001,77.27691999999999,84.70116,86.67017,89.87326999999999,21346,26821,29619,22900,22140,26891,27396,20100
51,Virginia,VA,2001,81.82972,82.63699,84.52689000000001,86.25044,75.53263000000001,80.20392,82.38237,85.28493,227438,249653,269674,326629,206502,242059,258888,316313
51,Virginia,VA,2002,82.41843,84.07214,85.45066,86.48034,75.2266,79.01736,82.10001,85.62021,236807,258069,277743,335031,211264,249010,267247,324784
51,Virginia,VA,2003,83.11757,85.77186,85.01843000000001,87.23311,75.89296999999999,79.54223,82.27368,84.48321999999999,241377,263713,286364,348068,215775,253532,275224,337064
51,Virginia,VA,2004,82.24088,84.56235,85.6725,87.13605,75.45723000000001,79.83716,81.97523000000001,85.89248,244666,268252,292009,359701,217294,257011,280194,347785
51,Virginia,VA,2005,81.0594,85.44164,84.05553,88.18831999999999,76.30756,80.45886,82.60561,85.45321,250209,271090,296571,369916,220932,259081,284863,358860
51,Virginia,VA,2006,82.43018000000001,84.46091,85.7991,87.46368000000001,75.83801,81.56461,83.86022,86.7365,251815,274806,299724,380310,221721,261867,287986,368817
51,Virginia,VA,2007,83.7599,85.28336,86.97728000000001,88.20273,75.82352,81.21625,84.05632,84.84447,253998,277050,304081,384508,224115,263467,291573,372224
51,Virginia,VA,2008,82.89005,85.98925,86.69423,88.99894,75.80715,81.23025,82.93439000000001,86.94103,255862,280877,307514,389169,227604,265753,293238,376057
51,Virginia,VA,2009,82.00269,85.50779,85.52318000000001,89.52935,75.36246,79.95524,83.65483,88.55426,260758,286625,314497,398973,233487,269199,298825,384385
51,Virginia,VA,2010,83.61099,85.755,88.04818,88.41371,76.37749000000001,80.14737,84.93063000000001,86.75591,260147,286939,313387,402922,233044,267387,297199,387354
51,Virginia,VA,2011,83.0291,86.68606,87.0398,89.24342,77.07795,81.49891,83.55736,87.47689,255407,281534,310942,413098,227509,260245,294892,396631
51,Virginia,VA,2012,83.05736,85.43444000000001,87.47676,90.07581,77.26462,81.14301,82.6191,88.00636999999999,255104,279608,309839,415506,226435,257770,293223,399814
51,Virginia,VA,2013,84.06354,85.35084,87.30244,89.40590999999999,76.84466,81.46655,83.1639,88.14666,255900,282861,311134,410753,232026,262671,293995,394705
51,Virginia,VA,2014,83.85685,84.68526999999999,88.54893,89.23747,77.49041,81.03763000000001,84.83046999999999,88.10670999999999,250857,276713,302438,395854,228990,258861,286265,380334
53,Washington,WA,2001,81.76996,84.26458000000001,83.6597,86.7111,76.93515,80.49923000000001,83.57706,85.32786999999999,170473,213752,249764,250631,166290,215084,254468,243308
53,Washington,WA,2002,81.63334,84.28409,86.49214,87.2885,76.53144,82.20851,81.63154,86.03281,178625,222030,258371,254439,172666,222462,262095,247194
53,Washington,WA,2003,83.53619,84.77016,85.05608000000001,85.80663,76.92384,82.21025,83.11950999999999,85.98084,184134,227228,263253,259590,178106,225814,266275,252087
53,Washington,WA,2004,81.66971,84.81728000000001,86.29177,87.13516,77.77843,80.50731999999999,83.97634000000001,87.25177,187283,229870,267325,264786,180728,228081,268249,256910
53,Washington,WA,2005,82.40479,85.40606,85.39267,88.57437,78.31387,81.53155,84.0471,85.94967,189640,233042,270411,266454,183014,230966,270108,257160
53,Washington,WA,2006,82.63806,85.44702,84.55637,87.8689,78.33665,81.42451,84.26634,86.98045,193734,236193,272567,270379,188625,233767,271631,260422
53,Washington,WA,2007,82.21655,84.81541999999999,86.72319,89.55375,78.5509,81.09401,85.4806,88.13573000000001,192759,238007,275730,279454,186172,235285,275532,269970
53,Washington,WA,2008,80.97831,84.61493,87.10218,88.98643,76.81304,82.25263000000001,85.145,87.96509,192462,238392,278214,290325,185075,235735,278383,281949
53,Washington,WA,2009,82.06022,84.46434,87.5959,89.90298,76.904,82.62005,85.12751,87.09073000000001,193296,241436,287000,301645,187345,239366,287541,292493
53,Washington,WA,2010,84.54545,86.11576,88.69997,90.72465,77.35005,82.04691,84.85069,86.51894,192911,242366,287298,300689,187735,239352,287250,291655
53,Washington,WA,2011,83.74645,85.08176,87.50288,89.73163000000001,77.48501,81.64511999999999,85.55199,87.76865,189559,239278,284800,302293,185214,234911,283744,292960
53,Washington,WA,2012,83.30854000000001,85.69708,87.46366,88.91245,77.56248000000001,81.93256,85.0668,86.58954,187147,238645,283173,302623,182861,234935,281228,293331
53,Washington,WA,2013,83.9799,86.02428,88.60921,88.59111,78.09666,82.36095,83.78664,85.7921,188894,237419,279565,303033,189703,233611,277953,293634
53,Washington,WA,2014,84.75145,85.68566,88.29982,89.56815,77.94758,80.96221,85.54057,87.59553000000001,185524,227561,264824,288652,185320,226413,267382,282394
54,West Virginia,WV,2001,81.8904,84.69793,85.48597,87.65108000000001,76.0577,82.86308000000001,84.93269000000001,83.29301,76761,73854,66230,36942,74593,77718,63811,34025
54,West Virginia,WV,2002,83.70898000000001,85.98569,84.37376,84.9613,77.02745,83.7245,85.45453,82.74078,79490,75280,67078,35882,76787,78072,64977,32998
54,West Virginia,WV,2003,83.39893000000001,84.49710999999999,83.61052,90.00751,75.44394,83.4196,82.95342,84.03577,79896,75575,67801,37145,76003,78564,66217,34293
54,West Virginia,WV,2004,81.35801,84.82898,87.30814000000001,84.43621,76.56419,80.9299,84.2309,84.74315,79801,75897,68746,38405,75630,78446,67476,35561
54,West Virginia,WV,2005,83.66105999999999,84.4879,88.46564000000001,86.82674,78.56849,83.1577,81.28824,84.59062,80219,76143,69153,38560,76041,78467,67582,35878
54,West Virginia,WV,2006,83.23186,85.23611,86.25905999999999,89.96043,77.1773,80.83746,84.44543,84.74483000000001,80300,76177,69714,38723,76241,78093,68751,36249
54,West Virginia,WV,2007,82.80256,85.54163,85.91245,90.88939,76.935,80.63857,85.47247,86.72636999999999,80830,76635,69953,39318,76485,78096,69098,36939
54,West Virginia,WV,2008,80.85014,86.14487,85.1076,88.59524,76.12948,82.57061,84.85874,85.17508000000001,81437,76594,70877,39684,76615,78089,69985,37321
54,West Virginia,WV,2009,81.80181999999999,84.25896,87.77587,90.86224,76.19603000000001,83.15018,84.5853,87.20889,85950,77846,72488,40467,80510,79405,71685,37956
54,West Virginia,WV,2010,83.1962,86.72998,87.08182,88.74144,76.61119000000001,81.34096,82.98569,86.07588,80091,75928,72658,43260,74698,77372,72562,40385
54,West Virginia,WV,2011,83.19253,85.82401999999999,89.40912,88.44408,76.74758,80.94459,84.12529,88.11895,76701,74988,72356,45250,71376,76114,72141,42228
54,West Virginia,WV,2012,82.76841999999999,85.57822,85.95266,83.83965,75.11629,78.92004,85.4689,86.2989,75212,73670,72429,45764,70125,74738,72714,43002
54,West Virginia,WV,2013,83.21194,85.30119,86.79019,90.43145,75.17969000000001,79.91871,87.21728,87.62064000000001,74465,71739,72335,46062,70472,73151,72926,43150
54,West Virginia,WV,2014,82.16660999999999,83.6282,86.11567,88.5994,74.77798,81.592,84.36305,87.75528,70845,68900,70601,46432,68951,70273,70310,42015
55,Wisconsin,WI,2001,81.18281999999999,82.7101,85.5805,86.39888,75.77016,79.90347,83.51413000000001,83.94408,137625,194006,256814,204677,133608,206564,257876,194537
55,Wisconsin,WI,2002,81.53354,84.05165,85.65596,87.4379,75.68193000000001,79.35159,83.31262,83.2104,144117,202590,264184,203577,140108,214420,263849,193634
55,Wisconsin,WI,2003,81.2204,85.06537,86.11095,88.54013,76.9995,79.67446,84.75851,85.21964,148059,208115,269503,205471,144889,219781,268113,194669
55,Wisconsin,WI,2004,82.46273000000001,85.71014,84.6216,87.86398,76.49361,80.68356,82.84305,86.91279,152476,212213,272860,209145,149743,222128,271263,198788
55,Wisconsin,WI,2005,82.83372,85.46991,85.9905,87.11816,76.5294,82.03827,84.12952,86.41199,153855,214202,276890,214456,150495,222772,274878,204686
55,Wisconsin,WI,2006,82.55154,86.13184,87.70496999999999,89.50466999999999,78.02922,82.12479,85.05072,86.49217,156767,216067,280917,215386,153978,224546,278431,205902
55,Wisconsin,WI,2007,81.9091,86.46638,87.01176,88.69944,76.95876,82.93738,84.49343,87.12184,160403,218216,283579,214179,158088,227029,280427,204137
55,Wisconsin,WI,2008,82.73924,85.48132,87.98409000000001,89.18458000000001,76.92144,81.74077,83.80937,85.56192,163153,220823,285985,213485,162061,229321,281489,202663
55,Wisconsin,WI,2009,82.71903,84.39775999999999,89.28245,89.53891,76.14164,81.0749,85.66934,86.92643000000001,165848,222944,291828,216581,164000,232319,286944,205257
55,Wisconsin,WI,2010,82.53926,86.03385,88.00596999999999,88.26704000000001,76.34914,82.55854000000001,85.00444,88.22015,167460,221741,290239,216640,165044,231949,284806,204401
55,Wisconsin,WI,2011,82.10032,85.87393,88.43351,88.28185,75.72314,82.7262,84.50891999999999,87.80634,170189,220746,285441,213565,169833,228449,277162,202016
55,Wisconsin,WI,2012,81.56074,86.29793000000001,87.68046,89.26061,77.12498000000001,81.70694,86.2569,86.26101,165928,215570,284871,217806,165392,224432,278078,205196
55,Wisconsin,WI,2013,82.54203000000001,85.92826,88.92206999999999,90.65681,75.5732,82.20788,85.95078000000001,88.76549,165390,214334,282515,215346,166216,224344,275245,201115
55,Wisconsin,WI,2014,83.53494,86.58121,88.45879000000001,90.30666,76.06721,82.65186,85.22724000000001,87.27176999999999,161405,205716,270269,222727,163520,219371,264064,200840
56,Wyoming,WY,2001,79.33668,87.18556,86.38293,85.26091,76.23183,81.61113,86.6852,82.79456,17917,19510,23336,15406,17370,22212,24529,14322
56,Wyoming,WY,2002,83.6934,81.86105,89.03227,86.93349,76.89184,84.75041999999999,85.68209,89.40392,18470,19875,23835,15355,17826,22626,24865,14344
56,Wyoming,WY,2003,84.63577,90.7189,85.91062,84.57840999999999,73.81244000000001,81.88486,82.89086999999999,87.22669,18563,19745,24440,16471,17621,22383,25859,15453
56,Wyoming,WY,2004,81.45765,85.48566,84.21706,79.85457,78.29281999999999,79.8345,86.63242,85.73031,18834,19998,24380,17109,17825,22422,25813,16012
56,Wyoming,WY,2005,77.55965,88.29576,87.66235,86.73761,77.61685,84.23366999999999,82.9348,88.11273,18534,19835,24500,17415,17873,22045,26008,16368
56,Wyoming,WY,2006,83.27169,85.25999,85.07309000000001,90.79993,81.31099,80.95065,84.41832,88.13824,18242,19893,24743,17905,17233,22121,26474,16945
56,Wyoming,WY,2007,86.30663,86.34146,87.16622,87.6507,78.0087,83.11989,87.91363,87.51949,18059,19605,25103,19021,17136,21780,26925,18206
56,Wyoming,WY,2008,85.46163,83.83287,89.60276999999999,90.34919000000001,75.55288,84.46643,89.09836999999999,88.20698,17603,19312,25004,20895,16498,21458,27384,20039
56,Wyoming,WY,2009,85.22624,86.40413000000001,86.13964,91.11293,77.71074,82.74132,83.05903,90.20317,17101,19333,25845,22328,16310,21252,28171,21682
56,Wyoming,WY,2010,79.44155,85.32735,83.82918000000001,89.75511999999999,74.27884,79.89265,82.80914,87.57245,16631,19183,25600,23125,15824,21002,28302,22431
56,Wyoming,WY,2011,79.73203000000001,83.95494000000001,89.5494,87.66158,77.26776,80.6763,85.75309,82.20309,16348,19433,25074,22675,16188,20556,27806,21688
56,Wyoming,WY,2012,83.58063,86.5996,87.26257,90.15359000000001,77.92505,81.60423,86.21302,88.2543,16243,18961,25197,22908,15811,20753,27830,21925
56,Wyoming,WY,2013,82.08075,83.46725,86.06756999999999,91.95103,72.68805,78.57536,85.05743000000001,84.04948,18091,19709,25019,22889,18476,21547,27921,22125
56,Wyoming,WY,2014,79.97516999999999,88.17007,88.98186,89.69599000000001,74.45076,80.68555,83.22276,89.75933,17975,18302,23328,22097,17738,19985,27030,21202
