cz,czname,pop2000,fips,statename,stateabbrv,le_agg_v1_F,le_raceadj_v1_F,le_agg_v2_F,le_raceadj_v2_F,le_agg_v3_F,le_raceadj_v3_F,le_agg_v4_F,le_raceadj_v4_F,le_agg_v5_F,le_raceadj_v5_F,le_agg_v6_F,le_raceadj_v6_F,le_agg_v7_F,le_raceadj_v7_F,le_agg_v8_F,le_raceadj_v8_F,le_agg_v9_F,le_raceadj_v9_F,le_agg_v10_F,le_raceadj_v10_F,le_agg_v11_F,le_raceadj_v11_F,le_agg_v12_F,le_raceadj_v12_F,le_agg_v13_F,le_raceadj_v13_F,le_agg_v14_F,le_raceadj_v14_F,le_agg_v15_F,le_raceadj_v15_F,le_agg_v16_F,le_raceadj_v16_F,le_agg_v17_F,le_raceadj_v17_F,le_agg_v18_F,le_raceadj_v18_F,le_agg_v19_F,le_raceadj_v19_F,le_agg_v20_F,le_raceadj_v20_F,le_raceadj_v1_M,le_agg_v2_M,le_raceadj_v2_M,le_agg_v3_M,le_raceadj_v3_M,le_agg_v4_M,le_raceadj_v4_M,le_agg_v5_M,le_raceadj_v5_M,le_agg_v6_M,le_raceadj_v6_M,le_agg_v7_M,le_raceadj_v7_M,le_agg_v8_M,le_raceadj_v8_M,le_agg_v9_M,le_raceadj_v9_M,le_agg_v10_M,le_raceadj_v10_M,le_agg_v11_M,le_raceadj_v11_M,le_agg_v12_M,le_raceadj_v12_M,le_agg_v13_M,le_raceadj_v13_M,le_agg_v14_M,le_raceadj_v14_M,le_agg_v15_M,le_raceadj_v15_M,le_agg_v16_M,le_raceadj_v16_M,le_agg_v17_M,le_raceadj_v17_M,le_agg_v18_M,le_raceadj_v18_M,le_agg_v19_M,le_raceadj_v19_M,le_agg_v20_M,le_raceadj_v20_M,count_v1_F,count_v2_F,count_v3_F,count_v4_F,count_v5_F,count_v6_F,count_v7_F,count_v8_F,count_v9_F,count_v10_F,count_v11_F,count_v12_F,count_v13_F,count_v14_F,count_v15_F,count_v16_F,count_v17_F,count_v18_F,count_v19_F,count_v20_F,count_v1_M,count_v2_M,count_v3_M,count_v4_M,count_v5_M,count_v6_M,count_v7_M,count_v8_M,count_v9_M,count_v10_M,count_v11_M,count_v12_M,count_v13_M,count_v14_M,count_v15_M,count_v16_M,count_v17_M,count_v18_M,count_v19_M,count_v20_M
18600,Albany,1061509.0,36,New York,NY,79.87959000000001,80.30778000000001,80.69439,81.09073000000001,80.85521999999999,81.19166,82.32441,82.71152,81.81564,82.31115,82.19036,82.64674000000001,82.95097,83.35378,84.19949,84.6348,83.72216999999999,84.19705,84.99231999999999,85.32746999999999,84.68393,84.98918,85.20563,85.5107,85.98009,86.31973,86.63436,86.96566,86.57629,86.86541,86.12018,86.40813,86.94133000000001,87.21039,87.65416,87.91915,88.05474,88.15961,87.71262,87.65772,73.97751,75.44106,75.90529000000001,75.67368,76.07111,75.69189,76.15569,77.28316,77.78159000000001,78.79881999999999,79.26525,79.76777,80.18655,79.80686,80.2972,80.79726,81.27133,81.45942,81.84335,80.98273,81.34806,82.88495,83.22317,83.12441,83.5106,85.21037,85.53469,84.29198000000001,84.6281,85.17033,85.4538,84.88181,85.19875,86.23204,86.51516,87.54526,87.69203,87.27141,87.33479,101621,99802,99141,107998,119849,130784,136638,140853,141882,143987,147246,151893,157889,162144,166089,171096,174463,170419,144180,104060,100940,100992,101200,108184,114630,120728,127148,129410,133920,138273,142116,147875,153345,157534,163818,167524,166767,161567,130705,96741
18800,Scranton,857487.0,42,Pennsylvania,PA,79.13434000000001,79.46775,80.83833,81.14795,81.94001999999999,82.20864,82.14493,82.47662,83.15489000000001,83.51371999999999,83.9836,84.18739000000001,83.15915,83.49383,84.33456,84.67172,83.0677,83.51031,84.6409,84.97373,84.53035,84.85451,85.19332,85.51120999999999,85.83781,86.17944,86.22616,86.55275999999999,87.67591999999999,87.93633,86.25961,86.55323,87.3943,87.65165999999999,85.51029,85.93632,88.74091,88.81116999999999,86.6431,86.62626999999999,73.4066,74.06057,74.43609000000001,74.5239,74.84023,75.70442,76.07751,76.50829,76.91202,77.15456,77.46136,79.23467,79.5798,79.57545999999999,79.9883,79.78387,80.23101,79.90963,80.3071,81.57944,81.91512,81.73898,82.11381999999999,81.57564,81.97057,83.7053,84.03596,84.54439,84.84617,83.35564000000001,83.68701999999999,83.10691,83.4627,85.45213000000001,85.77551,85.20274,85.38726,86.31773000000001,86.3592,92908,97797,106273,117368,120566,118626,117408,118672,123186,127824,133680,136095,133202,127129,120424,111089,101400,86657,68464,55578,85820,93960,101755,110854,115948,122257,125841,129211,131055,133976,134848,132642,128314,121076,113942,104684,95010,80124,63675,51884
19000,Allentown,637958.0,42,Pennsylvania,PA,78.98263,78.39907,82.43793000000001,81.98855999999999,81.27648,81.3904,83.35452,83.40199,84.35691,84.38858,84.52545,84.80575999999999,84.23119,84.45067,83.89086,84.07169,85.10079,85.32305,85.23183,85.45251,85.79276,86.01601,86.57765,86.83157,86.42560999999999,86.64551999999999,86.85736,87.06913,88.25571,88.41338,87.54411,87.73666999999999,87.53174,87.74306,88.67239000000001,88.84231,88.36222,88.55541,88.77489,88.65549,72.01286,74.84900999999999,74.44004,75.61829,75.70948,77.14943000000001,77.18938,77.62523,77.73621,78.64133000000001,78.99566999999999,80.27003,80.50652,80.19975,80.38038,81.1627,81.41379,80.02038,80.34093,81.09763000000001,81.41011999999999,83.15945,83.45421,83.64327,83.90422,83.81522,84.07123,84.0437,84.30787,84.25388000000001,84.52341,85.25824,85.49852,85.35101999999999,85.61415,86.00968,86.27032,87.45018,87.42941,62545,64720,67629,72067,78974,85505,86521,86160,87321,91265,98127,102768,107120,107396,107320,105324,102336,98661,88063,72181,54592,57971,61997,67067,74078,81623,87419,90221,93205,96703,99617,102713,105661,104204,103612,101553,98492,93956,84149,68452
19100,Reading,1114959.0,42,Pennsylvania,PA,80.37647,80.07186,80.13154,80.00989,81.50417,81.63105,82.55315999999999,82.74641,83.86796,84.16914,83.68003,83.9384,84.19095,84.44917,84.25867,84.4679,84.87838,85.10808,85.81645,86.05695,85.72958,86.01923000000001,86.69003000000001,86.96851,86.62210999999999,86.88554,87.31005,87.54733,87.47667,87.72114,88.07711,88.31818,87.43333,87.69859,87.59364000000001,87.76727,89.40172,89.57796,90.67692,90.75988000000001,72.5204,74.94604,74.81851,75.66003,75.7663,76.60271999999999,76.78256999999999,77.5745,77.90129,78.37406,78.683,79.55185999999999,79.88033,81.62224,81.84602,81.88892,82.15118000000001,82.2112,82.51649,81.67484,82.03783,83.44798,83.77834,82.90279,83.23119,84.15586,84.44848,83.97489,84.2971,84.26420999999999,84.60129,84.95014,85.25036999999999,85.74383,85.96840999999999,86.50375,86.8017,86.77297,86.99373,98503,99768,109447,125321,139001,144472,146233,148917,155229,164445,175894,186532,191675,188852,180799,166616,152475,132377,105907,91787,88965,90710,98827,115162,129531,142935,155283,166473,172085,179655,185533,188974,187434,181097,171345,156876,143105,122034,98252,84843
19200,Harrisburg,1051424.0,42,Pennsylvania,PA,79.07339,79.55696,78.85695,79.37026,81.94853,82.34200000000001,82.59938000000001,83.00648000000001,82.5993,82.99807,83.43982,83.85773,83.91013000000001,84.23877,83.99744,84.35664,85.80918,86.11372,85.28407,85.62286,85.70049,86.05020999999999,85.4138,85.77962,86.46562,86.77699,86.06564,86.39801999999999,87.40741,87.6661,87.37213,87.63861999999999,86.71597,87.00887,87.86168,88.0313,87.82249,88.06356,89.71555,89.67336999999999,73.49342,73.90195,74.41127,74.84765,75.30295,75.58121,76.06537,77.6684,78.1046,78.30026,78.77741,79.38504,79.78505,80.35265,80.75465,80.37446,80.80214000000001,81.59135,82.01109,81.23244,81.67811,82.44018,82.84900999999999,82.60525,82.99819000000001,84.29045,84.61477,83.34285,83.71252,84.65863,84.98486,84.36871,84.69408,84.91733,85.18507,84.52235999999999,84.85526999999999,87.3276,87.41125,94007,92941,100951,116707,132772,141844,146969,151413,158090,165915,176408,188554,190928,191427,187851,181850,169092,148883,118965,93663,89730,88670,93871,107697,121547,136230,149671,159528,166525,174051,181572,185849,188525,184749,179387,172275,157974,137494,109116,87239
19300,Poughkeepsie,873232.0,36,New York,NY,80.60342,80.66253,81.71873000000001,81.80083,81.04056,81.37083,82.16978,82.15604,82.90185,83.16869,82.88416,83.23665,83.93111,84.11685,84.49185,84.69391999999999,83.66436,83.94553,84.53964,84.68428,84.92444,85.03057,84.99840999999999,85.16788000000001,85.69131999999999,85.87826,86.34933000000001,86.53484,86.19397,86.36289000000001,87.87727,87.98239000000001,86.32379,86.4902,88.23196999999999,88.34285,88.27455,88.40916,88.8374,88.6345,76.09231,76.49566999999999,76.67941,77.4407,77.79321999999999,77.33785999999999,77.4402,77.94187,78.27328,78.21525,78.62151,79.32361,79.58022,79.87952,80.14049,80.11007,80.40749,82.16456,82.34458000000001,81.6065,81.7734,81.20963,81.4572,82.40881,82.68341,82.83108,83.10179000000001,83.75676999999999,83.97436,84.13996,84.33289,85.18722,85.36291,85.4378,85.6193,85.97878,86.17471,86.85372,86.8025,83252,84751,81433,82816,88665,94037,98489,101598,104331,106938,109672,115855,122856,130620,140215,149614,158447,167284,157223,97616,75327,82192,79925,79728,82141,84643,88966,93702,99542,105565,109332,114908,122273,129818,139081,149805,158383,167058,150907,89890
19400,New York City,11800000.0,36,New York,NY,84.52665999999999,83.59828,85.45707,84.56033000000001,84.91898,83.97376,84.98827,84.02441999999999,85.21738,84.36471999999999,84.93774,84.23204,85.20345,84.52774000000001,85.191,84.57425,85.35427,84.7903,84.97822,84.41949,85.47341999999999,84.94494,85.80048000000001,85.30586,85.61028,85.20682,85.68745,85.31969000000001,86.4127,86.07746999999999,86.5526,86.23396,86.99808,86.69733000000001,87.27564,87.00341,88.54482,88.35361,88.94353000000001,88.80476,78.64594,81.08624,80.19515,80.57666,79.73728,80.32635,79.49494,80.56342,79.84096,80.60451,79.99414,80.74356,80.1734,81.4344,80.931,81.48576,81.04874000000001,81.62678000000001,81.21866999999999,81.99535,81.61836,82.36316,82.01352,82.61704,82.36151,83.19729,82.97502,82.92209,82.74644,84.20832,84.05293,84.40839,84.26835,85.18803,85.07687,86.31149,86.2591,87.48375,87.47211999999999,1492820,1821480,1511591,1325789,1262199,1289141,1338056,1316210,1255869,1177829,1106058,1066627,1063563,1072132,1098558,1151116,1228145,1361812,1573672,2025577,1325532,1724619,1513161,1300434,1180190,1140317,1126482,1114268,1064360,1015647,980099,968012,967962,976563,1010321,1066922,1167948,1321784,1517700,2012753
19500,Toms River,1126217.0,34,New Jersey,NJ,80.30659,80.45477,80.59306,80.81693,82.14109,82.5813,82.26665,82.41208,83.16546,83.33955,81.89246999999999,82.19745,82.73088,82.97122,82.98833,83.16769000000001,84.33149,84.54103,84.20444,84.49162,84.87479,85.12473,85.1342,85.37263,85.09554,85.34445,85.63235999999999,85.85407,86.20739,86.39896999999999,85.56222,85.79456,86.19179,86.38588,86.62215,86.77156,87.44852,87.58519,88.51509,88.49979,74.26711,75.8288,76.0676,76.87933000000001,77.26373000000001,76.53446,76.7153,77.67475,77.89605999999999,78.00832,78.29774,78.57436,78.8381,79.17508000000001,79.38956,78.93606,79.23788,79.80578,80.13681,80.98043,81.30112,81.67205,81.96729,82.40514,82.67328,82.44852,82.72129,82.95236,83.20973000000001,82.88712,83.16996,84.22134,84.45793,84.18903,84.40862,85.75347,85.94838,86.9072,86.98923,94159,92987,90916,94885,99781,106875,113729,117464,125368,132091,138579,147331,158239,171833,186970,207515,229380,263082,287198,273669,78857,82664,83832,84467,87032,91280,95159,102272,109442,119261,127510,137860,149218,162596,181121,203140,227377,258483,278657,262859
19600,Newark,5822286.0,34,New Jersey,NJ,82.81526,82.32967,83.55524,83.06308,84.12456999999999,83.61406,83.81355,83.32138,84.04417,83.56225,84.16606999999999,83.70678000000001,84.78609,84.47619,84.88405999999999,84.58,84.46126,84.10799999999999,85.32455,84.96327,85.01122,84.67503,84.49266999999999,84.16168,85.05118,84.79142,86.11646999999999,85.88761,85.93077,85.66313000000001,86.58884,86.30421,86.84374,86.5474,87.60732,87.29496999999999,88.91441,88.6273,89.08681999999999,88.8229,76.36746,78.15021999999999,77.63287,78.96521,78.44787,79.57351,79.08669,79.58453,79.14029000000001,80.11828,79.69060999999999,80.00806999999999,79.75085,80.56007,80.31286999999999,80.86045,80.59068,81.54743,81.27995,81.69133000000001,81.46511,81.49906999999999,81.28813000000001,82.08289,81.94962,82.91248,82.80711,83.18271999999999,83.05306,83.66196,83.52965,84.04049,83.9074,84.87093,84.7437,86.16331,86.04581,87.21611,87.13499,549853,586598,561944,541865,536963,554576,579899,608666,629159,636514,629717,632793,652963,694053,752320,830584,931587,1098994,1348808,1518749,487780,537027,546803,541408,538513,537673,542729,554062,561216,565582,568761,577610,603353,647869,709413,797649,913801,1096263,1329456,1485675
19700,Philadelphia,5602247.0,42,Pennsylvania,PA,79.0748,79.69017,80.46396999999999,80.97452,81.033,81.49124,81.51985,81.9499,82.2457,82.62959000000001,83.12101,83.58718,82.88871,83.29556,83.61008000000001,84.05456,83.71733,84.17685999999999,84.1088,84.4995,84.44228000000001,84.79616,85.13264000000001,85.47684,84.67354,85.01164,85.36738000000001,85.67536,85.75990999999999,86.05196,86.45537,86.72539,87.05931,87.28558000000001,87.89346,88.06094,88.09836999999999,88.17909,88.66646,88.75201,73.88518,74.80643,75.3205,75.39437,75.87302,76.35457,76.83488,77.18412,77.63797,77.46768,78.00744,78.45759,78.92253000000001,78.85248,79.35795999999999,79.81657,80.31257,80.30244,80.73810999999999,80.68614000000001,81.09405,81.60299,82.00705,82.23588000000001,82.60175,82.18094,82.54241,82.61162,82.9688,84.08459,84.40727,84.32438,84.62720999999999,85.00629,85.25985,86.25661,86.41356,86.59949,86.77239,550673,523759,512722,541232,591306,639901,667546,675973,670732,666683,665498,679631,708135,736793,771759,812766,862457,921491,954963,958465,497845,500445,500009,512770,529352,550616,560671,573561,589305,600361,610488,628620,657389,690157,731675,780203,829848,885598,914101,913792
19800,Wilmington,586216.0,10,Delaware,DE,77.75502,79.0263,79.44702,80.53853000000001,79.06665,79.84608,80.19026,80.43027,82.52393000000001,83.24024,81.64578,82.18055,83.73114,84.15075999999999,81.66783000000001,82.21081,83.46059,84.05324,84.86608000000001,85.40118000000001,85.05463,85.53963,84.59061,85.11201,85.12625,85.61919,86.03917,86.48498000000001,85.92141,86.25584,87.20428000000001,87.4111,86.5247,86.69853,87.93683,87.9782,89.16991,89.22623,88.21252,88.04385,72.93451,74.47066,75.57614000000001,74.09164,74.9301,75.37383,75.69214000000001,75.51074,76.30854000000001,78.4076,78.96557,78.34926999999999,78.86487,78.64119000000001,79.16255,78.6785,79.30700999999999,80.07879,80.69722,80.47224,81.03943000000001,80.95358,81.52221999999999,81.89491,82.4336,82.7566,83.26235,83.21719,83.59586,83.22359,83.52344000000001,85.07254,85.2904,85.41555,85.57075999999999,85.81544,85.98543000000001,86.56069000000001,86.54273,55851,49713,50059,53717,60170,66837,72954,75387,75920,75411,77469,78833,81854,85225,91015,97899,104814,110230,105960,82913,50365,46945,46643,48199,52679,57065,60412,63647,65764,68969,72266,75126,78702,83009,89803,96983,104372,107980,100532,76327
19901,Dover,439269.0,10,Delaware,DE,79.04182,79.92059,80.8503,81.57535,79.68688,80.29434,81.91314,82.46381,82.83695999999999,83.35701,82.68172,83.27496,82.82099000000001,83.37219,84.00916,84.51841999999999,82.54149,83.07329,83.45778,83.99186999999999,83.84357,84.36745,84.96434,85.40276,86.40559,86.70651,86.61814,86.89454,85.69133000000001,86.07121,86.50045,86.91048,87.25175,87.59916,87.75381999999999,88.02138000000001,88.13275,88.2358,86.69176999999999,86.88606,73.3587,74.26789000000001,75.16426,75.00862,75.73810999999999,76.80268000000001,77.49525,77.47606999999999,78.09649,77.82278000000001,78.49856,79.5525,80.14484,79.33479,79.91342,79.77846,80.33599,80.77411,81.32895,80.94400999999999,81.48953,81.14027,81.63961,83.11036,83.48743,83.68921,84.02604000000001,83.40049,83.81083000000001,84.22888,84.67069000000001,85.37165999999999,85.74831999999999,85.99297,86.30506,85.10236,85.33771999999999,86.31403,86.5769,59127,62021,66334,71853,71007,69245,67443,65123,64641,64645,65382,66891,67013,65327,63414,60423,56523,50699,41563,35843,51986,55018,58895,64120,64062,62199,62280,62832,62108,61984,61879,62243,61226,59917,58118,54178,50429,44255,36041,32582
20001,Bangor,289843.0,23,Maine,ME,82.14653,82.52526,81.84371999999999,82.2874,84.10951999999999,84.46367,83.15275,83.55524,84.40671,84.77311,83.04071,83.45006,83.46789,83.85387,85.25134,85.57245999999999,86.34048,86.60766,86.22331,86.53503,85.48139,85.8634,86.01273,86.3913,84.81436,85.2134,85.66367,86.01449000000001,87.36851999999999,87.68217,88.48189,88.75267,88.34824,88.55658000000001,87.67569,87.94173,87.50299999999999,87.86021,87.2171,87.28029000000001,74.75726999999999,77.84278,78.28304,76.6691,77.15692,77.62807,78.06603,78.0021,78.49021,79.10509,79.52171,79.60964,80.02516,81.42014,81.81056,82.1937,82.57271999999999,81.73664000000001,82.14356,83.9397,84.30736999999999,83.71651,84.1035,84.72419000000001,85.05928,84.01903,84.38908,84.03748,84.42308,86.84858,87.11645,85.90871,86.23515,87.72704,87.94808,88.18085,88.38602,83.62409,83.91433,38747,41525,44102,47950,47623,46792,46595,46359,47062,47048,47074,45301,42859,39785,35858,31565,26915,22580,20101,19594,34738,39353,41974,44652,45421,46009,46783,47313,46980,46092,45102,43036,39575,36431,32302,28214,23551,20191,18459,17312
20100,Portland,690459.0,23,Maine,ME,81.29037,81.64711,82.11723,82.50414,83.20006,83.53754,83.22586,83.56788,84.42347,84.73257,84.42924000000001,84.73696,84.97903000000001,85.33098000000001,84.86171999999999,85.24201,85.55731,85.88698000000001,85.37589,85.71268,85.31461999999999,85.6939,87.45859,87.75344,87.12155,87.41654,87.38842,87.6488,86.72371,87.05336,87.16091999999999,87.48286,87.79899999999999,88.07611,88.61116,88.82007,88.87897,89.16502,88.76465999999999,89.00366,75.43252,77.00183,77.42885,76.01104000000001,76.44272,78.08187,78.50307,78.5377,78.94175,79.40677,79.81479,80.17551,80.59371999999999,81.59682,82.0014,81.95983000000001,82.36093000000001,81.75326,82.16046,82.61565999999999,83.02794,83.6617,84.03676,84.04278000000001,84.39686,83.30726999999999,83.69633,85.48318,85.79326,85.14764,85.48646,86.17834,86.46353,86.91068,87.13463,86.59728,86.9286,86.90899999999999,87.17392,80080,79621,86538,96203,104307,104736,103547,104201,107135,109344,110713,111495,109395,105553,99875,92190,80140,70381,65826,67355,73720,79061,84052,91026,96967,98401,102426,105842,106921,106952,107451,106130,102811,99614,92305,84083,72495,64583,62070,63107
20200,Burlington,321496.0,50,Vermont,VT,81.51572,81.87218,81.65012,82.05415,83.97775,84.37463000000001,83.43648,83.89523,81.8975,82.39917,85.04826,85.22773000000001,85.48289,85.78747,85.31641,85.62552,85.00018,85.32002,87.34662,87.53749,85.47237,85.79307,86.53629000000001,86.85767,88.41838,88.6409,87.98053,88.21404,87.23348,87.51273,88.86098,89.06464,87.48135,87.7568,89.81544,89.93542,88.53927,88.7216,88.68511,88.90159,76.271,76.17555,76.658,79.23267,79.64721,76.70165,77.22355999999999,79.66787,80.11333,79.20328,79.51748,80.22964,80.6367,81.57574,81.96339,81.5356,81.89431,82.56172,82.89204000000001,82.70868,83.0799,84.47525,84.79176,85.40841999999999,85.7067,81.71298,82.14735999999999,87.34774,87.55763,86.17724,86.491,86.79685,87.05138000000001,86.18231,86.4463,85.9962,86.26965,85.61981,85.93687,31710,31299,32026,35521,38634,41156,42132,44015,45647,48608,49973,51490,52779,53483,51734,49882,46879,44008,41651,38159,30228,31891,32794,36232,40531,42443,43361,44973,46258,47639,48834,49939,51104,50903,49691,47843,43827,41767,39236,34596
20302,Claremont,265884.0,50,Vermont,VT,77.83738000000001,78.23789000000001,82.08131,82.39995,79.84525,80.29584,82.93839,83.3943,83.70482,84.14005999999999,83.7076,84.1312,83.78085,84.21048,85.60413,85.89962,84.75675,85.15143,85.56908,85.93195,87.83707,88.11098,86.1834,86.52781999999999,86.76021999999999,87.08457,88.52965999999999,88.75376999999999,87.4959,87.73956,86.21167,86.50388000000001,89.92139,90.04831,88.69629,88.98686,90.18564,90.35949000000001,88.92559,89.16342,76.93503,77.03941,77.43715,77.25123,77.68008,77.40169,77.91311,79.39887,79.85264000000001,79.81956,80.23053,80.8699,81.25514,82.67931,83.02215,82.48908,82.8524,83.20188,83.5864,82.45356,82.87254,84.79696,85.1254,84.0703,84.42271,84.56685999999999,84.91488000000001,84.36746,84.69644,85.16385,85.44518000000001,84.78975,85.10744,85.8045,86.15894,84.37999,84.79481,88.35682,88.56343000000001,28946,28907,29986,33573,36997,40189,41769,42281,42775,43677,44931,45680,45767,44069,40981,38539,34285,30119,28784,31691,27587,29801,30114,32977,37465,40892,42881,43272,42490,42464,43355,43330,42781,40841,38653,34396,30641,26927,26253,28127
20401,Providence,1582997.0,44,Rhode Island,RI,80.60384,80.45862,82.04529000000001,82.00079000000001,83.95188,84.00126,82.2142,82.40498000000001,84.28085,84.44682,84.33246,84.5138,84.8401,85.06116999999999,84.83968,85.11950999999999,85.01794,85.23997,85.34666,85.58595,85.2396,85.55679,86.33094,86.61310999999999,86.60242,86.83655999999999,86.78255,87.01481,87.6076,87.83044,86.46794,86.75338,87.44402,87.69365,87.9666,88.18585999999999,88.73246,88.91417,89.55901,89.58164000000001,74.06644,76.36462,76.37614,77.56187,77.66443000000001,77.10783,77.29603,78.46683,78.71346,79.55014,79.78231,80.02763,80.31506,80.85236,81.17855,80.66091,80.94604,82.27081,82.54358,82.54966999999999,82.87661,82.13961,82.51225,83.61317,83.89575,82.91017,83.23235,84.46301,84.75443,84.802,85.09700000000001,84.44105,84.75534,85.79467,86.05719,86.22803,86.47754,86.19861,86.34075,155068,151998,162826,168694,174412,184407,191007,194161,194462,201400,210447,219033,222729,223611,226975,231378,232738,230435,209201,170728,136607,137278,144244,154496,165071,174306,179211,184981,191906,198261,202495,207371,212273,215035,221624,224173,226101,219361,197832,160624
20500,Boston,4974945.0,25,Massachusetts,MA,82.15731,81.80494,83.34796,83.08068,83.32817,83.12756999999999,83.09089,83.10964,83.42786,83.4184,83.35658000000001,83.48671999999999,84.02407,84.18726,84.84219,84.95189,85.06963,85.22829,84.6265,84.83561999999999,86.04257,86.18421,85.57489,85.73515,85.85024,85.99689000000001,86.29462,86.42859,86.09873,86.26401,86.65092,86.81919,87.60994000000001,87.74722,88.30158,88.41293,88.20127,88.32923000000001,89.25177,89.32339,75.86908000000001,78.17163000000001,77.99575,78.22364,78.1507,79.28551,79.38034,79.00652,79.10013000000001,79.06956,79.286,79.94341,80.18273,80.96064,81.16126,81.37087,81.60983,81.32812,81.60906999999999,81.80091999999999,82.06799000000001,82.28788,82.55249,82.6053,82.86089,83.3603,83.59568,83.83341,84.0837,84.22634000000001,84.48316,84.61456,84.8597,85.58949,85.80357,86.52611999999999,86.7375,87.66799999999999,87.8236,434768,407247,388301,404544,435852,474503,510507,536676,555091,578842,598539,614028,630593,662312,710118,773958,850526,939295,1042509,1172770,404560,396458,376880,394068,425511,450752,472169,486514,505666,524597,541697,560715,586678,625767,682724,746535,818287,906771,1009237,1132193
20600,Manchester,1193391.0,33,New Hampshire,NH,79.577,79.92313,80.67857,81.06002,81.88094,82.27723,83.5387,83.92107,83.31855,83.65096,84.19319,84.53302,83.83509000000001,84.18146999999999,84.51395,84.85101999999999,85.65714,85.91949,85.10678,85.41450999999999,86.18301,86.44949,86.7468,86.95864,86.43391,86.69973,85.17126999999999,85.5281,86.94329,87.21704,86.84225,87.12541,87.78375,88.00603000000001,88.06236,88.23411999999999,88.86551,89.04216,88.50465,88.74880999999999,75.08904,76.17775999999999,76.56883,76.61657,77.03404,77.06981999999999,77.4959,78.69751,79.0695,78.71257,79.12411,80.17371,80.54015,80.87680999999999,81.26311,81.37487,81.71621,81.63699,82.00327,82.27681,82.62815,82.2319,82.57658,83.55523000000001,83.88241,83.77245,84.10336,84.17846999999999,84.50856,84.81848000000001,85.13789,85.41497,85.70238,86.43961,86.67506999999999,86.2039,86.47376,86.64404,86.92568,107891,103777,108609,124410,141474,154161,160247,164935,169283,178989,187001,194148,201498,210048,215535,221262,222896,221973,213886,175764,99900,102503,104646,117959,130451,143128,153101,162551,170413,179683,186719,194979,202417,208643,214260,219220,220665,218248,209462,168854
20800,Springfield,680014.0,25,Massachusetts,MA,80.99152,80.15024,82.6554,81.96398,82.97237,82.55801,82.67899,82.71703000000001,85.35291,85.49600000000001,84.12959000000001,84.29779,82.8901,83.11098,84.61787,84.90884,85.05836,85.26423,85.8802,86.10014,85.84252,86.15498000000001,85.26646,85.58521999999999,85.40736,85.73508000000001,85.87273,86.20755,86.46746999999999,86.76305,87.37653,87.60744,87.23849,87.49656,88.54955,88.7746,87.8105,88.01698,88.98178,89.06428000000001,74.66282,76.86565,76.22067,77.93986,77.64227,78.18727,78.23655,79.2957,79.53023,78.66741,78.89399,79.74533000000001,80.00251,80.55974,80.93925,80.62083,80.92943000000001,82.3409,82.62156999999999,82.38094,82.73629,82.6655,82.99722,83.37,83.70742,83.00761999999999,83.37054,83.85372,84.17936999999999,84.92616,85.21719,86.71384,86.95234,85.53543,85.8654,86.75569,86.96735,87.20359,87.35805,70458,63986,65553,68529,74533,82297,84405,85354,87962,91679,92854,94535,97171,99893,101774,101283,95163,84883,70893,57857,63052,60556,59704,62405,69348,75969,79563,82121,85916,88678,89820,92001,93404,96644,96533,94492,87698,77049,64484,52168
20901,Bridgeport,3405565.0,9,Connecticut,CT,80.72310999999999,80.44379,82.2866,82.06718000000001,82.70593000000001,82.64618,83.81644,83.9275,82.9163,83.12724,83.30226,83.45995,84.50808,84.60486999999999,83.81683000000001,84.04607,84.56558000000001,84.75563000000001,84.86974000000001,85.08046999999999,85.7121,85.93085,85.52626,85.73402,85.59685999999999,85.79467,86.58284,86.75310999999999,86.76123,86.95519,86.70836,86.93034,86.98100000000001,87.18545,87.48261,87.65397,88.79513,88.94578,89.28428000000001,89.40026999999999,74.92636,76.95513000000001,76.78147,78.1678,78.14048000000001,78.18592,78.36117,78.21033,78.44311,79.45296,79.62843000000001,79.72072,79.87732,80.13778,80.38736999999999,80.5779,80.81567,81.75701,82.00392,82.1218,82.40144000000001,82.38252,82.63148000000001,82.6591,82.91473,83.31299999999999,83.55846,83.77176999999999,84.03650999999999,84.27042,84.53825,85.146,85.38844,85.83952,86.05003,86.40872,86.6341,87.42891999999999,87.62141,291826,264127,261563,282083,303011,329429,356143,379951,395596,409877,425359,446673,470241,493857,525261,568685,615647,674956,711710,863773,274748,258345,251447,268995,287102,301808,319522,342141,361970,380042,397074,419185,439514,466734,504536,544971,593793,646052,675328,832441
