cz,czname,pop2000,fips,statename,stateabbrv,le_agg_v1_F,le_raceadj_v1_F,le_agg_v2_F,le_raceadj_v2_F,le_agg_v3_F,le_raceadj_v3_F,le_agg_v4_F,le_raceadj_v4_F,le_agg_v5_F,le_raceadj_v5_F,le_agg_v6_F,le_raceadj_v6_F,le_agg_v7_F,le_raceadj_v7_F,le_agg_v8_F,le_raceadj_v8_F,le_agg_v9_F,le_raceadj_v9_F,le_agg_v10_F,le_raceadj_v10_F,le_agg_v11_F,le_raceadj_v11_F,le_agg_v12_F,le_raceadj_v12_F,le_agg_v13_F,le_raceadj_v13_F,le_agg_v14_F,le_raceadj_v14_F,le_agg_v15_F,le_raceadj_v15_F,le_agg_v16_F,le_raceadj_v16_F,le_agg_v17_F,le_raceadj_v17_F,le_agg_v18_F,le_raceadj_v18_F,le_agg_v19_F,le_raceadj_v19_F,le_agg_v20_F,le_raceadj_v20_F,le_raceadj_v1_M,le_agg_v2_M,le_raceadj_v2_M,le_agg_v3_M,le_raceadj_v3_M,le_agg_v4_M,le_raceadj_v4_M,le_agg_v5_M,le_raceadj_v5_M,le_agg_v6_M,le_raceadj_v6_M,le_agg_v7_M,le_raceadj_v7_M,le_agg_v8_M,le_raceadj_v8_M,le_agg_v9_M,le_raceadj_v9_M,le_agg_v10_M,le_raceadj_v10_M,le_agg_v11_M,le_raceadj_v11_M,le_agg_v12_M,le_raceadj_v12_M,le_agg_v13_M,le_raceadj_v13_M,le_agg_v14_M,le_raceadj_v14_M,le_agg_v15_M,le_raceadj_v15_M,le_agg_v16_M,le_raceadj_v16_M,le_agg_v17_M,le_raceadj_v17_M,le_agg_v18_M,le_raceadj_v18_M,le_agg_v19_M,le_raceadj_v19_M,le_agg_v20_M,le_raceadj_v20_M,count_v1_F,count_v2_F,count_v3_F,count_v4_F,count_v5_F,count_v6_F,count_v7_F,count_v8_F,count_v9_F,count_v10_F,count_v11_F,count_v12_F,count_v13_F,count_v14_F,count_v15_F,count_v16_F,count_v17_F,count_v18_F,count_v19_F,count_v20_F,count_v1_M,count_v2_M,count_v3_M,count_v4_M,count_v5_M,count_v6_M,count_v7_M,count_v8_M,count_v9_M,count_v10_M,count_v11_M,count_v12_M,count_v13_M,count_v14_M,count_v15_M,count_v16_M,count_v17_M,count_v18_M,count_v19_M,count_v20_M
9900,Tallahassee,426634.0,12,Florida,FL,78.59657,79.90979,80.05145,81.23394,81.57595,82.36083,82.82217,83.56403,81.95833,82.92155,84.18769,84.86868,83.09322,83.62080999999999,85.0498,85.61392,85.70146,86.2448,84.67820999999999,85.28484,85.69259,86.20254,85.78364,86.2283,85.02901,85.45257,87.51335999999999,87.82512,88.43759,88.67052,87.52154,87.7725,87.37640999999999,87.60493000000001,86.76839,86.9171,88.26241,88.47222,88.30752,88.56702,74.66268000000001,73.7364,74.96423,74.75786,75.64819,77.74203,78.59074,76.81879,77.81741,79.26254,80.03971,78.50065,79.13393,81.02728,81.66462,80.58599,81.24381,79.21468,79.90664,81.93741999999999,82.49529,82.65807,83.11715,81.73274,82.18324,81.73040999999999,82.18064,83.92421999999999,84.26886,84.80654,85.11117,82.22487,82.58098000000001,87.16847,87.32329,84.93823,85.25307,87.02139,87.30855,47594,51033,54383,56776,60429,59875,57265,54813,50677,47680,47379,46332,46872,47078,46659,46716,45650,42164,37773,32473,50945,47727,49118,50568,50412,49738,48329,45450,43199,42711,42480,43287,44394,44428,44940,44554,41675,38543,33896,29859
10700,Birmingham,1038182.0,1,Alabama,AL,78.25983000000001,79.90609,79.58022,80.94938,80.99975,82.11733000000001,80.86272,81.84538,82.22202,83.15552,83.83376,84.61195,83.64676999999999,84.37703,83.59615,84.34621,83.38637,84.08849000000001,84.78232,85.35455999999999,84.22115,84.75776,85.91523000000001,86.33267,85.80753,86.30785999999999,85.55363,86.09506999999999,86.55845,86.98425,85.87682,86.29053,87.24651,87.58193,86.23631,86.60843,88.41465,88.61641999999999,88.00675,88.17738,73.13731,73.17173000000001,74.68422,74.10715,75.37167,75.79664,76.88004000000001,75.91412,76.99302,76.71146999999999,77.60394000000001,77.70895,78.55874,78.81173000000001,79.64846999999999,78.75671,79.51346,80.19807,80.83925,79.98748,80.57999000000001,81.47771,81.99213,82.04783,82.61469,82.22466,82.80733000000001,82.48285,82.99641,83.05619,83.50689,83.97498,84.37841,84.76812,85.12848000000001,85.29633000000001,85.57758000000001,86.50891999999999,86.70435,116395,134341,144637,146323,143248,135289,130200,130396,132914,128098,123088,119591,117835,119360,121789,123699,122757,120198,118273,128140,104385,114391,115380,116801,117564,117426,116848,117477,116432,115386,113625,113168,113733,116671,117258,118743,116362,115813,112999,123301
10801,Tuscaloosa,261112.0,1,Alabama,AL,77.8422,79.81775999999999,79.48598,81.22958,81.4965,82.56835,81.62228,82.85515,82.07519,83.04433,82.41322,83.39196,82.57883000000001,83.36707,84.94621,85.66641,85.67024,86.36757,82.31824,83.25697,85.0331,85.72565,84.12916,84.72261,85.48063,86.02254,86.07165,86.6022,86.05976,86.48212,87.31942,87.60838000000001,88.50475,88.78175999999999,86.67546999999999,87.15453000000001,87.81319,88.01978000000001,87.47919,87.59125999999999,73.87135,73.46684,75.44197,74.34586999999999,75.65285,74.95095,76.36008000000001,76.49183000000001,77.57945,76.89079,77.93822,79.20995,80.07600000000001,80.2572,81.05527,78.35394000000001,79.17926,80.6816,81.54268,82.68285,83.3568,81.09913,81.69121,81.91111,82.50928,81.82211,82.43725,80.96861,81.50386,83.43172,83.82007,85.74776,86.09431,85.28809,85.73943,85.29098,85.58381,84.65841,84.94055,29261,41975,46602,41603,35807,31037,28769,26797,25897,25085,24376,24525,24619,24950,24622,23410,21645,18694,15845,15190,25977,32203,34337,32845,31752,29991,28405,26956,26007,25483,25163,25329,25008,24439,23981,22507,20641,17301,14847,14314
10900,Pensacola,623252.0,12,Florida,FL,79.49029,80.04737,79.87543000000001,80.38033,82.15816,82.6051,82.97243,83.11547,83.24734000000001,83.62998,83.60112,83.79851,84.52741,84.8073,85.31200000000001,85.61264,83.20153,83.53728000000001,85.31034,85.55689,84.15193000000001,84.42961,83.37763000000001,83.67376,86.34193,86.56219,86.55695,86.79098,83.76212,84.15918,84.89347,85.288,87.18024,87.39858000000001,87.02917,87.06236,88.02898,88.25174,88.62128,88.69815,74.62796,74.34971999999999,75.10297,74.99998000000001,75.67059,76.15769,76.59921,76.87595,77.45396,78.94366,79.41608000000001,79.2034,79.70732,79.4073,79.92851,79.66894,80.16118,81.27589,81.70815,81.60203,81.97610999999999,81.56695,81.90878000000001,82.19798,82.586,84.30658000000001,84.65149,83.31926,83.72845,85.13072,85.49635,84.94133000000001,85.26127,84.49343,84.74523,85.96455999999999,86.24531999999999,85.6428,85.87,84773,88708,94411,93968,88715,84867,81500,80975,81005,81695,80862,80649,80042,78904,77556,73617,70109,64615,56694,52704,80683,78499,82716,80779,78984,78777,79061,80289,81994,81161,80381,80439,80518,78660,75807,70744,66648,60179,52315,49468
11001,Mobile,599405.0,1,Alabama,AL,78.3175,79.82469,81.05575,82.2607,82.61439,83.57282,82.93256,83.86196,81.81453,82.5883,82.22935,82.98053,82.69467,83.41074,82.79753000000001,83.43729,83.80575999999999,84.3484,84.88152,85.4108,83.71186999999999,84.2757,84.68604,85.14668,85.85689,86.27074,87.07887,87.43642,84.55405,85.01331,86.74989000000001,87.10461,87.88972,88.20916,86.3716,86.83152,86.60279,86.87455,87.96794,88.27884,73.67294,73.63587,75.01566,74.66546,75.91159,74.7732,75.84501999999999,77.47095999999999,78.33255,77.79879,78.59575,78.39838,79.19078,79.79077,80.43921,79.74556,80.3431,81.17885,81.77601999999999,80.89224,81.46252,80.63808,81.14971,81.89735999999999,82.37958,83.28331999999999,83.72065,83.94551,84.35173,82.30733000000001,82.76204,83.65576,84.08453,84.41320999999999,84.85854,84.42411,84.72278,84.37955,84.79186999999999,82404,108792,116608,102482,90361,79296,74434,73421,71835,68938,67602,67283,66217,64910,63733,60919,57307,51183,45034,47100,72020,81441,82471,78635,77976,77081,75151,74503,72740,70929,70368,68799,66583,64146,62395,59340,53856,47328,42528,43810
11101,Montgomery,367927.0,1,Alabama,AL,77.70076999999999,79.69117,79.1072,80.92081,79.72536,81.30872,81.40824,82.53209,83.64874,84.50073,81.85685,82.6552,82.59724,83.39525,83.421,84.15311,84.9422,85.46898,83.72809000000001,84.34544,84.67088000000001,85.32789,86.25208,86.80675,84.17696,84.78045999999999,83.55414,84.13198,86.05842,86.51833,86.05636,86.51836,85.26771,85.77772,86.52046999999999,86.95714,87.52163,87.90578000000001,89.03256,89.17059,73.29842,71.68782,73.77338,74.21211,76.02565,75.05235,76.42618,74.96989,76.01585,76.77131,77.82027,76.73051,77.66803,77.64203,78.51234000000001,77.31924000000001,78.04813,79.33343,80.04793000000001,79.31978000000001,80.05415,79.32379,79.97559,80.55579,81.18706999999999,81.42243,81.99274,82.87066999999999,83.39614,84.1403,84.60941,83.24075,83.74586,83.93526,84.39353,83.55037,84.0386,84.69870999999999,85.04386,38716,60604,65547,57834,54944,50474,46727,45579,44354,41107,39318,39211,40327,40135,41553,40822,40248,37359,31950,27868,35585,49570,48083,45004,45047,44025,42675,41047,38875,37847,38014,37851,38977,39537,40448,39372,37868,34212,28938,25605
11302,Baltimore,2512431.0,24,Maryland,MD,78.40199,80.04824,79.06913,80.44546,80.33057,81.39661,80.58192,81.49523,81.87402,82.78036999999999,82.40641,83.12342,82.28316,83.01209,83.46271999999999,84.15465999999999,83.40279,84.02976,84.2824,84.82265,84.25988000000001,84.77289,84.64017,85.10599,85.28855,85.74261,85.67545,86.11211,86.06582,86.40154,86.08198,86.36798,87.24685,87.4677,87.68359,87.85455,88.29096,88.45854,89.00878,89.10197,74.0747,73.49088,74.99325,74.06361,75.26664,74.75372,75.76841999999999,76.34264,77.36133000000001,77.03954,77.89283,78.44909,79.24045,78.71564000000001,79.50308000000001,79.74024,80.4302,79.95943,80.59105,80.21951,80.8029,80.71965,81.25893,81.95374,82.47073,82.54061,83.03394,83.23164,83.63593,83.22845,83.5966,84.55912,84.86299,85.36699,85.61966,85.95404,86.19629,86.94776,87.12206,245371,226079,226874,244580,269430,294479,306160,307478,307441,305174,304058,309684,323369,338418,357527,384229,422999,470830,513054,421758,237022,213119,206886,217646,230459,238576,242800,250939,258230,263733,269747,278007,292610,312405,338195,373390,415425,463443,492122,391281
11304,Washington DC,4632415.0,11,District of Columbia,DC,81.67397,82.54867,82.41891,83.03425,82.37753000000001,82.4874,83.18926,83.27601,83.05117,83.19971,83.46566,83.29899999999999,83.76201999999999,83.95299,84.29034,84.39482,84.04666999999999,84.06973,84.43239,84.50484,84.91651,84.94999,85.34704,85.29587,85.40051,85.34931999999999,85.84254,85.78888,86.72205,86.64863000000001,86.63339,86.53992,86.99228000000001,86.88141999999999,87.55771,87.41811,88.71999,88.60283000000001,89.3753,89.29460999999999,77.22406,77.08006999999999,77.90573,77.34209,77.71762,77.74184,78.1285,78.23569,78.63733,78.80643,78.98196,79.21722,79.65443,79.81647,80.16743000000001,80.39217,80.65626999999999,80.48843000000001,80.79191,80.94556,81.2199,81.50841,81.71323000000001,81.26598,81.47968,82.38490999999999,82.57855,83.07047,83.23615,83.92363,84.06676,84.35727,84.4816,85.3399,85.42501999999999,86.97391,87.04916,87.7711,87.8548,390141,387243,380931,395178,412781,437947,465624,497098,524030,546242,554829,564304,589663,624017,678361,754471,882650,1110271,1492198,1405312,385977,389332,375840,387594,402047,415431,427655,436592,443913,449167,452980,468726,497828,549546,621425,723919,880101,1128912,1485286,1286494
11500,Jackson,303839.0,26,Michigan,MI,77.48908,77.90198000000001,80.97421,81.35435,80.82574,81.31781,81.0228,81.61773000000001,80.80459,81.29771,83.64116999999999,84.07401,82.175,82.67477,84.65288000000001,85.04299,82.22345,82.58845,85.46481,85.71715999999999,85.2916,85.61813000000001,85.82169,86.11283,85.8641,86.19738000000001,85.93596,86.23509,86.43711,86.73943,86.17245,86.51691,88.30608000000001,88.50173000000001,88.01872,88.14683000000001,88.01593000000001,88.19811999999999,87.33601,87.48003,74.33621,73.42517,73.90947,75.60647,76.10998000000001,76.38498,76.95912,77.08308000000001,77.56472,78.94041,79.39019,79.09801999999999,79.56415,80.77754,81.19724000000001,80.81005,81.13829,81.88943,82.19181999999999,83.21481,83.50941,82.60132,82.92329000000001,84.58662,84.83723,83.77167,84.06573,84.55282,84.8472,83.01319000000001,83.36542,82.92432,83.25378,85.81844,86.00945,84.57718,84.81618,88.10064,88.23505,33818,31722,32008,35206,36686,38155,38721,39467,39855,42312,44814,46368,46151,45237,43760,42098,38703,32933,23180,14774,29673,27419,28813,30905,33465,36737,39448,40136,42215,44485,46682,46506,45670,44502,42713,40559,37230,30411,20941,13254
11600,Detroit,5327827.0,26,Michigan,MI,76.99765,78.42751,78.9079,80.07614000000001,79.70940999999999,80.62914,80.57848,81.33495,80.80476,81.55617,82.2278,82.86308000000001,82.64214,83.23624000000001,83.30598,83.88383,83.70775,84.25871,84.08199,84.58063,84.59584,85.08109,85.12189000000001,85.60883000000001,84.88146,85.36513000000001,85.579,86.02404,85.72107,86.11216999999999,85.87187,86.2308,86.44556999999999,86.771,86.64614,86.95318,87.53650999999999,87.72596,88.57584,88.64363,72.30579,73.49183000000001,74.67055,74.12991,75.0832,75.24055,76.06085999999999,75.78624,76.58988000000001,76.93366999999999,77.64189,78.16591,78.81084,79.49179000000001,80.1096,79.73488,80.33249,80.46121,81.00524,80.67586999999999,81.2194,81.063,81.61708,81.49696,82.02802,81.79951,82.31466,82.4706,82.9234,82.91898,83.33497,83.64626,84.03603000000001,84.23763000000001,84.60592,85.47068,85.74313000000001,86.35378,86.53344,635307,565248,530171,524512,547935,582893,602700,606096,596272,600437,618245,643413,669652,692406,720642,758022,804397,845592,795380,625989,565117,477184,449411,437462,454921,497407,513216,499600,517071,544995,586571,627309,666394,703318,741227,781280,822319,841779,768715,604959
11700,Lansing,447728.0,26,Michigan,MI,77.97881,78.23949,80.46843,80.69131,78.13539,78.37899999999999,81.71096999999999,82.11918,81.39697,81.77927,81.26572,81.63659,82.33346999999999,82.78631999999999,83.95172,84.31694,84.35777,84.67869,85.18159,85.50695999999999,86.43024,86.69936,85.06351,85.36856999999999,86.00291,86.33263000000001,87.00349,87.30022,85.75388000000001,86.05356,86.97514,87.19201,87.03161,87.22831,88.38274,88.46175,88.83877,88.97475,87.69962,87.75439,72.50218000000001,73.90613,74.2164,75.87741,76.16719,76.95133,77.38707,77.50886,77.88289,77.39639,77.76479,79.32715999999999,79.75969,81.64426999999999,81.99284,80.92059,81.27251,81.87883000000001,82.25173000000001,82.10958000000001,82.47691999999999,82.07343,82.42182,83.51228,83.85065,83.19762,83.55834,83.51104000000001,83.82938,84.22535,84.50285,85.30053000000001,85.50492,86.02604000000001,86.1504,88.01581,88.16386,87.68636,87.81326,45381,38727,40408,41350,43154,46962,52826,58660,59397,60100,63434,65574,66974,67290,67997,68358,69155,63244,50508,37332,41048,35515,35922,36977,39619,45365,48979,49058,51393,55911,60472,63728,65559,65135,65926,66450,65878,59025,45564,33882
11900,Saginaw,540707.0,26,Michigan,MI,78.07034,78.77969,80.48872,81.06777,80.09322,80.503,81.49274,81.99448000000001,83.51604,83.91199,82.83632,83.19296,83.66421,83.98096,83.84049,84.23844,84.64527,85.00894,85.83366,86.11740999999999,86.39565,86.66269,83.81985999999999,84.22266,87.34431,87.60433,86.55711,86.85351999999999,86.9006,87.18706999999999,87.56338000000001,87.83483000000001,86.35943,86.69604,86.7585,87.08466,88.72086999999999,88.84913,87.85108000000001,87.8692,72.28296999999999,73.32393,73.9599,74.19332,74.63542,76.07235,76.5817,77.73046,78.17313,77.90545,78.286,79.8889,80.244,81.25976999999999,81.65043,80.61927,81.04041,81.40131,81.76571,81.93191999999999,82.29309,82.91059,83.25754,82.08734,82.47791,83.37817,83.72614,82.65018,83.02923,82.4732,82.86091,84.85715,85.16417,84.32499,84.6443,85.29899999999999,85.55877,85.83748,85.9901,67101,65545,69471,68902,68164,68604,70399,71075,71023,72375,74407,74928,73291,71885,68944,67420,65368,58518,47214,37899,57408,52277,55803,56046,62956,71502,72826,70444,69800,71139,73279,73281,71796,70598,68397,66295,63198,54850,43460,35545
12100,Kalamazoo,509606.0,26,Michigan,MI,77.14629000000001,78.03529,80.9776,81.66744,80.80005,81.29514,81.04009,81.60313000000001,82.2569,82.79956999999999,82.49046,82.97506,84.51959000000001,84.8709,83.62546999999999,84.10368000000001,84.44726999999999,84.8542,84.33494,84.74968,83.91238,84.34215,86.60314,86.8794,84.2909,84.70255,86.03643000000001,86.40338,87.96088,88.21110999999999,86.64886,86.97281,87.36819,87.62486,88.03161999999999,88.17005,88.78350999999999,88.89175,89.19292,89.24409,72.84704,73.74462,74.51762,75.26763000000001,75.81124,76.81796,77.39426999999999,77.00723,77.58252,78.95182,79.43415999999999,78.19704,78.64641999999999,80.1329,80.61261,81.98919000000001,82.38081,82.52448000000001,82.90841999999999,82.66453,83.04403,81.64182,82.01871,82.31626,82.72984,83.76786,84.13725,83.68784000000001,84.07058,83.92558000000001,84.31026999999999,84.93878000000001,85.25114,85.30949,85.53461999999999,87.15281999999999,87.31257,88.89166999999999,88.95586,59110,51349,50659,54114,57163,60240,61793,61879,62920,64375,68420,70555,70749,70182,67271,66416,62940,57100,48564,42228,53540,46722,46575,49522,51703,55460,58938,60746,62459,64138,67220,68882,68858,66443,64717,63058,59284,53073,45852,39633
12200,Grand Rapids,1286045.0,26,Michigan,MI,78.59763000000001,79.19885,80.48658,81.03699,80.1445,80.69416,82.61785,82.98645,82.97174,83.35677,84.39133000000001,84.6573,84.77102,84.97339000000001,84.74152,84.96655,85.38368,85.63168,84.97114,85.26347,86.94163,87.16989000000001,85.50673,85.80933,86.8115,87.08834,87.15632,87.41776,86.75475,87.03785,87.29843000000001,87.55476,88.09061,88.30672,87.27866,87.5471,88.95524,89.14738,88.01694,88.23009,73.88739,74.32353,74.90614000000001,76.58537,77.09946,77.59409000000001,77.98063,78.11676,78.52322,79.54556,79.87169,79.66386,79.92945,80.9654,81.22237,82.3457,82.6151,82.06419,82.37912,82.65496,82.95931,83.96327,84.23532,83.35879,83.68804,83.64757,83.98770999999999,84.70555,84.99191,84.53741,84.83214,85.6246,85.885,84.76632,85.06378000000001,86.4554,86.71434,87.8,87.98026999999999,132258,115280,117614,129788,141432,150792,157644,164007,168096,175821,187696,196621,198485,195676,186158,172833,157213,138202,116230,112374,119386,105261,109842,120719,131916,145895,159102,166388,174158,183874,192745,196916,195734,188257,178402,165591,148190,131072,110925,106740
12501,Dayton,1179009.0,39,Ohio,OH,77.00715,78.07011,78.13778,79.04505,79.45311,80.08768,81.87803000000001,82.43456,81.64577,82.23767,82.93039,83.48661,83.24216,83.78775,83.34953,83.87391,84.88116,85.33096,84.76369,85.22321,84.41272,84.87377,85.69898,86.07866,85.10982,85.50242,86.81396,87.12686,86.56715,86.91148000000001,86.50546,86.8708,87.29473,87.62365,87.56446,87.88083,86.48026,86.79590999999999,88.53315,88.64793,72.20331,73.13287,74.03712,73.63481,74.33773000000001,75.27241,75.92965,76.46535,77.10902,78.15773,78.78923,79.24557,79.83598,80.01867,80.56269,80.2529,80.77931,81.59746,82.0941,82.31865,82.77837,82.37483,82.82291,81.92899,82.3835,82.12218,82.56161999999999,83.35955,83.78263000000001,84.53789,84.93726,85.09433,85.47343000000001,84.16408,84.57842,86.76836,87.02906999999999,87.02669,87.22653000000001,115062,115758,129598,145847,157631,167530,171570,170716,166850,167809,168010,165347,163525,162303,156643,148005,133788,118119,100238,77412,109953,107123,113009,125444,145204,159285,163695,162522,162156,162657,162517,161575,161057,158311,151341,141298,125625,109983,91351,70967
12701,Cincinnati,1954800.0,39,Ohio,OH,76.32948,77.50012,78.76705,79.73311,79.4806,80.1908,80.90122,81.57446999999999,81.41221999999999,82.01988,81.47742,82.05426999999999,82.58643000000001,83.14571,83.4676,83.97709,83.82583000000001,84.28534,83.71809,84.15034,84.98823,85.41631,84.28246999999999,84.79059000000001,85.18063000000001,85.63922,85.35786,85.807,85.15101,85.57356,86.63531,86.96431,86.32472,86.67393,87.29375,87.58735,87.48997,87.69025,88.67737,88.79241,72.30388,73.7878,74.78314,74.15285,74.89375,74.98475,75.69829,76.27232,76.92914,77.69386,78.28782,78.84912,79.43148000000001,79.32212,79.87091,80.24812,80.75227,79.52274,80.01028000000001,80.90711999999999,81.39777,82.09109000000001,82.58495,83.22296999999999,83.6731,83.16409,83.6143,83.48881,83.89867,83.9752,84.36508,84.81971,85.17746,84.98063,85.33868000000001,85.2297,85.4999,86.36962,86.58561,187514,177846,187333,211109,235731,251947,259364,261092,260685,260013,262423,265514,269110,272807,274072,272342,264783,254311,252653,249275,187621,172288,175177,192080,208849,224198,236102,240329,242753,244321,250006,257557,263083,266695,266071,263968,256054,247732,246420,240048
12901,Lexington,525970.0,21,Kentucky,KY,78.76529000000001,79.45364000000001,78.80775,79.47775,79.48210999999999,80.11491,81.22615,81.87514,80.67019,81.32351,82.75246,83.32066,82.59606,83.16358000000001,82.42736,83.00702,82.73328000000001,83.28258000000001,84.54514,84.993,83.73214,84.14461,85.75471,86.04196,84.3019,84.66636,84.84148,85.20153,86.96034,87.24280999999999,87.74922,88.00712,87.20869,87.48496999999999,87.10854,87.3843,89.80175,89.94478000000001,87.77579,88.0364,73.60309000000001,74.57927,75.21542,74.63853,75.27917,75.94435,76.62006,76.24561,76.87631999999999,77.86688000000001,78.45734,79.40281999999999,79.93276999999999,78.78535,79.34191,79.69763,80.23718000000001,82.16499,82.63084,81.69323,82.08595,80.39477,80.76456,81.37178,81.77379,82.93684,83.31451,82.81603,83.19521999999999,85.05426,85.36218000000001,85.0142,85.3146,85.03329000000001,85.33195,86.16724,86.42264,85.81707,86.12047,58416,57651,59869,64556,67276,68689,69183,70746,71016,68871,68877,69644,69703,69838,69502,68001,66766,62572,57241,53097,54093,53708,56075,59749,61823,61982,62699,63240,62460,62871,64372,66276,67457,67765,66625,65602,64271,59636,54258,51178
13101,Louisville,1100767.0,21,Kentucky,KY,76.71774,77.6965,78.55563000000001,79.40671999999999,80.09671,80.78291,80.884,81.47929,81.73053,82.38984,81.74309000000001,82.33286,82.8738,83.37158000000001,83.94678,84.47211999999999,84.01553,84.49531999999999,84.25326,84.71641,84.27026,84.7552,85.07575,85.48643,85.28201999999999,85.65653,85.19181,85.55946,87.26775,87.56373,86.8941,87.23625,86.64237,86.99455999999999,87.1796,87.47849000000001,88.51373000000001,88.77843,88.30668,88.50734,72.34998,72.62125,73.516,73.86876,74.63739,75.01625,75.68101999999999,76.23156999999999,76.93491,77.37834000000001,77.98269,78.47704,79.02884,79.72036999999999,80.29994,79.6613,80.20249,81.26398,81.75421999999999,80.52774000000001,81.06273,81.82215,82.2922,81.38895,81.83235,83.03856999999999,83.42598000000001,83.54018,83.93137,84.37405,84.76218,83.69855,84.09399,84.91735,85.25725,84.89936,85.27036,85.57271,85.84679,123515,118648,126133,144421,159235,161424,158342,154397,150791,152502,155968,158421,157317,156001,152984,151390,146423,135423,124486,124425,122623,115604,118972,133614,142224,144483,143680,142612,142398,145529,148430,149532,150290,149441,147521,145305,138944,128644,119699,119599
13400,Lima,260393.0,39,Ohio,OH,77.39166999999999,77.85897,79.40086,79.83211999999999,79.79723,80.34036,82.83423,83.1935,81.2232,81.74343,82.28366,82.82996,82.62954,83.14953,84.24372,84.68633,83.69582,84.20618,85.29392,85.68169,86.35141,86.69957,86.97835,87.28433000000001,86.80896,87.14399,86.93451999999999,87.26841,86.72241,87.07851,87.31012,87.66915,86.48769,86.87163000000001,88.00693000000001,88.31452,81.12883000000001,81.24654,85.00095,85.32693,71.70518,71.25483,71.76768,75.06133,75.63779,75.1748,75.62206,76.85298,77.34806999999999,77.88159,78.42193,79.57127,80.07388,81.34949,81.79296,81.16164,81.65448,81.53645999999999,81.99014,82.30013000000001,82.70064,84.29906,84.6637,82.56899,82.98583,82.61101,83.02601999999999,82.87215,83.30391999999999,86.43517,86.72688000000001,85.55967,85.90604,85.88428,86.18195,86.109,86.22654,83.4386,83.84083000000001,21850,22798,27088,31813,34946,37804,38905,38703,38923,39889,40158,39847,40064,38815,36470,31777,24120,17857,13547,12823,20159,20050,22287,26558,32850,40143,44390,44213,42938,41664,41415,41314,40815,38200,34260,28764,21758,16118,12864,12058
13501,Toledo,834343.0,39,Ohio,OH,77.46696,78.35937,78.9847,79.71043,80.37755,80.76514,80.32401,80.8057,82.78114000000001,83.22391,82.18526,82.67685999999999,83.33293,83.7825,84.01427,84.41496,84.56744,84.91794,84.53859,84.91096,85.50246,85.82467,84.35516,84.71732,85.58849000000001,85.95318,85.09705,85.51015,84.73505,85.17061,86.41689000000001,86.76855,87.19927,87.50251,87.07905,87.38401,87.50374000000001,87.70573,88.43482,88.52174000000001,72.15768,73.72679000000001,74.46301,73.66385,74.10477,75.57518,76.06783,76.57285,77.09339,77.63893,78.1277,78.60022,79.06788,79.27252,79.72055999999999,79.37293000000001,79.7981,81.18819,81.58287,80.55846,80.96694000000001,82.67560999999999,83.00389,82.49753,82.88,81.72962,82.15337,82.5287,82.94366,83.79529000000001,84.17206,83.10351,83.49134000000001,85.14865,85.44575,84.07205,84.36459,86.07105,86.24339,83493,80742,84889,92074,100189,106483,111122,111676,109883,112052,115031,116284,118220,118864,119855,118109,109147,94818,75445,63009,76521,71743,72541,76413,83113,96181,105827,106836,107710,112070,116354,119840,123596,123728,123041,116835,105923,89852,70651,59650
13600,South Bend,657906.0,18,Indiana,IN,77.28619,78.15588000000001,79.51361999999999,80.30289,79.57578000000001,80.34396,81.62482,82.0487,81.85388,82.30734,83.5994,84.04723,83.13868000000001,83.57684,82.42779,82.92764,82.2365,82.7278,83.90227,84.34142,83.77873000000001,84.25658,84.44369,84.86939,85.64784,85.99242,86.46781999999999,86.76467,85.95926999999999,86.32812,87.22825999999999,87.57343,86.83993000000001,87.193,86.65288000000001,86.9935,86.90043,87.07593,87.32649,87.38303,73.06126,73.73831,74.54596,73.82207,74.57211,75.21549,75.74558,76.03655,76.52688,78.0735,78.57619,77.78175,78.26733,79.53516,80.00768000000001,80.45432,80.89161,81.18626,81.6272,81.39649,81.8467,81.84647,82.26995,83.73131,84.05936,83.82204,84.14917,82.53893000000001,82.94588,83.60084,84.01146999999999,83.96505,84.35285,85.55348000000001,85.84626,86.24259,86.43104,83.94451,84.1345,73697,73561,74900,82211,87895,87661,83728,81896,82962,86926,91370,91904,92471,90603,86824,81327,73320,62328,51087,48383,65668,62300,64480,71460,78810,83026,85697,87674,90052,92613,93150,93495,92111,88499,83886,76537,68120,56621,47258,45848
